time,size,model_name
433,92820,jhotdraw
302,92820,jhotdraw
395,92820,jhotdraw
20,92820,jhotdraw
2913,92820,jhotdraw
264,92820,jhotdraw
7069,92820,jhotdraw
1761,92820,jhotdraw
528,92820,jhotdraw
1419,92820,jhotdraw
310,92820,jhotdraw
1459,92820,jhotdraw
3858,92820,jhotdraw
1011,92820,jhotdraw
4292,92820,jhotdraw
918,92820,jhotdraw
278,92820,jhotdraw
324,92820,jhotdraw
1606,92820,jhotdraw
1226,92820,jhotdraw
4316,92820,jhotdraw
462,92820,jhotdraw
806,92820,jhotdraw
1169,92820,jhotdraw
612,92820,jhotdraw
1440,92820,jhotdraw
5242,92820,jhotdraw
349,92820,jhotdraw
598,92820,jhotdraw
1339,92820,jhotdraw
804,92820,jhotdraw
877,92820,jhotdraw
2269,92820,jhotdraw
889,92820,jhotdraw
1416,92820,jhotdraw
676,92820,jhotdraw
15822,92820,jhotdraw
210,92820,jhotdraw
1433,92820,jhotdraw
308,92820,jhotdraw
345,92820,jhotdraw
593,92820,jhotdraw
675,92820,jhotdraw
371,92820,jhotdraw
458,92820,jhotdraw
