time,cr
127,CR9B
172,CR9B
130,CR9B
82,CR9B
121,CR9B
89,CR9B
88,CR9B
101,CR9B
94,CR9B
93,CR9B
160,CR9B
88,CR9B
95,CR9B
128,CR9B
164,CR9B
77,CR9B
131,CR9B
107,CR9B
104,CR9B
85,CR9B
68,CR9B
174,CR9B
152,CR9B
129,CR9B
356,CR9B
86,CR9B
91,CR9B
121,CR9B
82,CR9B
98,CR9B
91,CR9B
78,CR9B
74,CR9B
124,CR9B
110,CR9B
231,CR9B
109,CR9B
86,CR9B
101,CR9B
72,CR9B
120,CR9B
102,CR9B
117,CR9B
137,CR9B
90,CR9B
146,CR9B
135,CR9B
77,CR9B
86,CR9B
116,CR9B
188,CR9B
141,CR9B
89,CR9B
75,CR9B
125,CR9B
139,CR9B
87,CR9B
80,CR9B
81,CR9B
121,CR9B
136,CR9B
137,CR9B
95,CR9B
118,CR9B
112,CR9B
120,CR9B
120,CR9B
95,CR9B
137,CR9B
89,CR9B
104,CR9B
200,CR9B
80,CR9B
92,CR9B
142,CR9B
121,CR9B
80,CR9B
178,CR9B
79,CR9B
119,CR9B
110,CR9B
134,CR9B
151,CR9B
184,CR9B
141,CR9B
88,CR9B
79,CR9B
80,CR9B
97,CR9B
267,CR9B
96,CR9B
225,CR9B
105,CR9B
93,CR9B
82,CR9B
162,CR9B
117,CR9B
319,CR9B
143,CR9B
112,CR9B
169,CR9B
120,CR9B
71,CR9B
95,CR9B
177,CR9B
71,CR9B
94,CR9B
366,CR9B
108,CR9B
116,CR9B
107,CR9B
94,CR9B
119,CR9B
235,CR9B
115,CR9B
110,CR9B
111,CR9B
88,CR9B
89,CR9B
76,CR9B
154,CR9B
156,CR9B
130,CR9B
97,CR9B
138,CR9B
81,CR9B
146,CR9B
127,CR9B
189,CR9B
77,CR9B
88,CR9B
117,CR9B
233,CR9B
219,CR9B
172,CR9B
106,CR9B
75,CR9B
75,CR9B
78,CR9B
107,CR9B
115,CR9B
147,CR9B
65,CR9B
115,CR9B
141,CR9B
93,CR9B
76,CR9B
99,CR9B
205,CR9B
89,CR9B
130,CR9B
104,CR10B
97,CR10B
149,CR10B
79,CR10B
85,CR10B
79,CR10B
126,CR10B
75,CR10B
76,CR10B
164,CR10B
146,CR10B
82,CR10B
119,CR10B
120,CR10B
75,CR10B
71,CR10B
100,CR10B
120,CR10B
112,CR10B
64,CR10B
89,CR10B
74,CR10B
106,CR10B
96,CR10B
63,CR10B
96,CR10B
96,CR10B
86,CR10B
84,CR10B
67,CR10B
82,CR10B
98,CR10B
86,CR10B
104,CR10B
257,CR10B
105,CR10B
112,CR10B
78,CR10B
63,CR10B
147,CR10B
66,CR10B
109,CR10B
150,CR10B
80,CR10B
88,CR10B
87,CR10B
84,CR10B
72,CR10B
138,CR10B
118,CR10B
123,CR10B
120,CR10B
103,CR10B
85,CR10B
86,CR10B
81,CR10B
72,CR10B
90,CR10B
90,CR10B
77,CR10B
83,CR10B
150,CR10B
98,CR10B
83,CR10B
68,CR10B
66,CR10B
99,CR10B
145,CR10B
81,CR10B
115,CR10B
94,CR10B
90,CR10B
92,CR10B
130,CR10B
78,CR10B
196,CR10B
82,CR10B
76,CR10B
127,CR10B
157,CR10B
128,CR10B
83,CR10B
73,CR10B
73,CR10B
91,CR10B
69,CR10B
77,CR10B
93,CR10B
116,CR10B
90,CR10B
139,CR10B
133,CR10B
109,CR10B
96,CR10B
99,CR10B
79,CR10B
87,CR10B
79,CR10B
121,CR10B
231,CR10B
83,CR10B
100,CR10B
78,CR10B
90,CR10B
106,CR10B
76,CR10B
193,CR10B
140,CR10B
85,CR10B
78,CR10B
98,CR10B
118,CR10B
113,CR10B
134,CR10B
164,CR10B
73,CR10B
91,CR10B
125,CR10B
223,CR10B
98,CR10B
120,CR10B
165,CR10B
99,CR10B
143,CR10B
71,CR10B
122,CR10B
71,CR10B
174,CR10B
79,CR10B
83,CR10B
103,CR10B
206,CR10B
146,CR10B
116,CR10B
117,CR10B
103,CR10B
112,CR10B
83,CR10B
98,CR10B
71,CR10B
73,CR10B
98,CR10B
113,CR10B
233,CR10B
79,CR10B
112,CR10B
97,CR10B
94,CR10B
64,CR10B
149,CR10B
73,CR10B
75,CR10B
64,CR10B
82,CR10B
549,CR10B
134,CR10B
114,CR10B
82,CR10B
141,CR10B
199,CR10B
111,CR10B
69,CR10B
223,CR10B
81,CR10B
112,CR10B
138,CR10B
110,CR10B
88,CR10B
138,CR10B
65,CR10B
108,CR10B
86,CR10B
129,CR10B
116,CR10B
67,CR10B
89,CR10B
88,CR10B
62,CR10B
66,CR10B
180,CR10B
103,CR10B
106,CR10B
93,CR10B
79,CR10B
119,CR10B
114,CR10B
110,CR10B
274,CR10B
185,CR10B
110,CR10B
90,CR10B
104,CR10B
187,CR10B
159,CR10B
83,CR10B
81,CR10B
76,CR10B
64,CR10B
101,CR10B
128,CR10B
80,CR10B
81,CR10B
81,CR10B
90,CR10B
96,CR10B
86,CR10B
90,CR10B
91,CR10B
64,CR10B
63,CR10B
125,CR10B
133,CR10B
94,CR10B
71,CR10B
142,CR10B
109,CR10B
82,CR10B
165,CR10B
92,CR10B
100,CR10B
70,CR10B
118,CR10B
66,CR10B
107,CR10B
127,CR10B
76,CR10B
186,CR10B
86,CR10B
115,CR10B
87,CR10B
122,CR10B
204,CR10B
98,CR10B
98,CR10B
104,CR10B
106,CR10B
132,CR10B
77,CR10B
109,CR10B
152,CR10B
84,CR10B
101,CR10B
82,CR10B
159,CR10B
82,CR10B
79,CR10B
105,CR10B
115,CR10B
103,CR10B
146,CR10B
139,CR10B
97,CR10B
79,CR10B
84,CR10B
140,CR10B
107,CR10B
73,CR10B
118,CR10B
108,CR10B
121,CR10B
112,CR10B
95,CR10B
87,CR10B
121,CR10B
77,CR10B
174,CR10B
178,CR10B
124,CR10B
121,CR10B
110,CR10B
74,CR10B
116,CR10B
93,CR10B
108,CR10B
156,CR10B
73,CR10B
123,CR10B
73,CR10B
136,CR10B
182,CR10B
94,CR10B
77,CR10B
75,CR10B
72,CR10B
83,CR10B
124,CR10B
141,CR10B
73,CR10B
98,CR10B
152,CR10B
128,CR10B
109,CR10B
88,CR10B
89,CR10B
79,CR10B
90,CR10B
118,CR10B
128,CR10B
162,CR10B
138,CR10B
67,CR10B
66,CR10B
85,CR10B
115,CR10B
155,CR10B
119,CR10B
102,CR10B
113,CR10B
80,CR10B
86,CR10B
152,CR10B
147,CR10B
139,CR10B
273,CR10B
102,CR10B
97,CR10B
69,CR10B
74,CR10B
81,CR10B
80,CR10B
80,CR10B
97,CR10B
79,CR10B
83,CR10B
93,CR10B
123,CR10B
126,CR10B
86,CR10B
75,CR10B
122,CR10B
62,CR10B
92,CR10B
113,CR10B
73,CR10B
204,CR10B
149,CR10B
89,CR10B
81,CR10B
83,CR10B
91,CR10B
113,CR10B
6,CR1A
21,CR1A
10,CR1A
15,CR1A
9,CR1A
12,CR1A
8,CR1A
6,CR1A
12,CR1A
11,CR1A
15,CR1A
8,CR1A
12,CR1A
7,CR1A
8,CR1A
9,CR1A
10,CR1A
43,CR1A
10,CR1A
7,CR1A
9,CR1A
13,CR1A
14,CR1A
6,CR1A
9,CR1A
11,CR1A
11,CR1A
13,CR1A
7,CR1A
10,CR1A
10,CR1A
10,CR1A
7,CR1A
9,CR1A
16,CR1A
9,CR1A
13,CR1A
7,CR1A
6,CR1A
9,CR1A
8,CR1A
12,CR1A
20,CR1A
6,CR1A
6,CR1A
13,CR1A
9,CR1A
11,CR1A
12,CR1A
12,CR1A
10,CR1A
13,CR1A
8,CR1A
9,CR1A
6,CR1A
8,CR1A
9,CR1A
8,CR1A
14,CR1A
13,CR1A
7,CR1A
15,CR1A
10,CR1A
13,CR1A
14,CR1A
18,CR1A
9,CR1A
10,CR1A
9,CR1A
13,CR1A
12,CR1A
15,CR1A
6,CR1A
9,CR1A
10,CR1A
11,CR1A
9,CR1A
11,CR1A
14,CR1A
10,CR1A
4,CR1A
7,CR1A
17,CR1A
8,CR1A
10,CR1A
10,CR1A
54,CR4A
56,CR4A
87,CR4A
82,CR4A
51,CR4A
55,CR4A
52,CR4A
78,CR4A
68,CR4A
290,CR4A
59,CR4A
71,CR4A
45,CR4A
98,CR4A
88,CR4A
74,CR4A
55,CR4A
64,CR4A
46,CR4A
56,CR4A
66,CR4A
73,CR4A
98,CR4A
53,CR4A
59,CR4A
47,CR4A
42,CR4A
44,CR4A
40,CR4A
46,CR4A
62,CR4A
69,CR4A
75,CR4A
167,CR4A
46,CR4A
56,CR4A
114,CR4A
68,CR4A
58,CR4A
56,CR4A
50,CR4A
71,CR4A
54,CR4A
59,CR4A
78,CR4A
80,CR4A
42,CR4A
59,CR4A
43,CR4A
55,CR4A
89,CR4A
43,CR4A
151,CR4A
41,CR4A
87,CR4A
47,CR4A
90,CR4A
73,CR4A
69,CR4A
115,CR4A
93,CR4A
63,CR4A
76,CR4A
56,CR4A
115,CR4A
41,CR4A
64,CR4A
65,CR4A
185,CR11A
189,CR11A
336,CR11A
270,CR11A
289,CR11A
192,CR11A
266,CR11A
141,CR11A
128,CR11A
344,CR11A
132,CR11A
129,CR11A
293,CR11A
219,CR11A
271,CR11A
181,CR11A
393,CR11A
651,CR11A
334,CR11A
292,CR11A
249,CR11A
256,CR11A
358,CR11A
161,CR11A
186,CR11A
247,CR11A
236,CR11A
301,CR11A
195,CR11A
133,CR11A
204,CR11A
261,CR11A
152,CR11A
231,CR11A
181,CR11A
283,CR11A
129,CR11A
251,CR11A
130,CR11A
327,CR11A
133,CR11A
241,CR11A
167,CR11A
194,CR11A
202,CR11A
187,CR11A
211,CR11A
187,CR11A
324,CR11A
321,CR11A
304,CR11A
128,CR11A
270,CR11A
290,CR11A
341,CR11A
231,CR11A
275,CR11A
220,CR11A
469,CR11A
175,CR11A
145,CR11A
208,CR11A
301,CR12A
148,CR12A
168,CR12A
92,CR12A
106,CR12A
328,CR12A
99,CR12A
96,CR12A
138,CR12A
124,CR12A
167,CR12A
175,CR12A
96,CR12A
141,CR12A
204,CR12A
178,CR12A
232,CR12A
107,CR12A
117,CR12A
136,CR12A
271,CR12A
95,CR12A
149,CR12A
165,CR12A
141,CR12A
90,CR12A
145,CR12A
109,CR12A
155,CR12A
217,CR12A
149,CR12A
224,CR12A
166,CR12A
167,CR12A
182,CR12A
168,CR12A
98,CR12A
141,CR12A
178,CR12A
104,CR12A
95,CR12A
123,CR12A
108,CR12A
128,CR12A
107,CR12A
214,CR12A
175,CR12A
215,CR12A
119,CR12A
253,CR13A
305,CR13A
270,CR13A
399,CR13A
174,CR13A
249,CR13A
213,CR13A
335,CR13A
361,CR13A
161,CR13A
158,CR13A
276,CR13A
230,CR13A
239,CR13A
607,CR13A
271,CR13A
173,CR13A
172,CR13A
287,CR13A
390,CR13A
317,CR13A
373,CR13A
270,CR13A
259,CR13A
163,CR13A
238,CR13A
179,CR13A
173,CR13A
300,CR13A
159,CR13A
282,CR13A
248,CR13A
239,CR13A
181,CR13A
268,CR13A
265,CR13A
232,CR13A
429,CR13A
247,CR13A
286,CR13A
433,CR13A
178,CR13A
306,CR13A
299,CR13A
169,CR13A
456,CR13A
331,CR13A
356,CR13A
383,CR13A
329,CR14A
217,CR14A
361,CR14A
734,CR14A
153,CR14A
188,CR14A
272,CR14A
178,CR14A
364,CR14A
248,CR14A
173,CR14A
163,CR14A
255,CR14A
281,CR14A
246,CR14A
385,CR14A
315,CR14A
211,CR14A
336,CR14A
258,CR14A
208,CR14A
271,CR14A
320,CR14A
253,CR14A
238,CR14A
204,CR14A
176,CR14A
275,CR14A
257,CR14A
158,CR14A
200,CR14A
210,CR14A
280,CR14A
285,CR14A
331,CR14A
164,CR14A
169,CR14A
360,CR14A
339,CR14A
248,CR14A
395,CR14A
342,CR14A
350,CR14A
403,CR14A
407,CR14A
162,CR14A
223,CR14A
446,CR14A
410,CR14A
76,CR5A
116,CR5A
73,CR5A
84,CR5A
114,CR5A
50,CR5A
144,CR5A
176,CR5A
182,CR5A
145,CR5A
80,CR5A
91,CR5A
147,CR5A
58,CR5A
79,CR5A
61,CR5A
58,CR5A
122,CR5A
71,CR5A
53,CR5A
84,CR5A
95,CR5A
132,CR5A
63,CR5A
80,CR5A
155,CR5A
85,CR5A
61,CR5A
102,CR5A
61,CR5A
60,CR5A
46,CR5A
74,CR5A
84,CR5A
152,CR5A
126,CR5A
50,CR5A
95,CR5A
114,CR5A
65,CR5A
61,CR5A
96,CR5A
67,CR5A
75,CR5A
97,CR5A
86,CR5A
136,CR5A
116,CR5A
101,CR5A
110,CR5A
124,CR5A
105,CR5A
188,CR5A
50,CR5A
114,CR5A
84,CR5A
76,CR5A
84,CR5A
92,CR5A
135,CR5A
82,CR5A
41,CR5A
103,CR6A
142,CR6A
67,CR6A
112,CR6A
75,CR6A
93,CR6A
95,CR6A
46,CR6A
48,CR6A
108,CR6A
64,CR6A
47,CR6A
69,CR6A
88,CR6A
59,CR6A
76,CR6A
43,CR6A
68,CR6A
48,CR6A
54,CR6A
53,CR6A
59,CR6A
129,CR6A
122,CR6A
67,CR6A
130,CR6A
59,CR6A
66,CR6A
69,CR6A
49,CR6A
50,CR6A
88,CR6A
146,CR6A
92,CR6A
51,CR6A
75,CR6A
54,CR6A
138,CR6A
76,CR6A
78,CR6A
51,CR6A
73,CR6A
66,CR6A
92,CR6A
95,CR6A
50,CR6A
94,CR6A
68,CR6A
54,CR6A
83,CR6A
94,CR6A
95,CR6A
45,CR6A
76,CR6A
74,CR6A
68,CR6A
79,CR6A
57,CR6A
48,CR6A
69,CR6A
118,CR6A
71,CR6A
195,CR8A
240,CR8A
184,CR8A
179,CR8A
198,CR8A
265,CR8A
202,CR8A
107,CR8A
649,CR8A
157,CR8A
6,CR2A
126,CR2A
10,CR2A
4,CR2A
7,CR2A
6,CR2A
4,CR2A
5,CR2A
4,CR2A
4,CR2A
7,CR2A
11,CR2A
8,CR2A
16,CR2A
7,CR2A
6,CR2A
5,CR2A
4,CR2A
10,CR2A
9,CR2A
7,CR2A
10,CR2A
14,CR2A
6,CR2A
7,CR2A
7,CR2A
14,CR2A
7,CR2A
3,CR2A
7,CR2A
7,CR2A
7,CR2A
12,CR2A
8,CR2A
8,CR2A
7,CR2A
13,CR2A
5,CR2A
6,CR2A
5,CR2A
7,CR2A
7,CR2A
18,CR2A
8,CR2A
12,CR2A
6,CR2A
6,CR2A
7,CR2A
8,CR2A
8,CR2A
10,CR2A
8,CR2A
13,CR2A
7,CR2A
9,CR2A
7,CR2A
5,CR2A
9,CR2A
9,CR2A
4,CR2A
6,CR2A
7,CR2A
7,CR2A
6,CR2A
7,CR2A
7,CR2A
8,CR2A
12,CR2A
17,CR2A
4,CR2A
4,CR2A
6,CR2A
8,CR2A
10,CR2A
9,CR2A
6,CR2A
7,CR2A
5,CR2A
8,CR2A
7,CR2A
6,CR2A
11,CR2A
6,CR2A
6,CR2A
6,CR2A
5,CR2A
6,CR2A
6,CR2A
5,CR2A
6,CR2A
5,CR2A
8,CR2A
14,CR2A
8,CR2A
6,CR2A
10,CR2A
7,CR2A
8,CR2A
5,CR2A
15,CR2A
4,CR2A
5,CR2A
10,CR2A
7,CR2A
4,CR2A
11,CR2A
6,CR2A
7,CR2A
9,CR2A
7,CR2A
6,CR2A
5,CR2A
4,CR2A
6,CR2A
5,CR2A
18,CR2A
4,CR2A
5,CR2A
5,CR2A
7,CR2A
5,CR2A
6,CR2A
6,CR2A
6,CR2A
17,CR2A
7,CR2A
10,CR2A
4,CR2A
4,CR2A
6,CR2A
6,CR2A
7,CR2A
7,CR2A
8,CR2A
13,CR2A
5,CR2A
6,CR2A
12,CR2A
4,CR2A
14,CR2A
6,CR2A
7,CR2A
6,CR2A
6,CR2A
9,CR2A
4,CR2A
8,CR2A
7,CR2A
7,CR2A
5,CR2A
7,CR2A
7,CR2A
4,CR2A
6,CR2A
16,CR2A
6,CR2A
6,CR2A
4,CR2A
6,CR2A
12,CR2A
8,CR2A
4,CR2A
10,CR2A
8,CR2A
7,CR2A
5,CR2A
4,CR2A
3,CR2A
8,CR2A
10,CR2A
8,CR2A
6,CR2A
5,CR2A
10,CR2A
5,CR2A
7,CR2A
4,CR2A
4,CR2A
4,CR2A
4,CR2A
7,CR2A
8,CR2A
14,CR2A
6,CR2A
4,CR2A
10,CR2A
5,CR2A
6,CR2A
9,CR2A
5,CR2A
5,CR2A
9,CR2A
7,CR2A
7,CR2A
5,CR2A
7,CR2A
8,CR2A
8,CR2A
4,CR2A
5,CR2A
7,CR2A
6,CR2A
5,CR2A
5,CR2A
9,CR2A
4,CR2A
8,CR2A
7,CR2A
13,CR2A
5,CR2A
9,CR2A
5,CR2A
5,CR2A
7,CR2A
7,CR2A
5,CR2A
4,CR2A
7,CR2A
5,CR2A
10,CR2A
9,CR2A
5,CR2A
5,CR2A
4,CR2A
7,CR2A
5,CR2A
13,CR2A
4,CR2A
5,CR2A
4,CR2A
7,CR2A
8,CR2A
4,CR2A
7,CR2A
9,CR2A
6,CR2A
6,CR2A
6,CR2A
4,CR2A
8,CR2A
7,CR2A
6,CR2A
8,CR2A
5,CR2A
6,CR2A
6,CR2A
5,CR2A
6,CR2A
5,CR2A
9,CR2A
6,CR2A
8,CR2A
6,CR2A
5,CR2A
5,CR2A
6,CR2A
6,CR2A
9,CR2A
5,CR2A
6,CR2A
5,CR2A
6,CR2A
6,CR2A
5,CR2A
6,CR2A
6,CR2A
11,CR2A
9,CR2A
6,CR2A
9,CR2A
8,CR2A
7,CR2A
5,CR2A
5,CR2A
9,CR2A
7,CR2A
5,CR2A
6,CR2A
6,CR2A
8,CR2A
6,CR2A
7,CR2A
6,CR2A
8,CR2A
5,CR2A
6,CR2A
3,CR2A
4,CR2A
7,CR2A
5,CR2A
6,CR2A
6,CR2A
8,CR2A
5,CR2A
6,CR2A
5,CR2A
8,CR2A
7,CR2A
6,CR2A
5,CR2A
8,CR2A
8,CR2A
8,CR2A
5,CR2A
9,CR2A
9,CR2A
8,CR2A
7,CR2A
10,CR2A
6,CR2A
9,CR2A
10,CR2A
4,CR2A
7,CR2A
9,CR2A
4,CR2A
5,CR2A
12,CR2A
6,CR2A
5,CR2A
9,CR2A
10,CR2A
8,CR2A
11,CR2A
6,CR2A
5,CR2A
6,CR2A
7,CR2A
5,CR2A
5,CR2A
6,CR2A
9,CR2A
7,CR2A
11,CR2A
10,CR2A
7,CR2A
6,CR2A
5,CR2A
8,CR2A
5,CR2A
4,CR2A
11,CR2A
6,CR2A
6,CR2A
9,CR2A
8,CR2A
7,CR2A
7,CR2A
5,CR2A
7,CR2A
14,CR2A
6,CR2A
4,CR2A
6,CR2A
7,CR2A
7,CR2A
8,CR2A
6,CR2A
9,CR2A
8,CR2A
6,CR2A
15,CR2A
5,CR2A
4,CR2A
7,CR2A
4,CR2A
4,CR2A
8,CR2A
9,CR2A
5,CR2A
6,CR2A
9,CR2A
14,CR2A
9,CR2A
16,CR2A
9,CR2A
6,CR2A
7,CR2A
5,CR2A
6,CR2A
4,CR2A
5,CR2A
4,CR2A
7,CR2A
7,CR2A
12,CR2A
6,CR2A
5,CR2A
7,CR2A
7,CR2A
7,CR2A
6,CR2A
7,CR2A
6,CR2A
6,CR2A
7,CR2A
7,CR2A
7,CR2A
8,CR2A
14,CR2A
5,CR2A
5,CR2A
6,CR2A
8,CR2A
7,CR2A
8,CR2A
5,CR2A
6,CR2A
6,CR2A
9,CR2A
8,CR2A
8,CR2A
9,CR2A
5,CR2A
8,CR2A
6,CR2A
6,CR2A
5,CR2A
6,CR2A
12,CR2A
5,CR2A
5,CR2A
8,CR2A
9,CR2A
10,CR2A
10,CR2A
7,CR2A
6,CR2A
9,CR2A
7,CR2A
17,CR2A
8,CR2A
8,CR2A
6,CR2A
5,CR2A
7,CR2A
6,CR2A
6,CR2A
8,CR2A
7,CR2A
4,CR2A
6,CR2A
6,CR2A
7,CR2A
14,CR2A
6,CR2A
6,CR2A
62,CR2A
5,CR2A
6,CR2A
11,CR2A
6,CR2A
6,CR2A
8,CR2A
6,CR2A
6,CR2A
6,CR2A
79,CR7A
60,CR7A
77,CR7A
94,CR7A
114,CR7A
71,CR7A
69,CR7A
75,CR7A
81,CR7A
106,CR7A
79,CR7A
62,CR7A
62,CR7A
80,CR7A
72,CR7A
100,CR7A
70,CR7A
71,CR7A
69,CR7A
47,CR7A
71,CR7A
10,CR3A
15,CR3A
6,CR3A
57,CR3A
8,CR3A
8,CR3A
8,CR3A
7,CR3A
14,CR3A
64,CR3A
15,CR3A
7,CR3A
12,CR3A
9,CR3A
9,CR3A
18,CR3A
15,CR3A
10,CR3A
16,CR3A
13,CR3A
18,CR3A
18,CR3A
8,CR3A
9,CR3A
14,CR3A
21,CR3A
11,CR3A
9,CR3A
11,CR3A
12,CR3A
8,CR3A
11,CR3A
7,CR3A
7,CR3A
6,CR3A
8,CR3A
11,CR3A
14,CR3A
7,CR3A
11,CR3A
9,CR3A
11,CR3A
8,CR3A
10,CR3A
9,CR3A
9,CR3A
10,CR3A
6,CR3A
6,CR3A
18,CR3A
10,CR3A
17,CR3A
8,CR3A
8,CR3A
7,CR3A
8,CR3A
11,CR3A
14,CR3A
11,CR3A
12,CR3A
7,CR3A
12,CR3A
8,CR3A
12,CR3A
11,CR3A
9,CR3A
13,CR3A
12,CR3A
10,CR3A
10,CR3A
10,CR3A
8,CR3A
6,CR3A
13,CR3A
6,CR3A
11,CR3A
11,CR3A
13,CR3A
12,CR3A
14,CR3A
9,CR3A
9,CR3A
11,CR3A
10,CR3A
10,CR3A
16,CR3A
14,CR3A
13,CR3A
11,CR3A
12,CR3A
9,CR3A
10,CR3A
15,CR3A
7,CR3A
7,CR3A
12,CR3A
13,CR3A
14,CR3A
8,CR3A
8,CR3A
6,CR3A
8,CR3A
10,CR3A
9,CR3A
8,CR3A
9,CR3A
8,CR3A
7,CR3A
9,CR3A
9,CR3A
11,CR3A
8,CR3A
7,CR3A
10,CR3A
15,CR3A
6,CR3A
10,CR3A
15,CR3A
15,CR3A
12,CR3A
9,CR3A
10,CR3A
6,CR3A
9,CR3A
6,CR3A
14,CR3A
9,CR3A
5,CR3A
15,CR3A
7,CR3A
11,CR3A
14,CR3A
8,CR3A
9,CR3A
7,CR3A
9,CR3A
8,CR3A
12,CR3A
17,CR3A
10,CR3A
10,CR3A
10,CR3A
8,CR3A
8,CR3A
22,CR3A
6,CR3A
7,CR3A
8,CR3A
10,CR3A
11,CR3A
9,CR3A
12,CR3A
7,CR3A
7,CR3A
9,CR3A
11,CR3A
10,CR3A
10,CR3A
15,CR3A
12,CR3A
10,CR3A
8,CR3A
13,CR3A
12,CR3A
6,CR3A
9,CR3A
9,CR3A
9,CR3A
16,CR3A
13,CR3A
10,CR3A
9,CR3A
13,CR3A
9,CR3A
10,CR3A
9,CR3A
9,CR3A
11,CR3A
13,CR3A
10,CR3A
8,CR3A
14,CR3A
16,CR3A
14,CR3A
12,CR3A
10,CR3A
9,CR3A
9,CR3A
7,CR3A
9,CR3A
10,CR3A
13,CR3A
11,CR3A
10,CR3A
13,CR3A
8,CR3A
10,CR3A
9,CR3A
8,CR3A
11,CR3A
9,CR3A
14,CR3A
7,CR3A
8,CR3A
12,CR3A
9,CR3A
15,CR3A
13,CR3A
14,CR3A
9,CR3A
12,CR3A
9,CR3A
10,CR3A
18,CR3A
11,CR3A
15,CR3A
6,CR3A
10,CR3A
10,CR3A
13,CR3A
6,CR3A
11,CR3A
7,CR3A
7,CR3A
8,CR3A
7,CR3A
9,CR3A
10,CR3A
7,CR3A
13,CR3A
11,CR3A
7,CR3A
11,CR3A
9,CR3A
9,CR3A
7,CR3A
6,CR3A
9,CR3A
6,CR3A
11,CR3A
12,CR3A
14,CR3A
10,CR3A
9,CR3A
12,CR3A
13,CR3A
8,CR3A
8,CR3A
10,CR3A
8,CR3A
8,CR3A
8,CR3A
12,CR3A
12,CR3A
10,CR3A
12,CR3A
7,CR3A
8,CR3A
6,CR3A
7,CR3A
11,CR3A
6,CR3A
11,CR3A
7,CR3A
7,CR3A
11,CR3A
8,CR3A
7,CR3A
6,CR3A
10,CR3A
13,CR3A
12,CR3A
12,CR3A
10,CR3A
10,CR3A
6,CR3A
9,CR3A
8,CR3A
10,CR3A
12,CR3A
12,CR3A
8,CR3A
9,CR3A
13,CR3A
6,CR3A
6,CR3A
13,CR3A
6,CR3A
20,CR3A
9,CR3A
8,CR3A
7,CR3A
9,CR3A
8,CR3A
13,CR3A
6,CR3A
80,CR9A
77,CR9A
157,CR9A
55,CR9A
116,CR9A
62,CR9A
87,CR9A
118,CR9A
111,CR9A
94,CR9A
75,CR9A
101,CR9A
104,CR9A
108,CR9A
66,CR9A
60,CR9A
76,CR9A
203,CR9A
111,CR9A
62,CR9A
98,CR9A
83,CR9A
155,CR9A
274,CR9A
48,CR9A
110,CR9A
87,CR9A
94,CR9A
69,CR9A
110,CR9A
55,CR9A
66,CR9A
93,CR9A
69,CR9A
63,CR9A
85,CR9A
56,CR9A
108,CR9A
83,CR9A
110,CR9A
92,CR9A
65,CR9A
51,CR9A
74,CR9A
59,CR9A
74,CR9A
103,CR9A
62,CR9A
58,CR9A
127,CR9A
55,CR9A
60,CR9A
172,CR9A
53,CR9A
75,CR9A
92,CR9A
90,CR9A
91,CR9A
82,CR9A
59,CR9A
76,CR9A
102,CR9A
72,CR9A
59,CR9A
109,CR9A
93,CR9A
86,CR9A
87,CR9A
58,CR9A
66,CR9A
112,CR9A
70,CR9A
120,CR9A
68,CR9A
59,CR9A
201,CR9A
75,CR9A
154,CR9A
76,CR9A
81,CR9A
166,CR9A
56,CR9A
72,CR9A
106,CR9A
99,CR9A
70,CR9A
48,CR9A
84,CR9A
86,CR9A
76,CR9A
119,CR9A
95,CR9A
64,CR9A
120,CR9A
78,CR9A
54,CR9A
112,CR9A
121,CR9A
69,CR9A
86,CR9A
52,CR9A
64,CR9A
89,CR9A
314,CR9A
64,CR9A
65,CR9A
89,CR9A
66,CR9A
113,CR9A
57,CR9A
65,CR9A
105,CR9A
112,CR9A
75,CR9A
58,CR9A
104,CR9A
122,CR9A
74,CR9A
61,CR9A
120,CR9A
98,CR9A
91,CR9A
96,CR9A
77,CR9A
69,CR9A
82,CR9A
51,CR9A
66,CR9A
143,CR9A
118,CR9A
82,CR9A
115,CR9A
65,CR9A
128,CR9A
72,CR9A
70,CR9A
63,CR9A
186,CR9A
80,CR9A
327,CR9A
66,CR9A
122,CR9A
49,CR9A
81,CR9A
68,CR9A
99,CR9A
79,CR9A
169,CR9A
80,CR9A
152,CR9A
53,CR9A
56,CR9A
59,CR9A
48,CR9A
195,CR9A
80,CR9A
53,CR9A
97,CR9A
139,CR9A
68,CR9A
68,CR9A
79,CR9A
65,CR9A
124,CR9A
86,CR9A
105,CR9A
74,CR9A
48,CR9A
82,CR9A
78,CR9A
59,CR9A
96,CR9A
76,CR9A
132,CR9A
128,CR9A
47,CR9A
86,CR9A
86,CR9A
92,CR9A
63,CR9A
75,CR9A
131,CR9A
72,CR9A
78,CR9A
175,CR9A
88,CR9A
64,CR9A
60,CR9A
94,CR9A
60,CR9A
84,CR9A
60,CR9A
76,CR9A
96,CR9A
79,CR9A
54,CR9A
80,CR9A
68,CR9A
146,CR9A
96,CR9A
60,CR9A
103,CR9A
95,CR9A
93,CR9A
86,CR9A
68,CR9A
62,CR9A
98,CR9A
71,CR9A
78,CR9A
93,CR9A
69,CR9A
49,CR9A
74,CR9A
104,CR9A
134,CR9A
69,CR9A
139,CR9A
53,CR9A
65,CR9A
144,CR9A
87,CR9A
75,CR9A
96,CR9A
105,CR9A
65,CR9A
53,CR9A
62,CR9A
85,CR9A
336,CR9A
53,CR9A
59,CR9A
104,CR9A
108,CR9A
114,CR9A
120,CR9A
