time,cr
91,CR10B
85,CR10B
119,CR10B
135,CR10B
133,CR10B
159,CR10B
304,CR10B
91,CR10B
109,CR10B
126,CR10B
193,CR10B
113,CR10B
116,CR10B
96,CR10B
127,CR10B
127,CR10B
89,CR10B
90,CR10B
151,CR10B
244,CR10B
104,CR10B
81,CR10B
129,CR10B
172,CR10B
99,CR10B
88,CR10B
143,CR10B
153,CR10B
155,CR10B
155,CR10B
86,CR10B
128,CR10B
269,CR10B
171,CR10B
135,CR10B
131,CR10B
147,CR10B
225,CR10B
191,CR10B
118,CR10B
176,CR10B
414,CR10B
208,CR10B
103,CR10B
136,CR10B
120,CR10B
184,CR10B
14,CR1A
10,CR1A
10,CR1A
11,CR1A
12,CR1A
8,CR1A
12,CR1A
11,CR1A
7,CR1A
19,CR1A
8,CR1A
22,CR1A
7,CR1A
16,CR1A
7,CR1A
12,CR1A
6,CR1A
6,CR1A
11,CR1A
7,CR1A
13,CR1A
9,CR1A
43,CR1A
18,CR1A
8,CR1A
13,CR1A
10,CR1A
8,CR1A
11,CR1A
7,CR1A
19,CR1A
6,CR1A
6,CR1A
13,CR1A
9,CR1A
7,CR1A
24,CR1A
13,CR1A
8,CR1A
12,CR1A
9,CR1A
7,CR1A
8,CR1A
8,CR1A
18,CR1A
7,CR1A
14,CR1A
9,CR1A
9,CR1A
6,CR1A
12,CR1A
16,CR1A
9,CR1A
13,CR1A
13,CR1A
7,CR1A
12,CR1A
10,CR1A
9,CR1A
11,CR1A
7,CR1A
8,CR1A
10,CR1A
8,CR1A
8,CR1A
9,CR1A
7,CR1A
7,CR1A
9,CR1A
7,CR1A
8,CR1A
7,CR1A
6,CR1A
12,CR1A
13,CR1A
6,CR1A
8,CR1A
9,CR1A
6,CR1A
7,CR1A
6,CR1A
7,CR1A
8,CR1A
7,CR1A
12,CR1A
6,CR1A
10,CR1A
11,CR1A
28,CR1A
10,CR1A
8,CR1A
12,CR1A
6,CR1A
11,CR1A
7,CR1A
7,CR1A
6,CR1A
7,CR1A
16,CR1A
10,CR1A
13,CR1A
8,CR1A
11,CR1A
9,CR1A
8,CR1A
6,CR1A
8,CR1A
11,CR1A
55,CR4A
40,CR4A
113,CR4A
66,CR4A
67,CR4A
50,CR4A
44,CR4A
60,CR4A
38,CR4A
37,CR4A
61,CR4A
50,CR4A
45,CR4A
60,CR4A
48,CR4A
42,CR4A
62,CR4A
52,CR4A
115,CR4A
33,CR4A
65,CR4A
115,CR4A
80,CR4A
47,CR4A
45,CR4A
43,CR4A
87,CR4A
50,CR4A
37,CR4A
79,CR4A
64,CR4A
71,CR4A
38,CR4A
83,CR4A
44,CR4A
43,CR4A
40,CR4A
42,CR4A
69,CR4A
51,CR4A
45,CR4A
40,CR4A
38,CR4A
38,CR4A
40,CR4A
35,CR4A
36,CR4A
48,CR4A
73,CR4A
75,CR4A
48,CR4A
51,CR4A
37,CR4A
144,CR4A
81,CR4A
95,CR4A
51,CR4A
40,CR4A
44,CR4A
38,CR4A
39,CR4A
41,CR4A
72,CR4A
52,CR4A
52,CR4A
38,CR4A
43,CR4A
80,CR4A
43,CR4A
42,CR4A
44,CR4A
38,CR4A
41,CR4A
37,CR4A
39,CR4A
67,CR4A
63,CR4A
54,CR4A
47,CR4A
39,CR4A
47,CR4A
49,CR4A
42,CR4A
53,CR4A
39,CR4A
40,CR4A
82,CR4A
84,CR4A
60,CR4A
42,CR4A
37,CR4A
101,CR4A
34,CR4A
47,CR4A
83,CR4A
48,CR4A
33,CR4A
88,CR4A
41,CR4A
66,CR4A
68,CR4A
77,CR4A
53,CR4A
47,CR4A
48,CR4A
70,CR4A
53,CR4A
38,CR4A
244,CR11A
115,CR11A
123,CR11A
195,CR11A
107,CR11A
115,CR11A
111,CR11A
212,CR11A
167,CR11A
179,CR11A
139,CR11A
282,CR11A
166,CR11A
125,CR11A
153,CR11A
297,CR11A
113,CR11A
180,CR11A
113,CR11A
302,CR11A
197,CR11A
123,CR11A
169,CR11A
261,CR11A
122,CR11A
104,CR11A
122,CR11A
111,CR11A
108,CR11A
132,CR11A
141,CR11A
179,CR11A
179,CR11A
217,CR11A
145,CR11A
104,CR11A
167,CR11A
264,CR11A
192,CR11A
104,CR11A
122,CR11A
125,CR11A
114,CR11A
252,CR11A
135,CR11A
120,CR11A
117,CR11A
339,CR11A
157,CR11A
269,CR11A
115,CR11A
112,CR11A
113,CR11A
190,CR11A
194,CR11A
122,CR11A
143,CR11A
127,CR11A
224,CR11A
140,CR11A
145,CR11A
174,CR11A
281,CR11A
144,CR11A
142,CR11A
135,CR11A
119,CR11A
254,CR11A
201,CR11A
101,CR11A
108,CR11A
113,CR11A
109,CR11A
179,CR11A
172,CR11A
252,CR11A
114,CR11A
123,CR11A
315,CR11A
174,CR11A
109,CR11A
110,CR11A
106,CR11A
111,CR11A
143,CR11A
122,CR11A
291,CR11A
163,CR11A
124,CR11A
113,CR11A
140,CR11A
148,CR11A
387,CR11A
126,CR11A
144,CR11A
123,CR11A
138,CR11A
167,CR11A
125,CR11A
175,CR11A
104,CR11A
116,CR11A
103,CR11A
265,CR11A
109,CR11A
205,CR11A
106,CR11A
174,CR11A
127,CR12A
100,CR12A
118,CR12A
106,CR12A
96,CR12A
213,CR12A
294,CR12A
142,CR12A
148,CR12A
98,CR12A
90,CR12A
109,CR12A
163,CR12A
120,CR12A
198,CR12A
225,CR12A
352,CR12A
107,CR12A
172,CR12A
105,CR12A
99,CR12A
94,CR12A
88,CR12A
217,CR12A
182,CR12A
101,CR12A
87,CR12A
171,CR12A
101,CR12A
158,CR12A
132,CR12A
104,CR12A
104,CR12A
146,CR12A
100,CR12A
95,CR12A
159,CR12A
99,CR12A
93,CR12A
116,CR12A
115,CR12A
196,CR12A
94,CR12A
282,CR12A
165,CR12A
213,CR12A
120,CR12A
190,CR12A
109,CR12A
283,CR12A
119,CR12A
112,CR12A
119,CR12A
123,CR12A
92,CR12A
258,CR12A
106,CR12A
116,CR12A
97,CR12A
93,CR12A
110,CR12A
195,CR12A
231,CR12A
142,CR12A
103,CR12A
114,CR12A
174,CR12A
99,CR12A
92,CR12A
97,CR12A
91,CR12A
103,CR12A
141,CR12A
177,CR12A
115,CR12A
92,CR12A
91,CR12A
96,CR12A
101,CR12A
143,CR12A
123,CR12A
93,CR12A
100,CR12A
153,CR12A
95,CR12A
109,CR12A
212,CR12A
90,CR12A
421,CR13A
226,CR13A
259,CR13A
280,CR13A
387,CR13A
280,CR13A
195,CR13A
242,CR13A
388,CR13A
221,CR13A
233,CR13A
175,CR13A
275,CR13A
173,CR13A
303,CR13A
199,CR13A
164,CR13A
245,CR13A
445,CR13A
619,CR13A
191,CR13A
290,CR13A
180,CR13A
271,CR13A
181,CR13A
248,CR13A
200,CR13A
275,CR13A
190,CR13A
273,CR13A
277,CR13A
546,CR13A
422,CR13A
330,CR13A
273,CR13A
304,CR13A
194,CR13A
222,CR13A
383,CR13A
185,CR13A
187,CR13A
181,CR13A
394,CR13A
223,CR13A
268,CR13A
558,CR13A
201,CR13A
168,CR13A
339,CR13A
210,CR13A
208,CR13A
186,CR13A
273,CR13A
163,CR13A
202,CR13A
247,CR13A
207,CR13A
186,CR13A
195,CR13A
197,CR13A
184,CR13A
235,CR13A
211,CR13A
438,CR13A
171,CR13A
193,CR13A
203,CR13A
241,CR13A
202,CR13A
303,CR13A
190,CR13A
192,CR13A
220,CR13A
207,CR13A
320,CR13A
231,CR13A
243,CR13A
199,CR13A
190,CR13A
297,CR13A
321,CR13A
221,CR13A
170,CR13A
188,CR13A
366,CR13A
451,CR13A
476,CR13A
177,CR13A
217,CR14A
404,CR14A
634,CR14A
216,CR14A
300,CR14A
222,CR14A
171,CR14A
285,CR14A
170,CR14A
190,CR14A
174,CR14A
585,CR14A
241,CR14A
214,CR14A
213,CR14A
464,CR14A
220,CR14A
335,CR14A
199,CR14A
175,CR14A
381,CR14A
507,CR14A
167,CR14A
171,CR14A
203,CR14A
258,CR14A
306,CR14A
224,CR14A
330,CR14A
367,CR14A
220,CR14A
189,CR14A
284,CR14A
166,CR14A
523,CR14A
710,CR14A
182,CR14A
231,CR14A
180,CR14A
187,CR14A
190,CR14A
380,CR14A
340,CR14A
203,CR14A
549,CR14A
215,CR14A
253,CR14A
565,CR14A
241,CR14A
173,CR14A
223,CR14A
314,CR14A
279,CR14A
206,CR14A
270,CR14A
215,CR14A
237,CR14A
205,CR14A
273,CR14A
262,CR14A
227,CR14A
536,CR14A
221,CR14A
473,CR14A
470,CR14A
215,CR14A
210,CR14A
264,CR14A
311,CR14A
426,CR14A
314,CR14A
168,CR14A
212,CR14A
174,CR14A
220,CR14A
581,CR14A
231,CR14A
234,CR14A
173,CR14A
230,CR14A
225,CR14A
237,CR14A
211,CR14A
171,CR14A
184,CR14A
317,CR14A
232,CR14A
164,CR14A
121,CR5A
105,CR5A
146,CR5A
62,CR5A
50,CR5A
45,CR5A
68,CR5A
54,CR5A
72,CR5A
67,CR5A
58,CR5A
64,CR5A
43,CR5A
98,CR5A
59,CR5A
112,CR5A
82,CR5A
70,CR5A
58,CR5A
78,CR5A
43,CR5A
65,CR5A
306,CR5A
52,CR5A
80,CR5A
51,CR5A
61,CR5A
51,CR5A
112,CR5A
120,CR5A
112,CR5A
73,CR5A
75,CR5A
194,CR5A
49,CR5A
40,CR5A
80,CR5A
40,CR5A
78,CR5A
51,CR5A
67,CR5A
88,CR5A
79,CR5A
200,CR5A
97,CR5A
215,CR5A
54,CR5A
87,CR5A
73,CR5A
41,CR5A
86,CR5A
74,CR5A
63,CR5A
51,CR5A
45,CR5A
50,CR5A
64,CR5A
66,CR5A
48,CR5A
168,CR5A
66,CR5A
46,CR5A
53,CR5A
37,CR5A
87,CR5A
54,CR5A
67,CR5A
59,CR5A
124,CR5A
87,CR5A
66,CR5A
59,CR5A
76,CR5A
63,CR5A
74,CR5A
44,CR5A
56,CR5A
160,CR5A
44,CR5A
115,CR5A
46,CR5A
81,CR5A
85,CR5A
103,CR5A
53,CR5A
42,CR5A
91,CR5A
52,CR5A
109,CR5A
81,CR5A
57,CR5A
100,CR5A
52,CR5A
39,CR5A
66,CR5A
79,CR5A
62,CR5A
56,CR5A
57,CR5A
56,CR5A
117,CR5A
62,CR5A
41,CR5A
97,CR5A
165,CR5A
55,CR5A
62,CR5A
40,CR5A
48,CR6A
49,CR6A
58,CR6A
120,CR6A
58,CR6A
41,CR6A
50,CR6A
66,CR6A
41,CR6A
65,CR6A
57,CR6A
54,CR6A
56,CR6A
47,CR6A
84,CR6A
50,CR6A
40,CR6A
59,CR6A
66,CR6A
75,CR6A
82,CR6A
42,CR6A
47,CR6A
66,CR6A
41,CR6A
46,CR6A
65,CR6A
113,CR6A
75,CR6A
74,CR6A
36,CR6A
40,CR6A
53,CR6A
45,CR6A
50,CR6A
43,CR6A
41,CR6A
35,CR6A
39,CR6A
46,CR6A
45,CR6A
49,CR6A
170,CR6A
70,CR6A
54,CR6A
39,CR6A
41,CR6A
51,CR6A
81,CR6A
99,CR6A
60,CR6A
78,CR6A
52,CR6A
35,CR6A
44,CR6A
144,CR6A
47,CR6A
57,CR6A
52,CR6A
69,CR6A
44,CR6A
54,CR6A
110,CR6A
80,CR6A
117,CR6A
40,CR6A
38,CR6A
42,CR6A
57,CR6A
58,CR6A
61,CR6A
62,CR6A
47,CR6A
57,CR6A
57,CR6A
44,CR6A
54,CR6A
93,CR6A
41,CR6A
42,CR6A
44,CR6A
48,CR6A
51,CR6A
45,CR6A
34,CR6A
81,CR6A
36,CR6A
63,CR6A
50,CR6A
93,CR6A
43,CR6A
67,CR6A
40,CR6A
50,CR6A
60,CR6A
47,CR6A
54,CR6A
80,CR6A
123,CR6A
106,CR6A
42,CR6A
121,CR6A
42,CR6A
45,CR6A
90,CR6A
104,CR6A
97,CR6A
41,CR6A
108,CR8A
106,CR8A
117,CR8A
137,CR8A
127,CR8A
156,CR8A
230,CR8A
150,CR8A
116,CR8A
117,CR8A
208,CR8A
116,CR8A
119,CR8A
205,CR8A
133,CR8A
106,CR8A
166,CR8A
150,CR8A
9,CR2A
6,CR2A
5,CR2A
43,CR2A
6,CR2A
13,CR2A
7,CR2A
12,CR2A
8,CR2A
10,CR2A
12,CR2A
14,CR2A
13,CR2A
8,CR2A
9,CR2A
15,CR2A
9,CR2A
13,CR2A
13,CR2A
6,CR2A
8,CR2A
16,CR2A
11,CR2A
6,CR2A
8,CR2A
11,CR2A
6,CR2A
19,CR2A
16,CR2A
12,CR2A
8,CR2A
16,CR2A
7,CR2A
8,CR2A
6,CR2A
7,CR2A
6,CR2A
5,CR2A
16,CR2A
24,CR2A
9,CR2A
8,CR2A
6,CR2A
12,CR2A
24,CR2A
12,CR2A
10,CR2A
8,CR2A
15,CR2A
6,CR2A
14,CR2A
12,CR2A
18,CR2A
10,CR2A
9,CR2A
7,CR2A
11,CR2A
7,CR2A
6,CR2A
9,CR2A
9,CR2A
4,CR2A
23,CR2A
10,CR2A
7,CR2A
15,CR2A
6,CR2A
9,CR2A
9,CR2A
11,CR2A
9,CR2A
7,CR2A
6,CR2A
7,CR2A
7,CR2A
7,CR2A
7,CR2A
8,CR2A
24,CR2A
10,CR2A
10,CR2A
18,CR2A
13,CR2A
10,CR2A
5,CR2A
17,CR2A
9,CR2A
9,CR2A
6,CR2A
9,CR2A
10,CR2A
7,CR2A
12,CR2A
7,CR2A
7,CR2A
8,CR2A
6,CR2A
6,CR2A
7,CR2A
9,CR2A
6,CR2A
8,CR2A
9,CR2A
8,CR2A
10,CR2A
9,CR2A
8,CR2A
16,CR2A
6,CR2A
10,CR2A
11,CR2A
11,CR2A
8,CR2A
8,CR2A
8,CR2A
9,CR2A
6,CR2A
8,CR2A
10,CR2A
20,CR2A
8,CR2A
6,CR2A
11,CR2A
8,CR2A
8,CR2A
9,CR2A
6,CR2A
10,CR2A
6,CR2A
10,CR2A
6,CR2A
9,CR2A
9,CR2A
6,CR2A
9,CR2A
9,CR2A
8,CR2A
8,CR2A
8,CR2A
8,CR2A
7,CR2A
9,CR2A
9,CR2A
8,CR2A
6,CR2A
7,CR2A
12,CR2A
8,CR2A
15,CR2A
11,CR2A
10,CR2A
7,CR2A
9,CR2A
11,CR2A
6,CR2A
7,CR2A
6,CR2A
14,CR2A
15,CR2A
8,CR2A
8,CR2A
17,CR2A
15,CR2A
9,CR2A
10,CR2A
7,CR2A
11,CR2A
12,CR2A
11,CR2A
7,CR2A
7,CR2A
6,CR2A
9,CR2A
24,CR2A
8,CR2A
7,CR2A
9,CR2A
13,CR2A
8,CR2A
9,CR2A
9,CR2A
10,CR2A
11,CR2A
19,CR2A
12,CR2A
30,CR2A
8,CR2A
6,CR2A
6,CR2A
11,CR2A
16,CR2A
10,CR2A
10,CR2A
12,CR2A
9,CR2A
7,CR2A
6,CR2A
11,CR2A
12,CR2A
14,CR2A
11,CR2A
10,CR2A
9,CR2A
17,CR2A
12,CR2A
8,CR2A
5,CR2A
9,CR2A
16,CR2A
7,CR2A
5,CR2A
10,CR2A
6,CR2A
8,CR2A
6,CR2A
11,CR2A
7,CR2A
11,CR2A
6,CR2A
6,CR2A
7,CR2A
10,CR2A
8,CR2A
10,CR2A
5,CR2A
21,CR2A
10,CR2A
10,CR2A
15,CR2A
9,CR2A
6,CR2A
12,CR2A
7,CR2A
10,CR2A
6,CR2A
8,CR2A
10,CR2A
6,CR2A
8,CR2A
11,CR2A
9,CR2A
5,CR2A
5,CR2A
10,CR2A
8,CR2A
9,CR2A
8,CR2A
7,CR2A
13,CR2A
7,CR2A
9,CR2A
6,CR2A
10,CR2A
11,CR2A
23,CR2A
11,CR2A
11,CR2A
9,CR2A
7,CR2A
17,CR2A
6,CR2A
7,CR2A
8,CR2A
9,CR2A
12,CR2A
9,CR2A
9,CR2A
7,CR2A
10,CR2A
8,CR2A
7,CR2A
7,CR2A
8,CR2A
5,CR2A
8,CR2A
16,CR2A
25,CR2A
8,CR2A
8,CR2A
12,CR2A
17,CR2A
11,CR2A
10,CR2A
7,CR2A
16,CR2A
7,CR2A
8,CR2A
7,CR2A
6,CR2A
7,CR2A
7,CR2A
7,CR2A
10,CR2A
10,CR2A
13,CR2A
9,CR2A
10,CR2A
9,CR2A
6,CR2A
10,CR2A
8,CR2A
6,CR2A
18,CR2A
7,CR2A
8,CR2A
6,CR2A
17,CR2A
8,CR2A
30,CR2A
25,CR2A
8,CR2A
11,CR2A
11,CR2A
9,CR2A
5,CR2A
12,CR2A
8,CR2A
7,CR2A
11,CR2A
14,CR2A
7,CR2A
8,CR2A
6,CR2A
4,CR2A
11,CR2A
14,CR2A
9,CR2A
9,CR2A
7,CR2A
6,CR2A
6,CR2A
14,CR2A
12,CR2A
6,CR2A
10,CR2A
15,CR2A
12,CR2A
8,CR2A
11,CR2A
7,CR2A
8,CR2A
11,CR2A
22,CR2A
8,CR2A
11,CR2A
11,CR2A
10,CR2A
15,CR2A
21,CR2A
6,CR2A
13,CR2A
8,CR2A
14,CR2A
8,CR2A
7,CR2A
11,CR2A
13,CR2A
7,CR2A
16,CR2A
9,CR2A
7,CR2A
6,CR2A
13,CR2A
12,CR2A
9,CR2A
6,CR2A
6,CR2A
8,CR2A
8,CR2A
15,CR2A
6,CR2A
7,CR2A
6,CR2A
10,CR2A
10,CR2A
11,CR2A
7,CR2A
8,CR2A
22,CR2A
8,CR2A
7,CR2A
8,CR2A
7,CR2A
14,CR2A
6,CR2A
12,CR2A
17,CR2A
6,CR2A
13,CR2A
7,CR2A
10,CR2A
8,CR2A
7,CR2A
9,CR2A
12,CR2A
83,CR2A
10,CR2A
8,CR2A
16,CR2A
7,CR2A
8,CR2A
7,CR2A
6,CR2A
15,CR2A
12,CR2A
11,CR2A
11,CR2A
7,CR2A
14,CR2A
10,CR2A
10,CR2A
11,CR2A
11,CR2A
13,CR2A
8,CR2A
11,CR2A
10,CR2A
10,CR2A
11,CR2A
10,CR2A
10,CR2A
7,CR2A
7,CR2A
6,CR2A
13,CR2A
5,CR2A
13,CR2A
10,CR2A
5,CR2A
9,CR2A
18,CR2A
5,CR2A
11,CR2A
8,CR2A
7,CR2A
6,CR2A
10,CR2A
14,CR2A
7,CR2A
6,CR2A
14,CR2A
7,CR2A
7,CR2A
8,CR2A
8,CR2A
19,CR2A
14,CR2A
7,CR2A
11,CR2A
8,CR2A
7,CR2A
7,CR2A
9,CR2A
6,CR2A
9,CR2A
7,CR2A
7,CR2A
7,CR2A
11,CR2A
7,CR2A
8,CR2A
11,CR2A
9,CR2A
12,CR2A
15,CR2A
11,CR2A
7,CR2A
12,CR2A
12,CR2A
7,CR2A
7,CR2A
8,CR2A
12,CR2A
72,CR7A
51,CR7A
55,CR7A
42,CR7A
34,CR7A
95,CR7A
52,CR7A
39,CR7A
33,CR7A
65,CR7A
40,CR7A
38,CR7A
51,CR7A
35,CR7A
41,CR7A
49,CR7A
59,CR7A
50,CR7A
39,CR7A
91,CR7A
45,CR7A
75,CR7A
89,CR7A
62,CR7A
47,CR7A
52,CR7A
60,CR7A
76,CR7A
43,CR7A
196,CR7A
120,CR7A
44,CR7A
36,CR7A
48,CR7A
39,CR7A
77,CR7A
54,CR7A
38,CR7A
125,CR7A
45,CR7A
42,CR7A
36,CR7A
44,CR7A
46,CR7A
40,CR7A
45,CR7A
60,CR7A
52,CR7A
50,CR7A
49,CR7A
63,CR7A
40,CR7A
43,CR7A
136,CR7A
40,CR7A
43,CR7A
44,CR7A
37,CR7A
47,CR7A
73,CR7A
46,CR7A
66,CR7A
89,CR7A
50,CR7A
76,CR7A
45,CR7A
40,CR7A
35,CR7A
58,CR7A
69,CR7A
61,CR7A
36,CR7A
55,CR7A
35,CR7A
38,CR7A
53,CR7A
57,CR7A
108,CR7A
46,CR7A
81,CR7A
36,CR7A
46,CR7A
54,CR7A
37,CR7A
36,CR7A
71,CR7A
64,CR7A
40,CR7A
76,CR7A
67,CR7A
44,CR7A
35,CR7A
50,CR7A
71,CR7A
53,CR7A
56,CR7A
42,CR7A
70,CR7A
61,CR7A
63,CR7A
55,CR7A
35,CR7A
46,CR7A
47,CR7A
49,CR7A
54,CR7A
39,CR7A
42,CR7A
39,CR7A
48,CR7A
46,CR7A
44,CR7A
48,CR7A
42,CR7A
84,CR7A
41,CR7A
41,CR7A
39,CR7A
49,CR7A
34,CR7A
60,CR7A
33,CR7A
53,CR7A
45,CR7A
46,CR7A
33,CR7A
53,CR7A
113,CR7A
36,CR7A
60,CR7A
85,CR7A
72,CR7A
38,CR7A
82,CR7A
88,CR7A
78,CR7A
105,CR7A
52,CR7A
46,CR7A
43,CR7A
35,CR7A
44,CR7A
81,CR7A
33,CR7A
51,CR7A
49,CR7A
76,CR7A
34,CR7A
42,CR7A
41,CR7A
46,CR7A
46,CR7A
72,CR7A
39,CR7A
69,CR7A
45,CR7A
51,CR7A
48,CR7A
37,CR7A
35,CR7A
52,CR7A
41,CR7A
53,CR7A
64,CR7A
67,CR7A
86,CR7A
54,CR7A
59,CR7A
55,CR7A
50,CR7A
35,CR7A
97,CR7A
47,CR7A
36,CR7A
43,CR7A
39,CR7A
74,CR7A
34,CR7A
39,CR7A
38,CR7A
55,CR7A
47,CR7A
58,CR7A
53,CR7A
57,CR7A
83,CR7A
50,CR7A
35,CR7A
36,CR7A
89,CR7A
37,CR7A
44,CR7A
66,CR7A
44,CR7A
45,CR7A
39,CR7A
51,CR7A
92,CR7A
38,CR7A
51,CR7A
61,CR7A
36,CR7A
47,CR7A
46,CR7A
61,CR7A
35,CR7A
97,CR7A
75,CR7A
79,CR7A
91,CR7A
77,CR7A
59,CR7A
79,CR7A
47,CR7A
63,CR7A
48,CR7A
39,CR7A
94,CR7A
45,CR7A
49,CR7A
40,CR7A
47,CR7A
99,CR7A
43,CR7A
72,CR7A
100,CR7A
60,CR7A
101,CR7A
74,CR7A
62,CR7A
64,CR7A
34,CR7A
43,CR7A
56,CR7A
64,CR7A
61,CR7A
38,CR7A
61,CR7A
49,CR7A
38,CR7A
70,CR7A
37,CR7A
37,CR7A
44,CR7A
47,CR7A
84,CR7A
101,CR7A
58,CR7A
35,CR7A
100,CR7A
90,CR7A
84,CR7A
51,CR7A
48,CR7A
44,CR7A
46,CR7A
52,CR7A
55,CR7A
67,CR7A
44,CR7A
40,CR7A
202,CR7A
58,CR7A
54,CR7A
85,CR7A
60,CR7A
86,CR7A
87,CR7A
45,CR7A
42,CR7A
40,CR7A
38,CR7A
69,CR7A
36,CR7A
72,CR7A
66,CR7A
68,CR7A
85,CR7A
42,CR7A
62,CR7A
36,CR7A
64,CR7A
44,CR7A
40,CR7A
44,CR7A
72,CR7A
48,CR7A
35,CR7A
57,CR7A
95,CR7A
44,CR7A
45,CR7A
65,CR7A
38,CR7A
61,CR7A
57,CR7A
35,CR7A
54,CR7A
46,CR7A
83,CR7A
60,CR7A
63,CR7A
87,CR7A
47,CR7A
56,CR7A
81,CR7A
47,CR7A
74,CR7A
35,CR7A
40,CR7A
47,CR7A
51,CR7A
52,CR7A
146,CR7A
36,CR7A
57,CR7A
35,CR7A
40,CR7A
38,CR7A
37,CR7A
65,CR7A
39,CR7A
79,CR7A
67,CR7A
40,CR7A
53,CR7A
41,CR7A
43,CR7A
33,CR7A
44,CR7A
68,CR7A
55,CR7A
96,CR7A
62,CR7A
49,CR7A
44,CR7A
53,CR7A
33,CR7A
64,CR7A
37,CR7A
46,CR7A
41,CR7A
49,CR7A
41,CR7A
49,CR7A
91,CR7A
40,CR7A
46,CR7A
43,CR7A
63,CR7A
49,CR7A
91,CR7A
57,CR7A
54,CR7A
85,CR7A
51,CR7A
89,CR7A
85,CR7A
58,CR7A
57,CR7A
71,CR7A
52,CR7A
35,CR7A
88,CR7A
48,CR7A
38,CR7A
101,CR7A
46,CR7A
46,CR7A
46,CR7A
61,CR7A
81,CR7A
66,CR7A
46,CR7A
53,CR7A
78,CR7A
36,CR7A
40,CR7A
36,CR7A
70,CR7A
7,CR3A
323,CR3A
7,CR3A
16,CR3A
7,CR3A
8,CR3A
22,CR3A
19,CR3A
9,CR3A
10,CR3A
7,CR3A
6,CR3A
7,CR3A
19,CR3A
13,CR3A
11,CR3A
17,CR3A
17,CR3A
11,CR3A
18,CR3A
7,CR3A
6,CR3A
6,CR3A
8,CR3A
15,CR3A
10,CR3A
14,CR3A
27,CR3A
24,CR3A
14,CR3A
14,CR3A
19,CR3A
6,CR3A
13,CR3A
7,CR3A
12,CR3A
11,CR3A
7,CR3A
8,CR3A
12,CR3A
12,CR3A
6,CR3A
12,CR3A
16,CR3A
7,CR3A
7,CR3A
7,CR3A
14,CR3A
14,CR3A
8,CR3A
7,CR3A
12,CR3A
6,CR3A
7,CR3A
7,CR3A
17,CR3A
9,CR3A
18,CR3A
7,CR3A
9,CR3A
8,CR3A
7,CR3A
11,CR3A
8,CR3A
8,CR3A
7,CR3A
7,CR3A
8,CR3A
28,CR3A
17,CR3A
15,CR3A
11,CR3A
6,CR3A
15,CR3A
8,CR3A
17,CR3A
7,CR3A
9,CR3A
20,CR3A
7,CR3A
17,CR3A
8,CR3A
10,CR3A
8,CR3A
7,CR3A
6,CR3A
8,CR3A
14,CR3A
6,CR3A
7,CR3A
7,CR3A
7,CR3A
13,CR3A
55,CR3A
13,CR3A
14,CR3A
8,CR3A
7,CR3A
8,CR3A
7,CR3A
8,CR3A
10,CR3A
12,CR3A
7,CR3A
12,CR3A
7,CR3A
78,CR3A
9,CR3A
8,CR3A
19,CR3A
11,CR3A
18,CR3A
11,CR3A
7,CR3A
9,CR3A
9,CR3A
9,CR3A
17,CR3A
12,CR3A
10,CR3A
9,CR3A
6,CR3A
8,CR3A
7,CR3A
7,CR3A
10,CR3A
24,CR3A
14,CR3A
15,CR3A
9,CR3A
11,CR3A
10,CR3A
9,CR3A
14,CR3A
10,CR3A
15,CR3A
19,CR3A
15,CR3A
8,CR3A
7,CR3A
19,CR3A
7,CR3A
8,CR3A
6,CR3A
14,CR3A
9,CR3A
8,CR3A
8,CR3A
8,CR3A
13,CR3A
7,CR3A
14,CR3A
7,CR3A
10,CR3A
7,CR3A
16,CR3A
6,CR3A
9,CR3A
14,CR3A
13,CR3A
7,CR3A
7,CR3A
11,CR3A
7,CR3A
9,CR3A
7,CR3A
19,CR3A
9,CR3A
15,CR3A
21,CR3A
14,CR3A
10,CR3A
10,CR3A
10,CR3A
8,CR3A
7,CR3A
9,CR3A
12,CR3A
6,CR3A
12,CR3A
7,CR3A
8,CR3A
7,CR3A
13,CR3A
9,CR3A
12,CR3A
9,CR3A
11,CR3A
19,CR3A
11,CR3A
7,CR3A
8,CR3A
7,CR3A
6,CR3A
35,CR3A
8,CR3A
10,CR3A
9,CR3A
6,CR3A
8,CR3A
15,CR3A
7,CR3A
9,CR3A
7,CR3A
9,CR3A
7,CR3A
10,CR3A
9,CR3A
10,CR3A
9,CR3A
14,CR3A
7,CR3A
12,CR3A
12,CR3A
17,CR3A
6,CR3A
8,CR3A
12,CR3A
9,CR3A
9,CR3A
12,CR3A
10,CR3A
11,CR3A
8,CR3A
7,CR3A
9,CR3A
7,CR3A
10,CR3A
10,CR3A
15,CR3A
8,CR3A
7,CR3A
8,CR3A
16,CR3A
16,CR3A
16,CR3A
7,CR3A
7,CR3A
11,CR3A
8,CR3A
10,CR3A
8,CR3A
18,CR3A
9,CR3A
8,CR3A
13,CR3A
8,CR3A
9,CR3A
9,CR3A
8,CR3A
13,CR3A
17,CR3A
10,CR3A
7,CR3A
10,CR3A
10,CR3A
7,CR3A
9,CR3A
9,CR3A
8,CR3A
7,CR3A
17,CR3A
11,CR3A
14,CR3A
6,CR3A
12,CR3A
11,CR3A
11,CR3A
10,CR3A
22,CR3A
7,CR3A
12,CR3A
7,CR3A
10,CR3A
8,CR3A
7,CR3A
14,CR3A
