time,crd
26,CR9B
38,CR9B
21,CR9B
47,CR9B
31,CR9B
29,CR9B
21,CR9B
34,CR9B
27,CR9B
24,CR9B
18,CR9B
77,CR9B
23,CR9B
38,CR9B
22,CR9B
22,CR9B
22,CR9B
38,CR9B
22,CR9B
28,CR9B
29,CR9B
26,CR9B
21,CR9B
31,CR9B
43,CR9B
25,CR9B
22,CR9B
84,CR9B
43,CR9B
28,CR9B
23,CR9B
21,CR9B
21,CR9B
32,CR9B
20,CR9B
19,CR9B
263,CR9B
22,CR9B
32,CR9B
44,CR9B
21,CR9B
21,CR9B
21,CR9B
30,CR9B
51,CR9B
26,CR9B
19,CR9B
36,CR9B
29,CR9B
29,CR9B
27,CR9B
36,CR9B
26,CR9B
25,CR9B
29,CR9B
27,CR9B
30,CR9B
34,CR9B
27,CR9B
53,CR9B
17,CR9B
21,CR9B
23,CR9B
24,CR9B
25,CR9B
19,CR9B
32,CR9B
36,CR9B
19,CR9B
28,CR9B
25,CR9B
27,CR9B
131,CR9B
25,CR9B
18,CR9B
21,CR9B
23,CR9B
27,CR9B
31,CR9B
22,CR9B
27,CR9B
27,CR9B
24,CR9B
17,CR9B
23,CR9B
47,CR9B
25,CR9B
41,CR9B
40,CR9B
100,CR9B
23,CR9B
24,CR9B
23,CR9B
20,CR9B
22,CR9B
36,CR9B
46,CR9B
51,CR9B
20,CR9B
24,CR9B
30,CR9B
18,CR9B
27,CR9B
22,CR9B
24,CR9B
50,CR9B
19,CR9B
21,CR9B
23,CR9B
57,CR9B
21,CR9B
27,CR9B
36,CR9B
32,CR9B
24,CR9B
22,CR9B
26,CR9B
21,CR9B
23,CR9B
24,CR9B
77,CR9B
83,CR9B
25,CR9B
33,CR9B
28,CR9B
34,CR9B
55,CR9B
19,CR9B
17,CR9B
27,CR9B
50,CR9B
23,CR9B
23,CR9B
20,CR9B
22,CR9B
37,CR9B
125,CR9B
27,CR9B
31,CR9B
26,CR9B
28,CR9B
21,CR9B
38,CR9B
21,CR9B
23,CR9B
25,CR9B
19,CR9B
28,CR9B
54,CR9B
40,CR9B
17,CR9B
32,CR9B
23,CR9B
29,CR9B
21,CR9B
29,CR9B
17,CR9B
36,CR9B
44,CR9B
25,CR9B
362,CR9B
21,CR9B
24,CR9B
17,CR9B
118,CR9B
21,CR9B
21,CR9B
49,CR9B
49,CR9B
30,CR9B
19,CR9B
15,CR9B
19,CR9B
16,CR9B
191,CR9B
28,CR9B
100,CR9B
32,CR9B
14,CR9B
32,CR9B
35,CR9B
74,CR9B
29,CR9B
26,CR9B
32,CR9B
22,CR9B
39,CR9B
51,CR9B
24,CR9B
27,CR9B
16,CR9B
15,CR9B
14,CR9B
26,CR9B
25,CR9B
29,CR9B
39,CR9B
27,CR9B
43,CR9B
100,CR9B
35,CR9B
102,CR9B
30,CR9B
34,CR9B
24,CR9B
128,CR9B
19,CR9B
24,CR9B
18,CR9B
24,CR9B
21,CR9B
21,CR9B
38,CR9B
24,CR9B
16,CR9B
28,CR9B
127,CR9B
29,CR9B
23,CR9B
23,CR9B
17,CR9B
24,CR9B
97,CR9B
23,CR9B
24,CR9B
25,CR9B
131,CR9B
20,CR9B
16,CR9B
18,CR9B
29,CR9B
22,CR9B
27,CR9B
23,CR9B
15,CR9B
21,CR9B
19,CR9B
29,CR9B
21,CR9B
46,CR9B
34,CR9B
20,CR9B
91,CR9B
16,CR9B
33,CR9B
29,CR9B
42,CR9B
47,CR9B
74,CR9B
19,CR9B
35,CR9B
31,CR9B
32,CR9B
22,CR9B
23,CR9B
17,CR9B
16,CR9B
32,CR9B
27,CR9B
20,CR9B
21,CR9B
21,CR9B
43,CR9B
42,CR9B
65,CR9B
17,CR9B
15,CR9B
43,CR9B
22,CR9B
27,CR9B
22,CR9B
28,CR9B
22,CR9B
44,CR9B
35,CR9B
17,CR9B
65,CR9B
31,CR9B
32,CR9B
100,CR9B
39,CR9B
15,CR9B
113,CR9B
36,CR9B
17,CR9B
31,CR9B
30,CR9B
57,CR9B
15,CR9B
18,CR9B
30,CR9B
23,CR9B
23,CR9B
16,CR9B
77,CR9B
43,CR9B
32,CR9B
48,CR9B
17,CR9B
16,CR9B
123,CR9B
60,CR9B
29,CR9B
17,CR9B
15,CR9B
29,CR9B
16,CR9B
15,CR9B
17,CR9B
15,CR9B
24,CR9B
24,CR9B
21,CR9B
51,CR9B
37,CR9B
25,CR9B
32,CR9B
59,CR9B
52,CR9B
30,CR9B
24,CR9B
26,CR9B
19,CR9B
24,CR9B
19,CR9B
27,CR9B
29,CR9B
29,CR9B
33,CR9B
26,CR9B
22,CR9B
24,CR9B
26,CR9B
64,CR9B
22,CR9B
25,CR9B
26,CR9B
24,CR9B
50,CR9B
19,CR9B
29,CR9B
27,CR9B
31,CR9B
35,CR9B
28,CR9B
36,CR9B
32,CR9B
64,CR9B
32,CR9B
25,CR9B
23,CR9B
27,CR9B
30,CR9B
22,CR9B
18,CR9B
32,CR9B
40,CR9B
31,CR9B
29,CR9B
23,CR9B
31,CR9B
30,CR9B
68,CR9B
29,CR9B
39,CR9B
35,CR9B
26,CR9B
22,CR9B
101,CR9B
50,CR9B
94,CR9B
76,CR9B
40,CR9B
35,CR9B
17,CR9B
28,CR9B
22,CR9B
28,CR9B
30,CR9B
25,CR9B
18,CR9B
21,CR9B
184,CR9B
17,CR9B
29,CR9B
17,CR9B
55,CR9B
26,CR9B
25,CR9B
20,CR9B
23,CR9B
72,CR9B
24,CR9B
16,CR9B
23,CR9B
24,CR9B
22,CR9B
18,CR9B
17,CR9B
39,CR9B
25,CR9B
30,CR9B
17,CR9B
37,CR9B
25,CR9B
23,CR9B
39,CR9B
35,CR9B
23,CR9B
16,CR9B
25,CR9B
28,CR9B
19,CR9B
29,CR9B
18,CR9B
23,CR9B
30,CR9B
18,CR9B
34,CR9B
54,CR9B
16,CR9B
30,CR9B
26,CR9B
29,CR9B
25,CR9B
18,CR9B
34,CR9B
20,CR9B
22,CR9B
45,CR9B
21,CR9B
32,CR9B
16,CR9B
16,CR9B
20,CR9B
29,CR9B
22,CR9B
23,CR9B
15,CR9B
34,CR9B
39,CR9B
30,CR9B
33,CR9B
20,CR9B
17,CR9B
19,CR9B
30,CR9B
19,CR9B
21,CR9B
26,CR9B
24,CR9B
20,CR9B
127,CR9B
45,CR9B
23,CR9B
14,CR9B
75,CR9B
18,CR9B
19,CR9B
18,CR9B
14,CR9B
17,CR9B
15,CR9B
17,CR9B
19,CR9B
58,CR9B
24,CR9B
23,CR9B
30,CR9B
25,CR9B
27,CR9B
18,CR9B
15,CR9B
27,CR9B
29,CR9B
18,CR9B
16,CR9B
243,CR9B
16,CR9B
15,CR9B
52,CR9B
27,CR9B
25,CR9B
16,CR9B
19,CR9B
29,CR9B
26,CR9B
25,CR9B
29,CR9B
307,CR9B
22,CR9B
58,CR9B
38,CR9B
69,CR9B
29,CR9B
30,CR9B
32,CR9B
23,CR9B
23,CR9B
21,CR9B
25,CR9B
25,CR9B
26,CR9B
43,CR9B
31,CR9B
33,CR9B
33,CR9B
26,CR9B
27,CR9B
37,CR9B
22,CR9B
31,CR9B
29,CR9B
23,CR9B
24,CR9B
20,CR9B
28,CR9B
41,CR9B
34,CR9B
26,CR9B
16,CR9B
76,CR9B
26,CR9B
15,CR9B
31,CR9B
16,CR9B
119,CR9B
25,CR9B
24,CR9B
24,CR9B
31,CR9B
23,CR9B
49,CR9B
30,CR9B
25,CR9B
23,CR9B
36,CR9B
31,CR9B
25,CR9B
30,CR9B
28,CR9B
25,CR9B
31,CR9B
31,CR9B
27,CR9B
31,CR9B
31,CR9B
29,CR9B
25,CR9B
26,CR9B
17,CR9B
28,CR9B
23,CR9B
23,CR9B
25,CR9B
32,CR9B
33,CR9B
26,CR9B
38,CR9B
35,CR9B
75,CR9B
20,CR9B
73,CR9B
31,CR9B
27,CR9B
26,CR9B
28,CR9B
46,CR9B
41,CR9B
30,CR9B
25,CR9B
28,CR9B
31,CR9B
29,CR9B
24,CR9B
32,CR9B
29,CR9B
22,CR9B
27,CR9B
28,CR9B
30,CR9B
32,CR9B
68,CR9B
29,CR9B
19,CR9B
15,CR9B
17,CR9B
27,CR9B
26,CR9B
26,CR9B
27,CR9B
23,CR9B
23,CR9B
22,CR9B
22,CR9B
24,CR9B
33,CR9B
23,CR9B
23,CR9B
90,CR9B
26,CR9B
23,CR9B
146,CR9B
27,CR9B
22,CR9B
88,CR9B
47,CR9B
31,CR9B
26,CR9B
38,CR9B
71,CR9B
73,CR9B
56,CR9B
32,CR9B
25,CR9B
32,CR9B
22,CR9B
22,CR9B
25,CR9B
24,CR9B
18,CR9B
73,CR9B
25,CR9B
34,CR9B
43,CR9B
27,CR9B
24,CR9B
21,CR9B
27,CR9B
22,CR9B
135,CR9B
38,CR9B
65,CR9B
31,CR9B
26,CR9B
31,CR9B
31,CR9B
31,CR9B
26,CR9B
32,CR9B
24,CR9B
23,CR9B
26,CR9B
49,CR9B
26,CR9B
30,CR9B
25,CR9B
22,CR9B
21,CR9B
27,CR9B
28,CR9B
20,CR9B
31,CR9B
22,CR9B
25,CR9B
28,CR9B
57,CR9B
26,CR9B
24,CR9B
36,CR9B
23,CR9B
21,CR9B
25,CR9B
23,CR9B
22,CR9B
64,CR9B
22,CR9B
17,CR9B
23,CR9B
24,CR9B
79,CR9B
19,CR9B
31,CR9B
51,CR9B
27,CR9B
31,CR9B
23,CR9B
21,CR9B
34,CR9B
34,CR9B
21,CR9B
37,CR9B
28,CR9B
32,CR9B
21,CR9B
23,CR9B
29,CR9B
17,CR9B
29,CR9B
40,CR9B
22,CR9B
29,CR9B
21,CR9B
32,CR9B
24,CR9B
73,CR9B
21,CR9B
26,CR9B
37,CR9B
27,CR9B
22,CR9B
25,CR9B
21,CR9B
18,CR9B
25,CR9B
20,CR9B
28,CR9B
18,CR9B
16,CR9B
26,CR9B
23,CR9B
23,CR9B
20,CR9B
21,CR9B
24,CR9B
20,CR9B
20,CR9B
75,CR9B
73,CR9B
20,CR9B
23,CR9B
29,CR9B
27,CR9B
23,CR9B
20,CR9B
17,CR9B
18,CR9B
20,CR9B
149,CR9B
30,CR9B
31,CR9B
25,CR9B
27,CR9B
24,CR9B
33,CR9B
24,CR9B
23,CR9B
23,CR9B
25,CR9B
28,CR9B
24,CR9B
63,CR9B
25,CR9B
153,CR9B
24,CR9B
27,CR9B
29,CR9B
32,CR9B
26,CR9B
21,CR9B
25,CR9B
32,CR9B
23,CR9B
24,CR9B
22,CR9B
30,CR9B
21,CR9B
28,CR9B
42,CR9B
37,CR9B
29,CR9B
72,CR9B
36,CR9B
29,CR9B
43,CR9B
23,CR9B
32,CR9B
18,CR9B
17,CR9B
39,CR9B
30,CR9B
56,CR9B
31,CR9B
16,CR9B
29,CR9B
17,CR9B
16,CR9B
31,CR9B
36,CR9B
17,CR9B
23,CR9B
22,CR9B
23,CR9B
23,CR9B
18,CR9B
34,CR9B
16,CR9B
49,CR9B
37,CR9B
30,CR9B
38,CR9B
18,CR9B
15,CR9B
34,CR9B
25,CR9B
16,CR9B
15,CR9B
45,CR9B
33,CR9B
31,CR9B
28,CR9B
41,CR9B
23,CR9B
22,CR9B
47,CR9B
14,CR9B
27,CR9B
125,CR9B
92,CR9B
57,CR9B
19,CR9B
27,CR9B
21,CR9B
35,CR9B
25,CR9B
17,CR9B
27,CR9B
23,CR9B
16,CR9B
188,CR9B
31,CR9B
22,CR9B
26,CR9B
27,CR9B
26,CR9B
24,CR9B
47,CR9B
26,CR9B
26,CR9B
35,CR9B
41,CR9B
48,CR9B
27,CR9B
28,CR9B
28,CR9B
28,CR9B
26,CR9B
26,CR9B
23,CR9B
26,CR9B
31,CR9B
25,CR9B
28,CR9B
23,CR9B
50,CR9B
16,CR9B
23,CR9B
26,CR9B
28,CR9B
16,CR9B
26,CR9B
21,CR9B
82,CR9B
42,CR9B
68,CR9B
22,CR9B
17,CR9B
15,CR9B
30,CR9B
19,CR9B
36,CR9B
16,CR9B
101,CR9B
14,CR9B
33,CR9B
18,CR9B
32,CR9B
16,CR9B
15,CR9B
20,CR9B
27,CR9B
23,CR9B
29,CR9B
25,CR9B
34,CR9B
35,CR9B
34,CR9B
74,CR9B
28,CR9B
17,CR9B
37,CR9B
31,CR9B
24,CR9B
30,CR9B
27,CR9B
29,CR9B
29,CR9B
26,CR9B
22,CR9B
21,CR9B
38,CR9B
16,CR9B
20,CR9B
32,CR9B
34,CR9B
26,CR9B
30,CR9B
26,CR9B
22,CR9B
36,CR9B
17,CR9B
27,CR9B
22,CR9B
30,CR9B
14,CR9B
40,CR9B
15,CR9B
27,CR9B
39,CR9B
22,CR9B
15,CR9B
23,CR9B
31,CR9B
140,CR9B
58,CR9B
32,CR9B
33,CR9B
33,CR9B
18,CR9B
138,CR9B
37,CR9B
34,CR9B
41,CR9B
34,CR9B
44,CR9B
21,CR9B
25,CR9B
29,CR9B
25,CR9B
32,CR9B
33,CR9B
40,CR9B
17,CR9B
29,CR9B
29,CR9B
84,CR9B
17,CR9B
16,CR9B
38,CR9B
24,CR9B
27,CR9B
18,CR9B
36,CR9B
35,CR9B
15,CR9B
37,CR9B
24,CR9B
39,CR9B
24,CR9B
33,CR9B
23,CR9B
18,CR9B
50,CR9B
69,CR9B
23,CR9B
22,CR9B
24,CR9B
24,CR9B
25,CR9B
17,CR9B
29,CR9B
34,CR9B
31,CR9B
19,CR9B
39,CR9B
40,CR9B
35,CR9B
35,CR9B
15,CR9B
35,CR9B
23,CR9B
30,CR9B
35,CR9B
19,CR9B
37,CR9B
37,CR9B
30,CR9B
30,CR9B
41,CR9B
30,CR9B
50,CR9B
15,CR9B
20,CR9B
15,CR9B
16,CR9B
17,CR9B
29,CR9B
18,CR9B
18,CR9B
16,CR9B
26,CR9B
26,CR9B
16,CR9B
15,CR9B
22,CR9B
81,CR9B
28,CR9B
29,CR9B
18,CR9B
31,CR9B
29,CR9B
21,CR9B
28,CR9B
19,CR9B
35,CR9B
31,CR9B
18,CR9B
30,CR9B
37,CR9B
16,CR9B
16,CR9B
20,CR9B
15,CR9B
21,CR9B
15,CR9B
69,CR9B
16,CR9B
73,CR9B
30,CR9B
15,CR9B
27,CR9B
30,CR9B
16,CR9B
28,CR9B
27,CR9B
34,CR9B
23,CR9B
62,CR9B
47,CR9B
29,CR9B
56,CR9B
43,CR9B
25,CR9B
22,CR9B
25,CR9B
24,CR9B
26,CR9B
20,CR9B
25,CR9B
59,CR9B
24,CR9B
21,CR9B
20,CR9B
30,CR9B
26,CR9B
74,CR9B
22,CR9B
55,CR9B
23,CR9B
31,CR9B
30,CR9B
115,CR9B
26,CR9B
56,CR9B
35,CR9B
22,CR9B
29,CR9B
20,CR9B
24,CR9B
26,CR9B
45,CR9B
24,CR9B
23,CR9B
26,CR9B
29,CR9B
32,CR9B
21,CR9B
21,CR9B
27,CR9B
19,CR9B
50,CR9B
28,CR9B
23,CR9B
24,CR9B
25,CR9B
19,CR9B
16,CR9B
26,CR9B
21,CR9B
24,CR9B
22,CR9B
25,CR9B
14,CR9B
19,CR9B
25,CR9B
23,CR9B
22,CR9B
18,CR9B
17,CR9B
25,CR9B
102,CR9B
20,CR9B
16,CR9B
16,CR9B
14,CR9B
24,CR9B
24,CR9B
22,CR9B
17,CR9B
34,CR9B
35,CR9B
21,CR9B
15,CR9B
43,CR9B
28,CR9B
16,CR9B
96,CR9B
17,CR9B
27,CR9B
17,CR9B
40,CR9B
42,CR9B
154,CR9B
28,CR9B
17,CR9B
19,CR9B
17,CR9B
32,CR9B
28,CR9B
18,CR9B
48,CR9B
28,CR9B
190,CR9B
21,CR9B
21,CR9B
16,CR9B
16,CR9B
15,CR9B
23,CR9B
49,CR9B
45,CR9B
29,CR9B
29,CR9B
28,CR9B
36,CR9B
24,CR9B
17,CR9B
49,CR9B
22,CR9B
25,CR9B
19,CR9B
22,CR9B
54,CR9B
41,CR9B
21,CR9B
20,CR9B
23,CR9B
20,CR9B
31,CR9B
19,CR9B
17,CR9B
22,CR9B
17,CR9B
116,CR9B
36,CR9B
23,CR9B
67,CR9B
21,CR9B
18,CR9B
18,CR9B
18,CR9B
20,CR9B
21,CR9B
24,CR9B
25,CR9B
21,CR9B
20,CR9B
17,CR9B
21,CR9B
15,CR9B
19,CR9B
18,CR9B
52,CR9B
21,CR9B
35,CR9B
52,CR9B
17,CR9B
34,CR9B
21,CR9B
15,CR9B
16,CR9B
20,CR9B
17,CR9B
38,CR9B
29,CR9B
26,CR9B
32,CR9B
24,CR9B
29,CR9B
24,CR9B
22,CR9B
23,CR9B
14,CR9B
25,CR9B
331,CR9B
25,CR9B
27,CR9B
28,CR9B
24,CR9B
18,CR9B
20,CR9B
22,CR9B
23,CR9B
16,CR9B
16,CR9B
23,CR9B
24,CR9B
21,CR9B
18,CR9B
14,CR9B
15,CR9B
24,CR9B
17,CR9B
24,CR9B
17,CR9B
23,CR9B
34,CR9B
16,CR9B
33,CR9B
57,CR9B
23,CR9B
15,CR9B
22,CR9B
194,CR9B
46,CR9B
34,CR9B
16,CR9B
18,CR9B
18,CR9B
16,CR9B
51,CR9B
18,CR9B
18,CR9B
28,CR9B
18,CR9B
23,CR9B
14,CR9B
15,CR9B
22,CR9B
14,CR9B
290,CR9B
84,CR9B
16,CR9B
30,CR9B
18,CR9B
33,CR9B
25,CR9B
14,CR9B
18,CR9B
18,CR9B
24,CR9B
20,CR9B
127,CR9B
16,CR9B
40,CR9B
35,CR9B
28,CR9B
18,CR9B
23,CR9B
30,CR9B
15,CR9B
20,CR9B
31,CR9B
35,CR9B
16,CR9B
68,CR9B
14,CR9B
32,CR9B
31,CR9B
50,CR9B
42,CR9B
24,CR9B
82,CR9B
15,CR9B
23,CR9B
18,CR9B
24,CR9B
19,CR9B
15,CR9B
16,CR9B
22,CR9B
32,CR9B
25,CR9B
264,CR9B
66,CR9B
26,CR9B
23,CR9B
16,CR9B
23,CR9B
70,CR9B
19,CR9B
33,CR9B
18,CR9B
19,CR9B
17,CR9B
16,CR9B
60,CR9B
21,CR9B
21,CR9B
24,CR9B
14,CR9B
22,CR9B
16,CR9B
16,CR9B
16,CR9B
86,CR9B
21,CR9B
43,CR9B
36,CR9B
21,CR9B
15,CR9B
19,CR9B
18,CR9B
15,CR9B
16,CR9B
118,CR9B
31,CR9B
20,CR9B
25,CR9B
16,CR9B
19,CR9B
15,CR9B
20,CR9B
15,CR9B
18,CR9B
19,CR9B
21,CR9B
26,CR9B
80,CR9B
19,CR9B
51,CR9B
22,CR9B
18,CR9B
20,CR9B
22,CR9B
21,CR9B
20,CR9B
17,CR9B
22,CR9B
20,CR9B
22,CR9B
39,CR9B
31,CR9B
16,CR9B
173,CR9B
43,CR9B
30,CR9B
30,CR9B
33,CR9B
22,CR9B
32,CR9B
14,CR9B
15,CR9B
20,CR9B
21,CR9B
17,CR9B
79,CR9B
15,CR9B
35,CR9B
25,CR9B
21,CR9B
52,CR9B
27,CR9B
16,CR9B
20,CR9B
32,CR9B
28,CR9B
24,CR9B
24,CR9B
16,CR9B
21,CR9B
24,CR9B
16,CR9B
24,CR9B
31,CR9B
21,CR9B
24,CR9B
30,CR9B
17,CR9B
24,CR9B
24,CR9B
16,CR9B
21,CR9B
28,CR9B
98,CR9B
20,CR9B
30,CR9B
25,CR9B
23,CR9B
85,CR9B
21,CR9B
27,CR9B
25,CR9B
21,CR9B
18,CR9B
25,CR9B
16,CR9B
25,CR9B
17,CR9B
78,CR9B
41,CR9B
14,CR9B
119,CR9B
17,CR9B
51,CR9B
33,CR9B
19,CR9B
23,CR9B
25,CR9B
18,CR9B
19,CR9B
43,CR9B
21,CR9B
21,CR9B
18,CR9B
23,CR9B
19,CR9B
29,CR9B
24,CR9B
28,CR9B
18,CR9B
23,CR9B
20,CR9B
17,CR9B
18,CR9B
25,CR9B
20,CR9B
22,CR9B
18,CR9B
20,CR9B
18,CR9B
22,CR9B
21,CR9B
16,CR9B
33,CR9B
29,CR9B
17,CR9B
22,CR9B
15,CR9B
17,CR9B
29,CR9B
17,CR9B
22,CR9B
16,CR9B
18,CR9B
22,CR9B
20,CR9B
139,CR9B
21,CR9B
66,CR9B
20,CR9B
18,CR9B
28,CR9B
31,CR9B
21,CR9B
25,CR9B
17,CR9B
45,CR9B
20,CR9B
21,CR9B
16,CR9B
32,CR9B
35,CR9B
108,CR9B
30,CR9B
60,CR9B
21,CR9B
19,CR9B
28,CR9B
17,CR9B
68,CR9B
48,CR9B
17,CR9B
29,CR9B
35,CR9B
21,CR9B
31,CR9B
60,CR9B
22,CR9B
30,CR9B
26,CR9B
17,CR9B
21,CR9B
18,CR9B
35,CR9B
23,CR9B
27,CR11A
38,CR11A
24,CR11A
26,CR11A
26,CR11A
29,CR11A
59,CR11A
98,CR11A
39,CR11A
26,CR11A
37,CR11A
21,CR11A
44,CR11A
17,CR11A
21,CR11A
40,CR11A
17,CR11A
30,CR11A
55,CR11A
50,CR11A
18,CR11A
32,CR11A
27,CR11A
23,CR11A
27,CR11A
31,CR11A
70,CR11A
23,CR11A
39,CR11A
17,CR11A
32,CR11A
47,CR11A
25,CR11A
19,CR11A
23,CR11A
87,CR11A
26,CR11A
45,CR11A
32,CR11A
47,CR11A
18,CR11A
73,CR11A
31,CR11A
27,CR11A
67,CR11A
50,CR11A
30,CR11A
60,CR11A
44,CR11A
22,CR11A
21,CR11A
32,CR11A
27,CR11A
30,CR11A
34,CR11A
23,CR11A
23,CR11A
62,CR11A
39,CR11A
34,CR11A
34,CR11A
54,CR11A
32,CR11A
26,CR11A
63,CR11A
45,CR11A
61,CR11A
25,CR11A
51,CR11A
25,CR11A
24,CR11A
48,CR11A
28,CR11A
15,CR11A
29,CR11A
43,CR11A
44,CR11A
76,CR11A
20,CR11A
49,CR11A
47,CR11A
22,CR11A
25,CR11A
31,CR11A
45,CR11A
17,CR11A
20,CR11A
17,CR11A
28,CR11A
23,CR11A
20,CR11A
84,CR11A
34,CR11A
50,CR11A
31,CR11A
55,CR11A
24,CR11A
17,CR11A
35,CR11A
24,CR11A
36,CR11A
30,CR11A
30,CR11A
39,CR11A
28,CR11A
36,CR11A
56,CR11A
38,CR11A
35,CR11A
56,CR11A
39,CR11A
41,CR11A
32,CR11B
23,CR11B
31,CR11B
18,CR11B
27,CR11B
40,CR11B
35,CR11B
34,CR11B
30,CR11B
40,CR11B
34,CR11B
28,CR11B
19,CR11B
27,CR11B
33,CR11B
24,CR11B
34,CR11B
25,CR11B
26,CR11B
17,CR11B
24,CR11B
75,CR11B
17,CR11B
27,CR11B
25,CR11B
22,CR11B
30,CR11B
28,CR11B
22,CR11B
30,CR11B
62,CR11B
25,CR11B
85,CR11B
24,CR11B
37,CR11B
16,CR11B
24,CR11B
26,CR11B
23,CR11B
24,CR11B
55,CR11B
65,CR11B
19,CR11B
25,CR11B
29,CR11B
38,CR11B
31,CR11B
45,CR11B
31,CR11B
28,CR11B
54,CR11B
22,CR11B
27,CR11B
23,CR11B
29,CR11B
20,CR11B
62,CR11B
36,CR11B
60,CR11B
18,CR11B
36,CR11B
28,CR11B
75,CR11B
33,CR11B
32,CR11B
28,CR11B
25,CR11B
20,CR11B
16,CR11B
20,CR11B
30,CR11B
22,CR11B
57,CR11B
18,CR11B
24,CR11B
16,CR11B
39,CR11B
18,CR11B
35,CR11B
31,CR11B
24,CR11B
25,CR11B
28,CR11B
34,CR11B
30,CR11B
28,CR11B
22,CR11B
23,CR11B
25,CR11B
21,CR11B
18,CR11B
41,CR11B
26,CR11B
18,CR11B
19,CR11B
38,CR11B
24,CR11B
30,CR11B
37,CR11B
29,CR11B
17,CR11B
19,CR11B
24,CR11B
25,CR11B
17,CR11B
27,CR11B
25,CR11B
21,CR11B
23,CR11B
35,CR11B
19,CR11B
24,CR11B
24,CR11B
29,CR11B
31,CR11B
19,CR11B
34,CR11B
26,CR11B
25,CR11B
22,CR11B
28,CR11B
61,CR11B
33,CR11B
41,CR11B
25,CR11B
23,CR11B
26,CR11B
24,CR11B
44,CR11B
27,CR11B
50,CR11B
27,CR11B
33,CR11B
61,CR11B
25,CR11B
33,CR11B
20,CR11B
33,CR11B
28,CR11B
30,CR11B
27,CR11B
21,CR11B
40,CR11B
24,CR11B
29,CR11B
30,CR11B
41,CR11B
28,CR11B
24,CR11B
29,CR11B
55,CR11B
26,CR11B
21,CR11B
25,CR11B
27,CR11B
41,CR11B
31,CR11B
23,CR11B
28,CR11B
28,CR11B
28,CR11B
24,CR11B
17,CR11B
37,CR11B
27,CR11B
44,CR11B
19,CR11B
31,CR11B
26,CR11B
24,CR11B
18,CR11B
40,CR11B
17,CR11B
26,CR11B
52,CR11B
30,CR11B
55,CR11B
66,CR11B
34,CR11B
33,CR11B
17,CR11B
31,CR11B
25,CR11B
28,CR11B
43,CR11B
25,CR11B
20,CR11B
28,CR11B
29,CR11B
25,CR11B
17,CR11B
28,CR11B
32,CR11B
30,CR11B
26,CR11B
27,CR11B
26,CR11B
23,CR11B
31,CR11B
24,CR11B
29,CR11B
27,CR11B
45,CR11B
50,CR11B
27,CR11B
24,CR11B
18,CR11B
31,CR11B
39,CR11B
28,CR11B
32,CR11B
20,CR11B
22,CR11B
45,CR11B
26,CR11B
45,CR11B
43,CR11B
36,CR11B
90,CR11B
51,CR11B
21,CR11B
22,CR11B
25,CR11B
27,CR11B
35,CR11B
36,CR11B
30,CR11B
36,CR11B
18,CR11B
28,CR11B
16,CR11B
53,CR11B
124,CR11B
35,CR11B
25,CR11B
21,CR11B
22,CR11B
34,CR11B
28,CR11B
27,CR11B
22,CR11B
74,CR11B
39,CR11B
21,CR11B
28,CR11B
37,CR11B
26,CR11B
34,CR11B
17,CR11B
49,CR11B
23,CR11B
20,CR11B
38,CR11B
16,CR11B
14,CR11B
38,CR11B
28,CR11B
25,CR11B
24,CR11B
45,CR11B
18,CR11B
28,CR11B
18,CR11B
32,CR11B
24,CR11B
32,CR11B
37,CR11B
68,CR11B
34,CR11B
21,CR11B
17,CR11B
30,CR11B
23,CR11B
32,CR11B
33,CR11B
22,CR11B
106,CR11B
31,CR11B
23,CR11B
43,CR11B
26,CR11B
37,CR11B
21,CR11B
77,CR11B
16,CR11B
28,CR11B
21,CR11B
50,CR11B
39,CR11B
22,CR11B
26,CR11B
29,CR11B
31,CR11B
24,CR11B
43,CR11B
42,CR11B
27,CR11B
24,CR11B
50,CR11B
47,CR11B
29,CR11B
24,CR11B
20,CR11B
23,CR11B
40,CR11B
63,CR11B
28,CR11B
30,CR11B
51,CR11B
26,CR11B
29,CR11B
28,CR11B
28,CR11B
57,CR11B
34,CR12A
41,CR12A
39,CR12A
36,CR12A
49,CR12A
20,CR12A
27,CR12A
23,CR12A
46,CR12A
39,CR12A
24,CR12A
41,CR12A
43,CR12A
35,CR12A
34,CR12A
23,CR12A
34,CR12A
17,CR12A
23,CR12A
58,CR12A
24,CR12A
32,CR12A
46,CR12A
22,CR12A
17,CR12A
16,CR12A
61,CR12A
16,CR12A
43,CR12A
45,CR12A
54,CR12A
30,CR12A
32,CR12A
16,CR12A
28,CR12A
26,CR12A
27,CR12A
25,CR12A
57,CR12A
29,CR12A
29,CR12A
27,CR12A
17,CR12A
30,CR12A
27,CR12A
38,CR12A
25,CR12A
30,CR12A
22,CR12A
37,CR12A
18,CR12A
38,CR12A
16,CR12A
49,CR12A
23,CR12A
38,CR12A
26,CR12A
47,CR12A
24,CR12A
17,CR12A
23,CR12A
21,CR12A
21,CR12A
13,CR12A
19,CR12A
32,CR12A
48,CR12A
27,CR12A
41,CR12A
42,CR12A
27,CR12A
26,CR12A
26,CR12A
22,CR12A
19,CR12A
35,CR12A
18,CR12A
23,CR12A
21,CR12A
19,CR12A
25,CR12A
42,CR12A
22,CR12A
29,CR12A
38,CR12A
16,CR12A
45,CR12A
