time,crd
35,CR3B
49,CR3B
53,CR3B
52,CR3B
25,CR4A
41,CR4A
25,CR4A
36,CR4A
38,CR4A
33,CR4A
45,CR4A
49,CR4A
38,CR4A
41,CR4A
52,CR4A
32,CR4A
48,CR4A
75,CR4A
20,CR4A
45,CR4A
49,CR4A
41,CR4A
21,CR4A
27,CR4A
44,CR4A
38,CR4A
41,CR4A
860,CR4A
27,CR4A
31,CR4A
28,CR4A
39,CR4A
28,CR4A
37,CR4A
49,CR4A
18,CR4A
47,CR4A
20,CR4A
54,CR4A
30,CR4A
25,CR4A
41,CR4A
45,CR4A
41,CR4A
28,CR4A
42,CR4A
18,CR4A
41,CR4A
25,CR4A
35,CR4A
42,CR4A
27,CR4A
52,CR4A
37,CR4A
32,CR4A
42,CR4A
30,CR4A
38,CR4A
45,CR4A
31,CR4A
41,CR4A
42,CR4A
36,CR4A
33,CR4A
28,CR4A
33,CR4A
37,CR4A
18,CR4A
42,CR4A
27,CR4A
43,CR4A
44,CR4A
33,CR4A
49,CR4A
20,CR4A
33,CR4A
36,CR4A
34,CR4A
28,CR4A
53,CR4A
35,CR4A
21,CR4A
54,CR4A
32,CR4A
48,CR4A
30,CR4A
49,CR4A
14,CR4A
34,CR4A
43,CR4A
29,CR4B
15,CR4B
26,CR4B
24,CR4B
26,CR4B
20,CR4B
12,CR4B
19,CR4B
19,CR4B
15,CR4B
17,CR4B
22,CR4B
21,CR4B
12,CR4B
23,CR4B
56,CR4B
1149,CR4B
19,CR4B
18,CR4B
20,CR4B
84,CR4B
37,CR4B
22,CR4B
14,CR4B
24,CR4B
19,CR4B
16,CR4B
21,CR4B
29,CR4B
21,CR4B
34,CR4B
21,CR4B
21,CR4B
14,CR4B
22,CR4B
32,CR4B
16,CR4B
23,CR4B
15,CR4B
19,CR4B
15,CR4B
27,CR4B
18,CR4B
13,CR4B
25,CR4B
20,CR4B
14,CR4B
27,CR4B
36,CR4B
28,CR4B
17,CR4B
15,CR4B
18,CR4B
30,CR4B
19,CR4B
14,CR4B
18,CR4B
29,CR4B
16,CR4B
27,CR4B
24,CR4B
17,CR4B
25,CR4B
14,CR4B
30,CR4B
18,CR4B
36,CR4B
20,CR4B
20,CR4B
60,CR4B
29,CR4B
17,CR4B
15,CR4B
23,CR4B
22,CR4B
23,CR4B
26,CR4B
27,CR4B
22,CR4B
15,CR4B
31,CR4B
53,CR4B
24,CR4B
21,CR4B
20,CR4B
24,CR4B
18,CR4B
39,CR4B
18,CR4B
45,CR4B
18,CR4B
38,CR4B
14,CR4B
22,CR4B
25,CR4B
18,CR4B
19,CR4B
15,CR4B
21,CR4B
54,CR4B
20,CR4B
25,CR4B
27,CR4B
35,CR4B
20,CR4B
22,CR4B
17,CR4B
15,CR4B
25,CR4B
23,CR4B
41,CR4B
21,CR4B
22,CR4B
19,CR4B
14,CR4B
21,CR4B
48,CR4B
14,CR4B
26,CR4B
19,CR4B
66,CR4B
35,CR4B
41,CR4B
20,CR4B
19,CR4B
20,CR4B
15,CR4B
16,CR4B
18,CR4B
22,CR4B
14,CR4B
19,CR4B
21,CR4B
18,CR4B
18,CR4B
23,CR4B
19,CR4B
20,CR4B
26,CR4B
31,CR4B
15,CR4B
24,CR4B
19,CR4B
13,CR4B
17,CR4B
20,CR4B
39,CR4B
14,CR4B
13,CR4B
33,CR4B
30,CR4B
68,CR4B
19,CR4B
28,CR4B
22,CR4B
24,CR4B
26,CR4B
28,CR4B
22,CR4B
22,CR4B
22,CR4B
17,CR4B
14,CR4B
21,CR4B
19,CR4B
12,CR4B
27,CR4B
27,CR4B
51,CR4B
24,CR4B
27,CR4B
26,CR4B
15,CR4B
26,CR4B
22,CR4B
49,CR4B
19,CR4B
19,CR4B
19,CR4B
17,CR4B
19,CR4B
22,CR4B
15,CR4B
24,CR4B
22,CR4B
14,CR4B
22,CR4B
18,CR4B
32,CR4B
22,CR4B
20,CR4B
18,CR4B
20,CR4B
157,CR4B
36,CR4B
13,CR4B
34,CR4B
29,CR4B
27,CR4B
93,CR4B
28,CR4B
63,CR4B
19,CR4B
20,CR4B
37,CR4B
16,CR4B
15,CR4B
15,CR4B
19,CR4B
15,CR4B
35,CR4B
18,CR4B
19,CR4B
18,CR4B
18,CR4B
13,CR4B
23,CR4B
14,CR4B
23,CR4B
28,CR4B
13,CR4B
50,CR4B
21,CR4B
35,CR4B
33,CR4B
20,CR4B
13,CR4B
13,CR4B
24,CR4B
29,CR4B
18,CR4B
14,CR4B
13,CR4B
18,CR4B
26,CR4B
14,CR4B
56,CR4B
18,CR4B
13,CR4B
24,CR4B
37,CR4B
22,CR4B
43,CR4B
12,CR4B
26,CR4B
15,CR4B
43,CR4B
24,CR4B
14,CR4B
19,CR4B
14,CR4B
32,CR4B
26,CR4B
25,CR4B
20,CR4B
52,CR4B
27,CR4B
18,CR4B
28,CR4B
22,CR4B
37,CR4B
40,CR4B
27,CR4B
20,CR4B
20,CR4B
43,CR4B
22,CR4B
27,CR4B
15,CR4B
21,CR4B
22,CR4B
39,CR4B
25,CR4B
37,CR4B
113,CR4B
39,CR4B
20,CR4B
19,CR4B
15,CR4B
20,CR4B
26,CR4B
31,CR4B
19,CR4B
22,CR4B
18,CR4B
19,CR4B
12,CR4B
37,CR4B
18,CR4B
14,CR4B
22,CR4B
13,CR4B
21,CR4B
14,CR4B
14,CR4B
15,CR4B
22,CR4B
25,CR4B
50,CR4B
40,CR4B
37,CR4B
13,CR4B
19,CR4B
27,CR4B
18,CR4B
15,CR4B
35,CR4B
24,CR4B
18,CR4B
13,CR4B
55,CR4B
36,CR4B
35,CR4B
16,CR4B
22,CR4B
37,CR4B
21,CR4B
18,CR4B
39,CR4B
28,CR4B
29,CR4B
21,CR4B
31,CR4B
16,CR4B
128,CR4B
21,CR4B
49,CR4B
20,CR4B
19,CR4B
14,CR4B
13,CR4B
21,CR4B
27,CR4B
22,CR4B
16,CR4B
20,CR4B
20,CR4B
12,CR4B
23,CR4B
14,CR4B
27,CR4B
14,CR4B
20,CR4B
35,CR4B
21,CR4B
27,CR4B
19,CR4B
24,CR4B
20,CR4B
46,CR4B
13,CR4B
30,CR4B
34,CR4B
36,CR4B
19,CR4B
51,CR4B
38,CR4B
15,CR4B
19,CR4B
17,CR4B
39,CR4B
21,CR4B
39,CR4B
24,CR4B
43,CR4B
18,CR4B
19,CR4B
32,CR4B
18,CR4B
21,CR4B
18,CR4B
43,CR4B
27,CR4B
18,CR4B
46,CR4B
22,CR4B
13,CR4B
19,CR4B
15,CR4B
40,CR4B
28,CR4B
17,CR4B
15,CR4B
29,CR4B
14,CR4B
26,CR4B
78,CR4B
20,CR4B
15,CR4B
42,CR4B
23,CR4B
18,CR4B
18,CR4B
34,CR4B
23,CR4B
18,CR4B
36,CR4B
30,CR4B
25,CR4B
35,CR4B
27,CR4B
14,CR4B
37,CR4B
21,CR4B
20,CR4B
61,CR4B
18,CR4B
18,CR4B
14,CR4B
75,CR4B
37,CR4B
27,CR4B
21,CR4B
26,CR4B
18,CR4B
34,CR4B
16,CR4B
20,CR4B
26,CR4B
16,CR4B
18,CR4B
21,CR4B
18,CR4B
14,CR4B
23,CR4B
21,CR4B
21,CR4B
20,CR4B
20,CR4B
18,CR4B
19,CR4B
21,CR4B
34,CR4B
19,CR4B
42,CR4B
19,CR4B
20,CR4B
25,CR4B
36,CR4B
28,CR4B
28,CR4B
46,CR4B
28,CR4B
27,CR4B
22,CR4B
20,CR4B
26,CR4B
18,CR4B
16,CR4B
17,CR4B
18,CR4B
47,CR5A
59,CR5A
55,CR5A
1197,CR5A
166,CR5A
105,CR5A
277,CR5A
176,CR5A
20,CR5A
290,CR5A
144,CR5A
20,CR5A
88,CR5A
31,CR5A
201,CR5A
194,CR5A
2442,CR5A
81,CR5A
13,CR5A
514,CR5A
160,CR5A
118,CR5A
175,CR5A
155,CR5A
43,CR5A
101,CR5A
259,CR5A
27,CR5A
34,CR5A
79,CR5A
173,CR5A
163,CR5A
247,CR5A
23,CR5A
3324,CR5A
50,CR5A
463,CR5A
148,CR5A
24,CR5A
551,CR5A
33,CR5A
408,CR5A
29,CR5A
24,CR5A
48,CR5A
48,CR5A
83,CR5A
59,CR5A
18,CR5A
71,CR5A
1973,CR5A
68,CR5A
3400,CR5A
356,CR5A
563,CR5A
14,CR5A
26,CR5A
1767,CR5A
2869,CR5A
476,CR5A
910,CR5A
984,CR5A
47,CR5A
1888,CR5A
18,CR5A
19,CR5A
132,CR5A
31,CR5A
77,CR5A
818,CR5A
24,CR5A
32,CR5A
43,CR5A
2395,CR5A
32,CR5A
19,CR5A
252,CR5A
73,CR5A
1173,CR5A
136,CR5A
89,CR5A
70,CR5A
272,CR5A
519,CR5A
616,CR5A
4798,CR5A
14,CR5B
25,CR5B
24,CR5B
41,CR5B
18,CR5B
22,CR5B
79,CR5B
16,CR5B
24,CR5B
14,CR5B
18,CR5B
14,CR5B
25,CR5B
27,CR5B
16,CR5B
21,CR5B
33,CR5B
26,CR5B
20,CR5B
23,CR5B
32,CR5B
61,CR5B
20,CR5B
54,CR5B
21,CR5B
31,CR5B
16,CR5B
23,CR5B
23,CR5B
16,CR5B
17,CR5B
46,CR5B
44,CR5B
28,CR5B
16,CR5B
19,CR5B
12,CR5B
19,CR5B
26,CR5B
22,CR5B
17,CR5B
40,CR5B
43,CR5B
31,CR5B
18,CR5B
22,CR5B
24,CR5B
21,CR5B
191,CR5B
22,CR5B
43,CR5B
17,CR5B
23,CR5B
19,CR5B
15,CR5B
43,CR5B
22,CR5B
29,CR5B
32,CR5B
22,CR5B
20,CR5B
25,CR5B
18,CR5B
22,CR5B
21,CR5B
20,CR5B
15,CR5B
16,CR5B
30,CR5B
21,CR5B
17,CR5B
23,CR5B
53,CR5B
70,CR5B
40,CR5B
18,CR5B
17,CR5B
37,CR5B
27,CR5B
30,CR5B
246,CR5B
44,CR5B
20,CR5B
275,CR5B
30,CR5B
25,CR5B
19,CR5B
32,CR5B
18,CR5B
20,CR5B
22,CR5B
22,CR5B
19,CR5B
19,CR5B
22,CR5B
21,CR5B
33,CR5B
23,CR5B
22,CR5B
28,CR5B
26,CR5B
28,CR5B
18,CR5B
33,CR5B
34,CR5B
20,CR5B
950,CR5B
21,CR5B
13,CR5B
17,CR5B
43,CR5B
20,CR5B
19,CR5B
16,CR5B
20,CR5B
34,CR5B
27,CR5B
25,CR5B
22,CR5B
26,CR5B
23,CR5B
19,CR5B
13,CR5B
65,CR5B
28,CR5B
84,CR5B
24,CR5B
23,CR5B
21,CR5B
141,CR5B
26,CR5B
21,CR5B
48,CR5B
191,CR5B
24,CR5B
17,CR5B
19,CR5B
15,CR5B
20,CR5B
57,CR5B
19,CR5B
22,CR5B
21,CR5B
19,CR5B
22,CR5B
29,CR5B
23,CR5B
27,CR5B
16,CR5B
21,CR5B
19,CR5B
15,CR5B
22,CR5B
19,CR5B
20,CR5B
22,CR5B
21,CR5B
276,CR5B
73,CR5B
88,CR5B
14,CR5B
23,CR5B
29,CR5B
24,CR5B
29,CR5B
30,CR5B
1777,CR5B
22,CR5B
1430,CR5B
26,CR5B
558,CR5B
16,CR5B
23,CR5B
27,CR5B
20,CR5B
15,CR5B
19,CR5B
16,CR5B
15,CR5B
26,CR5B
22,CR5B
23,CR5B
50,CR5B
28,CR5B
29,CR5B
20,CR5B
19,CR5B
57,CR5B
21,CR5B
24,CR5B
22,CR5B
21,CR5B
168,CR5B
193,CR5B
17,CR5B
19,CR5B
26,CR5B
24,CR5B
15,CR5B
33,CR5B
31,CR5B
31,CR5B
25,CR5B
27,CR5B
23,CR5B
23,CR5B
16,CR5B
65,CR5B
561,CR5B
48,CR5B
242,CR5B
37,CR5B
22,CR5B
25,CR5B
3595,CR5B
13,CR5B
23,CR5B
45,CR5B
3082,CR5B
37,CR5B
26,CR5B
17,CR5B
24,CR5B
22,CR5B
24,CR5B
21,CR5B
26,CR5B
20,CR5B
40,CR5B
42,CR5B
21,CR5B
14,CR5B
22,CR5B
20,CR5B
19,CR5B
14,CR5B
19,CR5B
34,CR5B
22,CR5B
21,CR5B
15,CR5B
25,CR5B
19,CR5B
633,CR5B
25,CR5B
17,CR5B
35,CR5B
18,CR5B
28,CR5B
306,CR5B
440,CR5B
20,CR5B
35,CR5B
13,CR5B
35,CR5B
34,CR5B
21,CR5B
15,CR5B
31,CR5B
41,CR5B
449,CR5B
182,CR5B
16,CR5B
20,CR5B
20,CR5B
15,CR5B
36,CR5B
23,CR5B
23,CR5B
23,CR5B
21,CR5B
20,CR5B
1388,CR5B
27,CR5B
30,CR5B
28,CR5B
28,CR5B
39,CR5B
1904,CR5B
23,CR5B
100,CR5B
21,CR5B
20,CR5B
44,CR5B
3658,CR5B
295,CR5B
30,CR5B
20,CR5B
24,CR5B
17,CR5B
23,CR5B
252,CR5B
23,CR5B
33,CR5B
20,CR5B
29,CR5B
20,CR5B
42,CR5B
189,CR5B
23,CR5B
23,CR5B
22,CR5B
2472,CR5B
21,CR5B
26,CR5B
16,CR5B
14,CR5B
38,CR5B
20,CR5B
20,CR5B
23,CR5B
93,CR5B
17,CR5B
25,CR5B
26,CR5B
21,CR5B
31,CR5B
27,CR5B
13,CR5B
89,CR5B
14,CR5B
26,CR5B
25,CR5B
21,CR5B
19,CR5B
33,CR5B
26,CR5B
22,CR5B
23,CR5B
17,CR5B
14,CR5B
15,CR5B
1750,CR5B
14,CR5B
20,CR5B
17,CR5B
264,CR5B
47,CR5B
882,CR5B
13,CR5B
20,CR5B
180,CR5B
22,CR5B
26,CR5B
18,CR5B
19,CR5B
114,CR5B
23,CR5B
26,CR5B
21,CR5B
14,CR5B
36,CR5B
32,CR5B
22,CR5B
25,CR5B
22,CR5B
35,CR5B
26,CR5B
53,CR5B
26,CR5B
141,CR5B
14,CR5B
32,CR5B
2807,CR5B
19,CR5B
26,CR5B
24,CR5B
21,CR5B
155,CR5B
24,CR5B
26,CR5B
17,CR5B
32,CR5B
32,CR5B
19,CR5B
27,CR5B
24,CR5B
110,CR5B
35,CR5B
178,CR5B
30,CR5B
25,CR5B
21,CR5B
33,CR5B
29,CR5B
22,CR5B
20,CR5B
1192,CR5B
25,CR5B
36,CR5B
14,CR5B
30,CR5B
32,CR5B
21,CR5B
60,CR5B
19,CR5B
19,CR5B
16,CR5B
21,CR5B
102,CR5B
21,CR5B
21,CR5B
43,CR5B
233,CR5B
15,CR5B
33,CR5B
16,CR5B
32,CR5B
25,CR5B
20,CR5B
30,CR5B
144,CR5B
38,CR5B
174,CR5B
34,CR5B
17,CR5B
18,CR5B
20,CR5B
20,CR5B
24,CR5B
48,CR5B
20,CR5B
56,CR5B
15,CR5B
21,CR5B
16,CR5B
22,CR5B
17,CR5B
15,CR5B
22,CR5B
26,CR5B
275,CR5B
162,CR5B
30,CR5B
14,CR5B
14,CR5B
2770,CR5B
15,CR5B
22,CR5B
21,CR5B
18,CR5B
22,CR5B
25,CR5B
48,CR5B
22,CR5B
147,CR5B
17,CR5B
31,CR5B
22,CR5B
544,CR5B
29,CR5B
26,CR6A
16,CR6A
46,CR6A
82,CR6A
80,CR6A
213,CR6A
78,CR6A
26,CR6A
119,CR6A
84,CR6A
57,CR6A
29,CR6A
40,CR6A
112,CR6A
30,CR6A
57,CR6A
91,CR6A
14,CR6A
62,CR6A
120,CR6A
39,CR6A
30,CR6A
21,CR6A
56,CR6A
42,CR6A
70,CR6A
87,CR6A
40,CR6A
118,CR6A
15,CR6A
146,CR6A
95,CR6A
54,CR6A
15,CR6A
54,CR6A
73,CR6A
71,CR6A
36,CR6A
65,CR6A
63,CR6A
51,CR6A
144,CR6A
117,CR6A
80,CR6A
75,CR6A
85,CR6A
29,CR6A
56,CR6A
52,CR6A
203,CR6A
106,CR6A
22,CR6A
72,CR6A
108,CR6A
78,CR6A
78,CR6A
33,CR6A
105,CR6A
33,CR6A
136,CR6A
15,CR6A
21,CR6A
113,CR6A
41,CR6A
50,CR6A
112,CR6A
21,CR6A
106,CR6A
41,CR6A
61,CR6A
133,CR6A
38,CR6A
78,CR6A
66,CR6A
195,CR6A
22,CR6A
100,CR6A
74,CR6A
30,CR6A
53,CR6A
68,CR6A
58,CR6A
53,CR6A
55,CR6A
168,CR6A
35,CR6A
15,CR6B
24,CR6B
17,CR6B
27,CR6B
24,CR6B
16,CR6B
18,CR6B
21,CR6B
13,CR6B
17,CR6B
480,CR6B
22,CR6B
1198,CR6B
25,CR6B
40,CR6B
21,CR6B
16,CR6B
413,CR6B
19,CR6B
20,CR6B
15,CR6B
20,CR6B
17,CR6B
198,CR6B
32,CR6B
18,CR6B
30,CR6B
20,CR6B
20,CR6B
14,CR6B
48,CR6B
15,CR6B
26,CR6B
22,CR6B
23,CR6B
23,CR6B
19,CR6B
16,CR6B
30,CR6B
18,CR6B
656,CR6B
20,CR6B
22,CR6B
17,CR6B
2977,CR6B
15,CR6B
26,CR6B
29,CR6B
23,CR6B
30,CR6B
15,CR6B
16,CR6B
34,CR6B
27,CR6B
23,CR6B
20,CR6B
15,CR6B
24,CR6B
34,CR6B
19,CR6B
21,CR6B
173,CR6B
19,CR6B
1180,CR6B
34,CR6B
22,CR6B
340,CR6B
622,CR6B
24,CR6B
28,CR6B
23,CR6B
20,CR6B
19,CR6B
22,CR6B
14,CR6B
49,CR6B
20,CR6B
23,CR6B
31,CR6B
54,CR6B
34,CR6B
41,CR6B
22,CR6B
72,CR6B
14,CR6B
29,CR6B
21,CR6B
34,CR6B
15,CR6B
15,CR6B
17,CR6B
20,CR6B
23,CR6B
22,CR6B
21,CR6B
39,CR6B
75,CR6B
22,CR6B
18,CR6B
19,CR6B
23,CR6B
23,CR6B
2163,CR6B
17,CR6B
21,CR6B
47,CR6B
724,CR6B
25,CR6B
28,CR6B
84,CR6B
49,CR6B
19,CR6B
14,CR6B
26,CR6B
24,CR6B
31,CR6B
23,CR6B
22,CR6B
22,CR6B
32,CR6B
35,CR6B
26,CR6B
19,CR6B
26,CR6B
24,CR6B
140,CR6B
28,CR6B
24,CR6B
1183,CR6B
29,CR6B
14,CR6B
26,CR6B
2348,CR6B
20,CR6B
15,CR6B
17,CR6B
20,CR6B
21,CR6B
104,CR6B
14,CR6B
22,CR6B
14,CR6B
17,CR6B
27,CR6B
26,CR6B
240,CR6B
20,CR6B
28,CR6B
75,CR6B
32,CR6B
22,CR6B
15,CR6B
25,CR6B
19,CR6B
19,CR6B
20,CR6B
20,CR6B
849,CR6B
19,CR6B
25,CR6B
22,CR6B
19,CR6B
24,CR6B
33,CR6B
24,CR6B
163,CR6B
18,CR6B
24,CR6B
29,CR6B
31,CR6B
25,CR6B
94,CR6B
15,CR6B
18,CR6B
21,CR6B
18,CR6B
53,CR6B
46,CR6B
27,CR6B
24,CR6B
18,CR6B
26,CR6B
44,CR6B
22,CR6B
14,CR6B
58,CR6B
3503,CR6B
37,CR6B
41,CR6B
35,CR6B
22,CR6B
26,CR6B
209,CR6B
33,CR6B
14,CR6B
26,CR6B
32,CR6B
65,CR6B
22,CR6B
14,CR6B
22,CR6B
25,CR6B
22,CR6B
24,CR6B
24,CR6B
15,CR6B
23,CR6B
19,CR6B
28,CR6B
16,CR6B
18,CR6B
289,CR6B
26,CR6B
33,CR6B
22,CR6B
30,CR6B
16,CR6B
220,CR6B
28,CR6B
23,CR6B
22,CR6B
27,CR6B
24,CR6B
19,CR6B
19,CR6B
17,CR6B
123,CR6B
27,CR6B
19,CR6B
23,CR6B
32,CR6B
48,CR6B
3563,CR6B
20,CR6B
19,CR6B
32,CR6B
3768,CR6B
19,CR6B
23,CR6B
23,CR6B
21,CR6B
22,CR6B
27,CR6B
25,CR6B
20,CR6B
25,CR6B
20,CR6B
17,CR6B
24,CR6B
19,CR6B
13,CR6B
20,CR6B
23,CR6B
22,CR6B
24,CR6B
16,CR6B
25,CR6B
22,CR6B
33,CR6B
15,CR6B
22,CR6B
46,CR6B
37,CR6B
276,CR6B
37,CR6B
15,CR6B
25,CR6B
21,CR6B
22,CR6B
192,CR6B
52,CR6B
254,CR6B
294,CR6B
15,CR6B
23,CR6B
15,CR6B
2727,CR6B
19,CR6B
26,CR6B
53,CR6B
14,CR6B
32,CR6B
20,CR6B
31,CR6B
14,CR6B
33,CR6B
25,CR6B
25,CR6B
20,CR6B
22,CR6B
24,CR6B
29,CR6B
21,CR6B
72,CR6B
218,CR6B
15,CR6B
209,CR6B
29,CR6B
25,CR6B
26,CR6B
23,CR6B
27,CR6B
17,CR6B
27,CR6B
24,CR6B
22,CR6B
16,CR6B
26,CR6B
26,CR6B
131,CR6B
23,CR6B
22,CR6B
22,CR6B
38,CR6B
29,CR6B
28,CR6B
726,CR6B
14,CR6B
22,CR6B
17,CR6B
28,CR6B
25,CR6B
15,CR6B
29,CR6B
203,CR6B
32,CR6B
26,CR6B
12,CR6B
23,CR6B
34,CR6B
32,CR6B
14,CR6B
21,CR6B
29,CR6B
26,CR6B
25,CR6B
226,CR6B
34,CR6B
96,CR6B
47,CR6B
22,CR6B
19,CR6B
32,CR6B
23,CR6B
1829,CR6B
27,CR6B
40,CR6B
23,CR6B
23,CR6B
29,CR6B
16,CR6B
14,CR6B
18,CR6B
24,CR6B
21,CR6B
315,CR6B
21,CR6B
19,CR6B
302,CR6B
21,CR6B
19,CR6B
18,CR6B
14,CR6B
25,CR6B
29,CR6B
18,CR6B
18,CR6B
26,CR6B
21,CR6B
22,CR6B
22,CR6B
20,CR6B
31,CR6B
16,CR6B
32,CR6B
16,CR6B
32,CR6B
37,CR6B
27,CR6B
24,CR6B
15,CR6B
39,CR6B
19,CR6B
148,CR6B
404,CR6B
16,CR6B
1948,CR6B
21,CR6B
25,CR6B
20,CR6B
22,CR6B
85,CR6B
21,CR6B
18,CR6B
31,CR6B
41,CR6B
23,CR6B
20,CR6B
22,CR6B
21,CR6B
25,CR6B
23,CR6B
20,CR6B
909,CR6B
16,CR6B
16,CR6B
25,CR6B
19,CR6B
19,CR6B
18,CR6B
26,CR6B
46,CR6B
25,CR6B
19,CR6B
22,CR6B
5016,CR6B
37,CR6B
31,CR6B
340,CR6B
19,CR6B
153,CR6B
27,CR6B
16,CR6B
28,CR6B
23,CR6B
51,CR6B
50,CR6B
14,CR6B
61,CR6B
14,CR6B
15,CR6B
14,CR6B
26,CR6B
114,CR6B
104,CR6B
16,CR6B
24,CR6B
21,CR6B
21,CR6B
21,CR6B
21,CR6B
28,CR6B
30,CR6B
20,CR6B
22,CR6B
20,CR6B
15,CR6B
23,CR6B
20,CR6B
17,CR6B
34,CR6B
26,CR7A
24,CR7A
33,CR7A
19,CR7A
19,CR7A
37,CR7A
28,CR7A
21,CR7A
16,CR7A
21,CR7A
13,CR7A
12,CR7A
57,CR7A
17,CR7A
27,CR7A
15,CR7A
23,CR7A
46,CR7A
24,CR7A
15,CR7A
21,CR7A
23,CR7A
19,CR7A
25,CR7A
32,CR7A
18,CR7A
27,CR7A
15,CR7A
22,CR7A
24,CR7A
19,CR7A
20,CR7A
15,CR7A
22,CR7A
31,CR7A
16,CR7A
23,CR7A
43,CR7A
23,CR7A
25,CR7A
20,CR7A
28,CR7A
31,CR7A
26,CR7A
13,CR7A
18,CR7A
20,CR7A
19,CR7A
171,CR7A
25,CR7A
23,CR7A
31,CR7A
24,CR7A
23,CR7A
19,CR7A
19,CR7A
21,CR7A
13,CR7A
20,CR7A
18,CR7A
19,CR7A
22,CR7A
25,CR7A
14,CR7A
22,CR7A
16,CR7A
21,CR7A
16,CR7A
27,CR7A
39,CR7A
27,CR7A
18,CR7A
22,CR7A
20,CR7A
18,CR7A
28,CR7A
91,CR7A
23,CR7A
21,CR7A
26,CR7A
31,CR7A
59,CR7A
47,CR7A
22,CR7A
88,CR7A
18,CR7A
20,CR7A
18,CR7A
14,CR7A
51,CR7A
19,CR7A
21,CR7A
19,CR7A
24,CR7A
25,CR7A
15,CR7A
25,CR7A
22,CR7A
21,CR7A
29,CR7A
29,CR7A
19,CR7A
18,CR7A
20,CR7A
16,CR7A
26,CR7A
17,CR7A
24,CR7A
27,CR7A
14,CR7A
20,CR7A
22,CR7A
14,CR7A
22,CR7A
20,CR7A
35,CR7A
18,CR7A
56,CR7A
29,CR7A
13,CR7A
44,CR7A
25,CR7A
13,CR7A
21,CR7A
22,CR7A
30,CR7A
108,CR7A
42,CR7A
28,CR7A
21,CR7A
36,CR7A
20,CR7A
24,CR7A
20,CR7A
31,CR7A
22,CR7A
23,CR7A
20,CR7A
19,CR7A
23,CR7A
18,CR7A
19,CR7A
18,CR7A
20,CR7A
35,CR7A
17,CR7A
20,CR7A
16,CR7A
20,CR7A
19,CR7A
37,CR7A
23,CR7A
39,CR7A
47,CR7A
24,CR7A
31,CR7A
19,CR7A
23,CR7A
19,CR7A
27,CR7A
28,CR7A
25,CR7A
18,CR7A
21,CR7A
37,CR7A
35,CR7A
108,CR7A
37,CR7A
21,CR7A
20,CR7A
13,CR7A
21,CR7A
18,CR7A
17,CR7A
69,CR7A
15,CR7A
21,CR7A
43,CR7A
15,CR7A
14,CR7A
12,CR7A
15,CR7A
21,CR7A
28,CR7A
18,CR7A
15,CR7A
26,CR7A
43,CR7A
14,CR7A
18,CR7A
49,CR7A
19,CR7A
18,CR7A
23,CR7A
15,CR7A
26,CR7A
18,CR7A
68,CR7A
21,CR7A
22,CR7A
28,CR7A
19,CR7A
14,CR7A
38,CR7A
117,CR7A
18,CR7A
175,CR7A
14,CR7A
23,CR7A
33,CR7A
22,CR7A
26,CR7A
20,CR7A
14,CR7A
25,CR7A
62,CR7A
19,CR7A
20,CR7A
30,CR7A
23,CR7A
21,CR7A
22,CR7A
37,CR7A
14,CR7A
25,CR7A
33,CR7A
29,CR7A
16,CR7A
20,CR7A
14,CR7A
24,CR7A
19,CR7A
19,CR7A
15,CR7A
21,CR7A
31,CR7A
33,CR7A
26,CR7A
22,CR7A
24,CR7A
26,CR7A
25,CR7A
31,CR7A
15,CR7A
25,CR7A
16,CR7A
14,CR7A
22,CR7A
33,CR7A
63,CR7A
14,CR7A
22,CR7A
21,CR7A
24,CR7A
20,CR7A
29,CR7A
17,CR7A
20,CR7A
29,CR7A
34,CR7A
26,CR7A
21,CR7A
13,CR7A
29,CR7A
21,CR7A
73,CR7A
18,CR7A
20,CR7A
17,CR7A
79,CR7A
22,CR7A
15,CR7A
20,CR7A
19,CR7A
25,CR7A
20,CR7A
22,CR7A
20,CR7A
15,CR7A
31,CR7A
39,CR7A
20,CR7A
20,CR7A
46,CR7A
22,CR7A
19,CR7A
23,CR7A
31,CR7A
22,CR7A
47,CR7A
39,CR7A
29,CR7A
15,CR7A
24,CR7A
15,CR7A
43,CR7A
26,CR7A
23,CR7A
22,CR7A
31,CR7A
13,CR7A
32,CR7A
28,CR7A
30,CR7A
33,CR7A
26,CR7A
20,CR7A
22,CR7A
24,CR7A
19,CR7A
29,CR7A
21,CR7A
20,CR7A
20,CR7A
17,CR7A
14,CR7A
24,CR7A
102,CR7A
31,CR7A
24,CR7A
13,CR7A
17,CR7A
21,CR7A
24,CR7A
23,CR7A
20,CR7A
20,CR7A
21,CR7A
28,CR7A
15,CR7A
15,CR7A
24,CR7A
20,CR7A
24,CR7A
20,CR7A
23,CR7A
27,CR7A
23,CR7A
27,CR7A
22,CR7A
29,CR7A
17,CR7A
16,CR7A
15,CR7A
14,CR7A
12,CR7A
24,CR7A
13,CR7A
18,CR7A
20,CR7A
69,CR7A
21,CR7A
17,CR7A
29,CR7A
34,CR7A
15,CR7A
22,CR7A
40,CR7A
19,CR7A
30,CR7A
30,CR7A
30,CR7A
30,CR7A
53,CR7A
18,CR7A
25,CR7A
14,CR7A
23,CR7A
25,CR7A
20,CR7A
22,CR7A
24,CR7A
20,CR7A
23,CR7A
20,CR7A
26,CR7A
19,CR7A
28,CR7A
20,CR7A
