time,model_name,total_size
18,S1,17092
18,S1,17092
20,S1,17092
21,S1,17092
24,S1,17092
25,S1,17092
21,S1,17092
20,S1,17092
17,S1,17092
21,S1,17092
15,S1,17092
19,S1,17092
18,S1,17092
52,S1,17092
21,S1,17092
35,S1,17092
52,S1,17092
17,S1,17092
34,S1,17092
21,S1,17092
15,S1,17092
16,S1,17092
20,S1,17092
17,S1,17092
38,S1,17092
29,S1,17092
26,S1,17092
32,S1,17092
24,S1,17092
29,S1,17092
24,S1,17092
22,S1,17092
23,S1,17092
14,S1,17092
25,S1,17092
331,S1,17092
25,S1,17092
27,S1,17092
28,S1,17092
24,S1,17092
18,S1,17092
20,S1,17092
22,S1,17092
23,S1,17092
16,S1,17092
16,S1,17092
23,S1,17092
24,S1,17092
21,S1,17092
18,S1,17092
14,S1,17092
15,S1,17092
24,S1,17092
17,S1,17092
24,S1,17092
17,S1,17092
23,S1,17092
34,S1,17092
16,S1,17092
33,S1,17092
57,S1,17092
23,S1,17092
15,S1,17092
22,S1,17092
194,S1,17092
46,S1,17092
34,S1,17092
16,S1,17092
18,S1,17092
18,S1,17092
16,S1,17092
51,S1,17092
18,S1,17092
18,S1,17092
28,S1,17092
18,S1,17092
23,S1,17092
14,S1,17092
15,S1,17092
22,S1,17092
14,S1,17092
290,S1,17092
84,S1,17092
16,S1,17092
30,S1,17092
18,S1,17092
33,S1,17092
25,S1,17092
14,S1,17092
18,S1,17092
18,S1,17092
24,S1,17092
20,S1,17092
127,S1,17092
16,S1,17092
40,S1,17092
35,S1,17092
28,S1,17092
18,S1,17092
23,S1,17092
30,S1,17092
15,S1,17092
20,S1,17092
31,S1,17092
35,S1,17092
16,S1,17092
68,S1,17092
14,S1,17092
32,S1,17092
31,S1,17092
50,S1,17092
42,S1,17092
24,S1,17092
82,S1,17092
15,S1,17092
23,S1,17092
18,S1,17092
24,S1,17092
19,S1,17092
15,S1,17092
16,S1,17092
22,S1,17092
32,S1,17092
25,S1,17092
264,S1,17092
66,S1,17092
26,S1,17092
23,S1,17092
16,S1,17092
23,S1,17092
70,S1,17092
19,S1,17092
33,S1,17092
18,S1,17092
19,S1,17092
17,S1,17092
16,S1,17092
60,S1,17092
21,S1,17092
21,S1,17092
24,S1,17092
14,S1,17092
22,S1,17092
16,S1,17092
16,S1,17092
16,S1,17092
86,S1,17092
21,S1,17092
43,S1,17092
36,S1,17092
21,S1,17092
15,S1,17092
19,S1,17092
18,S1,17092
15,S1,17092
16,S1,17092
118,S1,17092
31,S1,17092
20,S1,17092
25,S1,17092
16,S1,17092
19,S1,17092
15,S1,17092
20,S1,17092
15,S1,17092
18,S1,17092
19,S1,17092
21,S1,17092
26,S1,17092
80,S1,17092
19,S1,17092
51,S1,17092
22,S1,17092
18,S1,17092
20,S1,17092
22,S1,17092
21,S1,17092
20,S1,17092
17,S1,17092
22,S1,17092
20,S1,17092
22,S1,17092
39,S1,17092
31,S1,17092
16,S1,17092
173,S1,17092
43,S1,17092
30,S1,17092
30,S1,17092
33,S1,17092
22,S1,17092
32,S1,17092
14,S1,17092
15,S1,17092
20,S1,17092
21,S1,17092
17,S1,17092
79,S1,17092
15,S1,17092
35,S1,17092
25,S1,17092
21,S1,17092
52,S1,17092
27,S1,17092
16,S1,17092
20,S1,17092
32,S1,17092
28,S1,17092
24,S1,17092
24,S1,17092
16,S1,17092
21,S1,17092
24,S1,17092
16,S1,17092
24,S1,17092
31,S1,17092
21,S1,17092
24,S1,17092
30,S1,17092
17,S1,17092
24,S1,17092
24,S1,17092
16,S1,17092
21,S1,17092
28,S1,17092
98,S1,17092
20,S1,17092
30,S1,17092
25,S1,17092
23,S1,17092
85,S1,17092
21,S1,17092
27,S1,17092
25,S1,17092
21,S1,17092
18,S1,17092
25,S1,17092
16,S1,17092
25,S1,17092
17,S1,17092
78,S1,17092
41,S1,17092
14,S1,17092
119,S1,17092
17,S1,17092
51,S1,17092
33,S1,17092
19,S1,17092
23,S1,17092
25,S1,17092
18,S1,17092
19,S1,17092
43,S1,17092
21,S1,17092
21,S1,17092
18,S1,17092
23,S1,17092
19,S1,17092
29,S1,17092
24,S1,17092
28,S1,17092
18,S1,17092
23,S1,17092
20,S1,17092
17,S1,17092
18,S1,17092
25,S1,17092
20,S1,17092
22,S1,17092
18,S1,17092
20,S1,17092
18,S1,17092
22,S1,17092
21,S1,17092
16,S1,17092
33,S1,17092
29,S1,17092
17,S1,17092
22,S1,17092
15,S1,17092
17,S1,17092
29,S1,17092
17,S1,17092
22,S1,17092
16,S1,17092
18,S1,17092
22,S1,17092
20,S1,17092
139,S1,17092
21,S1,17092
66,S1,17092
20,S1,17092
18,S1,17092
28,S1,17092
31,S1,17092
21,S1,17092
25,S1,17092
17,S1,17092
45,S1,17092
20,S1,17092
21,S1,17092
16,S1,17092
32,S1,17092
35,S1,17092
108,S1,17092
30,S1,17092
60,S1,17092
21,S1,17092
19,S1,17092
28,S1,17092
17,S1,17092
68,S1,17092
48,S1,17092
17,S1,17092
29,S1,17092
35,S1,17092
21,S1,17092
31,S1,17092
60,S1,17092
22,S1,17092
30,S1,17092
26,S1,17092
17,S1,17092
21,S1,17092
18,S1,17092
35,S1,17092
23,S1,17092
27,S1,17092
38,S1,17092
24,S1,17092
26,S1,17092
26,S1,17092
29,S1,17092
59,S1,17092
98,S1,17092
39,S1,17092
26,S1,17092
37,S1,17092
21,S1,17092
44,S1,17092
17,S1,17092
21,S1,17092
40,S1,17092
17,S1,17092
30,S1,17092
55,S1,17092
50,S1,17092
18,S1,17092
32,S1,17092
27,S1,17092
23,S1,17092
27,S1,17092
31,S1,17092
70,S1,17092
23,S1,17092
39,S1,17092
17,S1,17092
32,S1,17092
47,S1,17092
25,S1,17092
19,S1,17092
23,S1,17092
87,S1,17092
26,S1,17092
45,S1,17092
32,S1,17092
47,S1,17092
18,S1,17092
73,S1,17092
31,S1,17092
27,S1,17092
67,S1,17092
50,S1,17092
30,S1,17092
60,S1,17092
44,S1,17092
22,S1,17092
21,S1,17092
32,S1,17092
27,S1,17092
30,S1,17092
34,S1,17092
23,S1,17092
23,S1,17092
62,S1,17092
39,S1,17092
34,S1,17092
34,S1,17092
54,S1,17092
32,S1,17092
26,S1,17092
63,S1,17092
45,S1,17092
61,S1,17092
25,S1,17092
51,S1,17092
25,S1,17092
24,S1,17092
48,S1,17092
28,S1,17092
15,S1,17092
29,S1,17092
43,S1,17092
44,S1,17092
76,S1,17092
20,S1,17092
49,S1,17092
47,S1,17092
22,S1,17092
25,S1,17092
31,S1,17092
45,S1,17092
17,S1,17092
20,S1,17092
17,S1,17092
28,S1,17092
23,S1,17092
20,S1,17092
84,S1,17092
34,S1,17092
50,S1,17092
31,S1,17092
55,S1,17092
24,S1,17092
17,S1,17092
35,S1,17092
24,S1,17092
36,S1,17092
30,S1,17092
30,S1,17092
39,S1,17092
28,S1,17092
36,S1,17092
56,S1,17092
38,S1,17092
35,S1,17092
56,S1,17092
39,S1,17092
41,S1,17092
32,S1,17092
23,S1,17092
31,S1,17092
18,S1,17092
27,S1,17092
40,S1,17092
35,S1,17092
34,S1,17092
30,S1,17092
40,S1,17092
34,S1,17092
28,S1,17092
19,S1,17092
27,S1,17092
33,S1,17092
24,S1,17092
34,S1,17092
25,S1,17092
26,S1,17092
17,S1,17092
24,S1,17092
75,S1,17092
17,S1,17092
27,S1,17092
25,S1,17092
22,S1,17092
30,S1,17092
28,S1,17092
22,S1,17092
30,S1,17092
62,S1,17092
25,S1,17092
85,S1,17092
24,S1,17092
37,S1,17092
16,S1,17092
24,S1,17092
26,S1,17092
23,S1,17092
24,S1,17092
55,S1,17092
65,S1,17092
19,S1,17092
25,S1,17092
29,S1,17092
38,S1,17092
31,S1,17092
45,S1,17092
31,S1,17092
28,S1,17092
54,S1,17092
22,S1,17092
27,S1,17092
23,S1,17092
29,S1,17092
20,S1,17092
62,S1,17092
36,S1,17092
60,S1,17092
18,S1,17092
36,S1,17092
28,S1,17092
75,S1,17092
33,S1,17092
32,S1,17092
28,S1,17092
25,S1,17092
20,S1,17092
16,S1,17092
20,S1,17092
30,S1,17092
22,S1,17092
57,S1,17092
18,S1,17092
24,S1,17092
16,S1,17092
39,S1,17092
18,S1,17092
35,S1,17092
31,S1,17092
24,S1,17092
25,S1,17092
28,S1,17092
34,S1,17092
30,S1,17092
28,S1,17092
22,S1,17092
23,S1,17092
25,S1,17092
21,S1,17092
18,S1,17092
41,S1,17092
26,S1,17092
18,S1,17092
19,S1,17092
38,S1,17092
24,S1,17092
30,S1,17092
37,S1,17092
29,S1,17092
17,S1,17092
19,S1,17092
24,S1,17092
25,S1,17092
17,S1,17092
27,S1,17092
25,S1,17092
21,S1,17092
23,S1,17092
35,S1,17092
19,S1,17092
24,S1,17092
24,S1,17092
29,S1,17092
31,S1,17092
19,S1,17092
34,S1,17092
26,S1,17092
25,S1,17092
22,S1,17092
28,S1,17092
61,S1,17092
33,S1,17092
41,S1,17092
25,S1,17092
23,S1,17092
26,S1,17092
24,S1,17092
44,S1,17092
27,S1,17092
50,S1,17092
27,S1,17092
33,S1,17092
61,S1,17092
25,S1,17092
33,S1,17092
20,S1,17092
33,S1,17092
28,S1,17092
30,S1,17092
27,S1,17092
21,S1,17092
40,S1,17092
24,S1,17092
29,S1,17092
30,S1,17092
41,S1,17092
28,S1,17092
24,S1,17092
29,S1,17092
55,S1,17092
26,S1,17092
21,S1,17092
25,S1,17092
27,S1,17092
41,S1,17092
31,S1,17092
23,S1,17092
28,S1,17092
28,S1,17092
28,S1,17092
24,S1,17092
17,S1,17092
37,S1,17092
27,S1,17092
44,S1,17092
19,S1,17092
31,S1,17092
26,S1,17092
24,S1,17092
18,S1,17092
40,S1,17092
17,S1,17092
26,S1,17092
52,S1,17092
30,S1,17092
55,S1,17092
66,S1,17092
34,S1,17092
33,S1,17092
17,S1,17092
31,S1,17092
25,S1,17092
28,S1,17092
43,S1,17092
25,S1,17092
20,S1,17092
28,S1,17092
29,S1,17092
25,S1,17092
17,S1,17092
28,S1,17092
32,S1,17092
30,S1,17092
26,S1,17092
27,S1,17092
26,S1,17092
23,S1,17092
31,S1,17092
24,S1,17092
29,S1,17092
27,S1,17092
45,S1,17092
50,S1,17092
27,S1,17092
24,S1,17092
18,S1,17092
31,S1,17092
39,S1,17092
28,S1,17092
32,S1,17092
20,S1,17092
22,S1,17092
45,S1,17092
26,S1,17092
45,S1,17092
43,S1,17092
36,S1,17092
90,S1,17092
51,S1,17092
21,S1,17092
22,S1,17092
25,S1,17092
27,S1,17092
35,S1,17092
36,S1,17092
30,S1,17092
36,S1,17092
18,S1,17092
28,S1,17092
16,S1,17092
53,S1,17092
124,S1,17092
35,S1,17092
25,S1,17092
21,S1,17092
22,S1,17092
34,S1,17092
28,S1,17092
27,S1,17092
22,S1,17092
74,S1,17092
39,S1,17092
21,S1,17092
28,S1,17092
37,S1,17092
26,S1,17092
34,S1,17092
17,S1,17092
49,S1,17092
23,S1,17092
20,S1,17092
38,S1,17092
16,S1,17092
14,S1,17092
38,S1,17092
28,S1,17092
25,S1,17092
24,S1,17092
45,S1,17092
18,S1,17092
28,S1,17092
18,S1,17092
32,S1,17092
24,S1,17092
32,S1,17092
37,S1,17092
68,S1,17092
34,S1,17092
21,S1,17092
17,S1,17092
30,S1,17092
23,S1,17092
32,S1,17092
33,S1,17092
22,S1,17092
106,S1,17092
31,S1,17092
23,S1,17092
43,S1,17092
26,S1,17092
37,S1,17092
21,S1,17092
77,S1,17092
16,S1,17092
28,S1,17092
21,S1,17092
50,S1,17092
39,S1,17092
22,S1,17092
26,S1,17092
29,S1,17092
31,S1,17092
24,S1,17092
43,S1,17092
42,S1,17092
27,S1,17092
24,S1,17092
50,S1,17092
47,S1,17092
29,S1,17092
24,S1,17092
20,S1,17092
23,S1,17092
40,S1,17092
63,S1,17092
28,S1,17092
30,S1,17092
51,S1,17092
26,S1,17092
29,S1,17092
28,S1,17092
28,S1,17092
57,S1,17092
34,S1,17092
41,S1,17092
39,S1,17092
36,S1,17092
49,S1,17092
20,S1,17092
27,S1,17092
23,S1,17092
46,S1,17092
39,S1,17092
24,S1,17092
41,S1,17092
43,S1,17092
35,S1,17092
34,S1,17092
23,S1,17092
34,S1,17092
17,S1,17092
23,S1,17092
58,S1,17092
24,S1,17092
32,S1,17092
46,S1,17092
22,S1,17092
17,S1,17092
16,S1,17092
61,S1,17092
16,S1,17092
43,S1,17092
45,S1,17092
54,S1,17092
30,S1,17092
32,S1,17092
16,S1,17092
28,S1,17092
26,S1,17092
27,S1,17092
25,S1,17092
57,S1,17092
29,S1,17092
29,S1,17092
27,S1,17092
17,S1,17092
30,S1,17092
27,S1,17092
38,S1,17092
25,S1,17092
30,S1,17092
22,S1,17092
37,S1,17092
18,S1,17092
38,S1,17092
16,S1,17092
49,S1,17092
23,S1,17092
38,S1,17092
26,S1,17092
47,S1,17092
24,S1,17092
17,S1,17092
23,S1,17092
21,S1,17092
21,S1,17092
13,S1,17092
19,S1,17092
32,S1,17092
48,S1,17092
27,S1,17092
41,S1,17092
42,S1,17092
27,S1,17092
26,S1,17092
26,S1,17092
22,S1,17092
19,S1,17092
35,S1,17092
18,S1,17092
23,S1,17092
21,S1,17092
19,S1,17092
25,S1,17092
42,S1,17092
22,S1,17092
29,S1,17092
38,S1,17092
16,S1,17092
45,S1,17092
32,S1,17092
48,S1,17092
25,S1,17092
20,S1,17092
44,S1,17092
23,S1,17092
17,S1,17092
25,S1,17092
22,S1,17092
30,S1,17092
30,S1,17092
66,S1,17092
33,S1,17092
27,S1,17092
50,S1,17092
38,S1,17092
52,S1,17092
24,S1,17092
15,S1,17092
25,S1,17092
30,S1,17092
40,S1,17092
47,S1,17092
38,S1,17092
41,S1,17092
31,S1,17092
55,S1,17092
32,S1,17092
25,S1,17092
16,S1,17092
26,S1,17092
22,S1,17092
22,S1,17092
27,S1,17092
15,S1,17092
18,S1,17092
49,S1,17092
26,S1,17092
18,S1,17092
25,S1,17092
23,S1,17092
27,S1,17092
30,S1,17092
41,S1,17092
36,S1,17092
35,S1,17092
16,S1,17092
15,S1,17092
62,S1,17092
34,S1,17092
15,S1,17092
37,S1,17092
23,S1,17092
43,S1,17092
35,S1,17092
14,S1,17092
26,S1,17092
24,S1,17092
14,S1,17092
34,S1,17092
23,S1,17092
32,S1,17092
35,S1,17092
31,S1,17092
23,S1,17092
28,S1,17092
35,S1,17092
22,S1,17092
23,S1,17092
21,S1,17092
24,S1,17092
31,S1,17092
26,S1,17092
30,S1,17092
21,S1,17092
27,S1,17092
33,S1,17092
22,S1,17092
36,S1,17092
27,S1,17092
27,S1,17092
17,S1,17092
56,S1,17092
22,S1,17092
34,S1,17092
24,S1,17092
26,S1,17092
26,S1,17092
26,S1,17092
28,S1,17092
40,S1,17092
28,S1,17092
17,S1,17092
28,S1,17092
22,S1,17092
26,S1,17092
21,S1,17092
24,S1,17092
44,S1,17092
35,S1,17092
28,S1,17092
45,S1,17092
27,S1,17092
25,S1,17092
40,S1,17092
17,S1,17092
21,S1,17092
21,S1,17092
20,S1,17092
62,S1,17092
29,S1,17092
30,S1,17092
27,S1,17092
25,S1,17092
31,S1,17092
35,S1,17092
28,S1,17092
21,S1,17092
19,S1,17092
20,S1,17092
55,S1,17092
26,S1,17092
26,S1,17092
24,S1,17092
20,S1,17092
25,S1,17092
24,S1,17092
18,S1,17092
27,S1,17092
25,S1,17092
17,S1,17092
23,S1,17092
23,S1,17092
37,S1,17092
31,S1,17092
17,S1,17092
24,S1,17092
41,S1,17092
25,S1,17092
18,S1,17092
16,S1,17092
33,S1,17092
33,S1,17092
22,S1,17092
28,S1,17092
20,S1,17092
38,S1,17092
40,S1,17092
22,S1,17092
31,S1,17092
19,S1,17092
28,S1,17092
38,S1,17092
30,S1,17092
17,S1,17092
40,S1,17092
31,S1,17092
32,S1,17092
39,S1,17092
29,S1,17092
23,S1,17092
21,S1,17092
24,S1,17092
39,S1,17092
25,S1,17092
22,S1,17092
17,S1,17092
24,S1,17092
30,S1,17092
23,S1,17092
23,S1,17092
24,S1,17092
41,S1,17092
22,S1,17092
19,S1,17092
40,S1,17092
29,S1,17092
30,S1,17092
15,S1,17092
32,S1,17092
23,S1,17092
62,S1,17092
26,S1,17092
23,S1,17092
31,S1,17092
38,S1,17092
23,S1,17092
28,S1,17092
42,S1,17092
25,S1,17092
24,S1,17092
22,S1,17092
15,S1,17092
24,S1,17092
24,S1,17092
46,S1,17092
25,S1,17092
25,S1,17092
16,S1,17092
31,S1,17092
69,S1,17092
32,S1,17092
29,S1,17092
16,S1,17092
27,S1,17092
19,S1,17092
43,S1,17092
36,S1,17092
19,S1,17092
32,S1,17092
25,S1,17092
36,S1,17092
28,S1,17092
52,S1,17092
14,S1,17092
22,S1,17092
25,S1,17092
18,S1,17092
26,S1,17092
23,S1,17092
25,S1,17092
27,S1,17092
19,S1,17092
16,S1,17092
25,S1,17092
41,S1,17092
22,S1,17092
22,S1,17092
31,S1,17092
29,S1,17092
23,S1,17092
17,S1,17092
40,S1,17092
36,S1,17092
30,S1,17092
36,S1,17092
44,S1,17092
24,S1,17092
25,S1,17092
26,S1,17092
31,S1,17092
22,S1,17092
28,S1,17092
23,S1,17092
17,S1,17092
27,S1,17092
37,S1,17092
21,S1,17092
28,S1,17092
41,S1,17092
17,S1,17092
16,S1,17092
24,S1,17092
38,S1,17092
40,S1,17092
49,S1,17092
22,S1,17092
34,S1,17092
27,S1,17092
27,S1,17092
17,S1,17092
36,S1,17092
25,S1,17092
96,S1,17092
43,S1,17092
74,S1,17092
26,S1,17092
32,S1,17092
21,S1,17092
40,S1,17092
49,S1,17092
20,S1,17092
21,S1,17092
23,S1,17092
17,S1,17092
40,S1,17092
16,S1,17092
27,S1,17092
34,S1,17092
19,S1,17092
30,S1,17092
17,S1,17092
25,S1,17092
26,S1,17092
20,S1,17092
33,S1,17092
32,S1,17092
29,S1,17092
68,S1,17092
27,S1,17092
18,S1,17092
32,S1,17092
16,S1,17092
32,S1,17092
33,S1,17092
15,S1,17092
22,S1,17092
26,S1,17092
16,S1,17092
20,S1,17092
47,S1,17092
20,S1,17092
23,S1,17092
26,S1,17092
20,S1,17092
40,S1,17092
19,S1,17092
34,S1,17092
22,S1,17092
26,S1,17092
21,S1,17092
23,S1,17092
24,S1,17092
25,S1,17092
17,S1,17092
17,S1,17092
25,S1,17092
29,S1,17092
32,S1,17092
25,S1,17092
25,S1,17092
32,S1,17092
32,S1,17092
19,S1,17092
19,S1,17092
27,S1,17092
45,S1,17092
34,S1,17092
21,S1,17092
24,S1,17092
24,S1,17092
31,S1,17092
40,S1,17092
37,S1,17092
22,S1,17092
37,S1,17092
21,S1,17092
20,S1,17092
26,S1,17092
134,S1,17092
40,S1,17092
25,S1,17092
22,S1,17092
34,S1,17092
39,S1,17092
26,S1,17092
78,S1,17092
28,S1,17092
43,S1,17092
35,S1,17092
24,S1,17092
41,S1,17092
26,S1,17092
131,S1,17092
36,S1,17092
98,S1,17092
23,S1,17092
243,S1,17092
33,S1,17092
61,S1,17092
25,S1,17092
173,S1,17092
25,S1,17092
100,S1,17092
37,S1,17092
17,S1,17092
21,S1,17092
43,S1,17092
27,S1,17092
161,S1,17092
34,S1,17092
77,S1,17092
28,S1,17092
49,S1,17092
43,S1,17092
37,S1,17092
144,S1,17092
29,S1,17092
21,S1,17092
25,S1,17092
27,S1,17092
214,S1,17092
16,S1,17092
35,S1,17092
25,S1,17092
167,S1,17092
53,S1,17092
22,S1,17092
28,S1,17092
18,S1,17092
370,S1,17092
180,S1,17092
21,S1,17092
39,S1,17092
56,S1,17092
41,S1,17092
29,S1,17092
29,S1,17092
57,S1,17092
24,S1,17092
385,S1,17092
18,S1,17092
80,S1,17092
35,S1,17092
22,S1,17092
22,S1,17092
29,S1,17092
157,S1,17092
17,S1,17092
284,S1,17092
106,S1,17092
369,S1,17092
29,S1,17092
24,S1,17092
19,S1,17092
23,S1,17092
29,S1,17092
24,S1,17092
1406,S1,17092
31,S1,17092
33,S1,17092
191,S1,17092
23,S1,17092
21,S1,17092
42,S1,17092
17,S1,17092
19,S1,17092
30,S1,17092
17,S1,17092
17,S1,17092
33,S1,17092
33,S1,17092
22,S1,17092
22,S1,17092
64,S1,17092
34,S1,17092
78,S1,17092
27,S1,17092
143,S1,17092
22,S1,17092
72,S1,17092
34,S1,17092
31,S1,17092
24,S1,17092
22,S1,17092
28,S1,17092
182,S1,17092
22,S1,17092
387,S1,17092
183,S1,17092
82,S1,17092
30,S1,17092
25,S1,17092
25,S1,17092
20,S1,17092
29,S1,17092
280,S1,17092
16,S1,17092
21,S1,17092
32,S1,17092
25,S1,17092
163,S1,17092
33,S1,17092
30,S1,17092
26,S1,17092
150,S1,17092
29,S1,17092
18,S1,17092
456,S1,17092
30,S1,17092
24,S1,17092
44,S1,17092
31,S1,17092
24,S1,17092
24,S1,17092
27,S1,17092
253,S1,17092
29,S1,17092
22,S1,17092
23,S1,17092
27,S1,17092
23,S1,17092
32,S1,17092
47,S1,17092
28,S1,17092
23,S1,17092
23,S1,17092
32,S1,17092
48,S1,17092
19,S1,17092
24,S1,17092
31,S1,17092
264,S1,17092
24,S1,17092
21,S1,17092
25,S1,17092
26,S1,17092
49,S1,17092
24,S1,17092
20,S1,17092
18,S1,17092
24,S1,17092
68,S1,17092
26,S1,17092
34,S1,17092
24,S1,17092
22,S1,17092
22,S1,17092
23,S1,17092
22,S1,17092
29,S1,17092
59,S1,17092
29,S1,17092
189,S1,17092
37,S1,17092
19,S1,17092
25,S1,17092
22,S1,17092
304,S1,17092
34,S1,17092
38,S1,17092
26,S1,17092
17,S1,17092
26,S1,17092
32,S1,17092
105,S1,17092
37,S1,17092
24,S1,17092
21,S1,17092
24,S1,17092
17,S1,17092
20,S1,17092
24,S1,17092
22,S1,17092
27,S1,17092
36,S1,17092
136,S1,17092
56,S1,17092
18,S1,17092
19,S1,17092
39,S1,17092
21,S1,17092
29,S1,17092
19,S1,17092
22,S1,17092
19,S1,17092
19,S1,17092
31,S1,17092
17,S1,17092
26,S1,17092
24,S1,17092
16,S1,17092
15,S1,17092
32,S1,17092
33,S1,17092
83,S1,17092
40,S1,17092
22,S1,17092
40,S1,17092
116,S1,17092
33,S1,17092
31,S1,17092
25,S1,17092
26,S1,17092
29,S1,17092
30,S1,17092
29,S1,17092
27,S1,17092
151,S1,17092
17,S1,17092
24,S1,17092
20,S1,17092
24,S1,17092
26,S1,17092
34,S1,17092
19,S1,17092
226,S1,17092
28,S1,17092
20,S1,17092
42,S1,17092
25,S1,17092
37,S1,17092
25,S1,17092
55,S1,17092
46,S1,17092
32,S1,17092
20,S1,17092
25,S1,17092
33,S1,17092
30,S1,17092
33,S1,17092
26,S1,17092
26,S1,17092
42,S1,17092
15,S1,17092
27,S1,17092
27,S1,17092
43,S1,17092
23,S1,17092
17,S1,17092
16,S1,17092
55,S1,17092
27,S1,17092
44,S1,17092
38,S1,17092
25,S1,17092
29,S1,17092
23,S1,17092
25,S1,17092
29,S1,17092
19,S1,17092
44,S1,17092
33,S1,17092
51,S1,17092
36,S1,17092
30,S1,17092
42,S1,17092
31,S1,17092
36,S1,17092
125,S1,17092
30,S1,17092
34,S1,17092
52,S1,17092
34,S1,17092
27,S1,17092
27,S1,17092
32,S1,17092
28,S1,17092
26,S1,17092
161,S1,17092
21,S1,17092
28,S1,17092
30,S1,17092
27,S1,17092
75,S1,17092
21,S1,17092
82,S1,17092
389,S1,17092
44,S1,17092
40,S1,17092
34,S1,17092
36,S1,17092
295,S1,17092
38,S1,17092
56,S1,17092
26,S1,17092
81,S1,17092
17,S1,17092
36,S1,17092
235,S1,17092
54,S1,17092
34,S1,17092
21,S1,17092
26,S1,17092
37,S1,17092
38,S1,17092
422,S1,17092
26,S1,17092
24,S1,17092
33,S1,17092
21,S1,17092
25,S1,17092
43,S1,17092
45,S1,17092
28,S1,17092
114,S1,17092
17,S1,17092
39,S1,17092
22,S1,17092
23,S1,17092
23,S1,17092
18,S1,17092
18,S1,17092
21,S1,17092
48,S1,17092
29,S1,17092
34,S1,17092
23,S1,17092
291,S1,17092
31,S1,17092
25,S1,17092
29,S1,17092
35,S1,17092
29,S1,17092
41,S1,17092
51,S1,17092
464,S1,17092
38,S1,17092
19,S1,17092
33,S1,17092
45,S1,17092
41,S1,17092
24,S1,17092
28,S1,17092
19,S1,17092
17,S1,17092
26,S1,17092
28,S1,17092
18,S1,17092
33,S1,17092
29,S1,17092
22,S1,17092
86,S1,17092
16,S1,17092
25,S1,17092
214,S1,17092
23,S1,17092
29,S1,17092
33,S1,17092
32,S1,17092
54,S1,17092
72,S1,17092
23,S1,17092
22,S1,17092
36,S1,17092
16,S1,17092
24,S1,17092
23,S1,17092
25,S1,17092
26,S1,17092
10893,S1,17092
27,S1,17092
33,S1,17092
24,S1,17092
21,S1,17092
39,S1,17092
32,S1,17092
144,S1,17092
34,S1,17092
22,S1,17092
25,S1,17092
18,S1,17092
32,S1,17092
28,S1,17092
35,S1,17092
41,S1,17092
37,S1,17092
40,S1,17092
35,S1,17092
41,S1,17092
36,S1,17092
108,S1,17092
27,S1,17092
24,S1,17092
36,S1,17092
18,S1,17092
18,S1,17092
291,S1,17092
26,S1,17092
19,S1,17092
19,S1,17092
23,S1,17092
42,S1,17092
42,S1,17092
33,S1,17092
19,S1,17092
38,S1,17092
35,S1,17092
24,S1,17092
30,S1,17092
22,S1,17092
24,S1,17092
22,S1,17092
24,S1,17092
26,S1,17092
24,S1,17092
567,S1,17092
39,S1,17092
1116,S1,17092
23,S1,17092
23,S1,17092
93,S1,17092
18,S1,17092
42,S1,17092
28,S1,17092
36,S1,17092
25,S1,17092
29,S1,17092
33,S1,17092
19,S1,17092
28,S1,17092
25,S1,17092
44,S1,17092
36,S1,17092
38,S1,17092
29,S1,17092
26,S1,17092
32,S1,17092
606,S1,17092
31,S1,17092
459,S1,17092
43,S1,17092
24,S1,17092
43,S1,17092
33,S1,17092
32,S1,17092
161,S1,17092
442,S1,17092
19,S1,17092
20,S1,17092
226,S1,17092
16,S1,17092
20,S1,17092
18,S1,17092
26,S1,17092
20,S1,17092
20,S1,17092
25,S1,17092
41,S1,17092
40,S1,17092
38,S1,17092
297,S1,17092
33,S1,17092
33,S1,17092
26,S1,17092
39,S1,17092
30,S1,17092
35,S1,17092
35,S1,17092
22,S1,17092
827,S1,17092
16,S1,17092
171,S1,17092
670,S1,17092
51,S1,17092
30,S1,17092
15,S1,17092
37,S1,17092
16,S1,17092
53,S1,17092
30,S1,17092
169,S1,17092
32,S1,17092
47,S1,17092
22,S1,17092
37,S1,17092
102,S1,17092
29,S1,17092
28,S1,17092
34,S1,17092
102,S1,17092
27,S1,17092
24,S1,17092
24,S1,17092
31,S1,17092
22,S1,17092
31,S1,17092
189,S1,17092
23,S1,17092
20,S1,17092
3925,S1,17092
1846,S1,17092
34,S1,17092
28,S1,17092
63,S1,17092
25,S1,17092
19,S1,17092
3148,S1,17092
1459,S1,17092
18,S1,17092
32,S1,17092
24,S1,17092
210,S1,17092
27,S1,17092
36,S1,17092
22,S1,17092
7504,S1,17092
30,S1,17092
21,S1,17092
18,S1,17092
27,S1,17092
34,S1,17092
29,S1,17092
1090,S1,17092
85,S1,17092
31,S1,17092
1698,S1,17092
34,S1,17092
26,S1,17092
27,S1,17092
34,S1,17092
26,S1,17092
38,S1,17092
40,S1,17092
21,S1,17092
27,S1,17092
35,S1,17092
57,S1,17092
219,S1,17092
45,S1,17092
29,S1,17092
27,S1,17092
16,S1,17092
33,S1,17092
32,S1,17092
29,S1,17092
28,S1,17092
25,S1,17092
27,S1,17092
24,S1,17092
23,S1,17092
36,S1,17092
43,S1,17092
35,S1,17092
55,S1,17092
38,S1,17092
29,S1,17092
