time,model_name,size
47,S2,10525
41,S2,10525
83,S2,10525
77,S2,10525
46,S2,10525
42,S2,10525
47,S2,10525
100,S2,10525
71,S2,10525
86,S2,10525
42,S2,10525
57,S2,10525
83,S2,10525
42,S2,10525
164,S2,10525
61,S2,10525
82,S2,10525
40,S2,10525
43,S2,10525
43,S2,10525
8,S2,10525
8,S2,10525
10,S2,10525
7,S2,10525
9,S2,10525
26,S2,10525
8,S2,10525
8,S2,10525
9,S2,10525
11,S2,10525
9,S2,10525
10,S2,10525
12,S2,10525
14,S2,10525
9,S2,10525
18,S2,10525
8,S2,10525
16,S2,10525
9,S2,10525
11,S2,10525
15,S2,10525
15,S2,10525
10,S2,10525
10,S2,10525
11,S2,10525
13,S2,10525
9,S2,10525
11,S2,10525
12,S2,10525
17,S2,10525
9,S2,10525
12,S2,10525
8,S2,10525
13,S2,10525
7,S2,10525
11,S2,10525
9,S2,10525
8,S2,10525
8,S2,10525
14,S2,10525
7,S2,10525
12,S2,10525
9,S2,10525
8,S2,10525
16,S2,10525
12,S2,10525
10,S2,10525
11,S2,10525
15,S2,10525
8,S2,10525
8,S2,10525
8,S2,10525
9,S2,10525
11,S2,10525
8,S2,10525
9,S2,10525
20,S2,10525
8,S2,10525
9,S2,10525
11,S2,10525
10,S2,10525
9,S2,10525
11,S2,10525
10,S2,10525
10,S2,10525
7,S2,10525
54,S2,10525
64,S2,10525
93,S2,10525
117,S2,10525
54,S2,10525
75,S2,10525
70,S2,10525
167,S2,10525
53,S2,10525
111,S2,10525
243,S2,10525
57,S2,10525
65,S2,10525
91,S2,10525
88,S2,10525
74,S2,10525
66,S2,10525
121,S2,10525
56,S2,10525
55,S2,10525
94,S2,10525
78,S2,10525
63,S2,10525
85,S2,10525
74,S2,10525
69,S2,10525
114,S2,10525
136,S2,10525
66,S2,10525
113,S2,10525
66,S2,10525
68,S2,10525
126,S2,10525
54,S2,10525
66,S2,10525
81,S2,10525
98,S2,10525
61,S2,10525
83,S2,10525
65,S2,10525
75,S2,10525
74,S2,10525
76,S2,10525
96,S2,10525
85,S2,10525
63,S2,10525
79,S2,10525
235,S2,10525
67,S2,10525
78,S2,10525
95,S2,10525
68,S2,10525
75,S2,10525
83,S2,10525
82,S2,10525
146,S2,10525
60,S2,10525
168,S2,10525
147,S2,10525
356,S2,10525
236,S2,10525
125,S2,10525
119,S2,10525
238,S2,10525
198,S2,10525
233,S2,10525
232,S2,10525
227,S2,10525
309,S2,10525
211,S2,10525
271,S2,10525
161,S2,10525
446,S2,10525
130,S2,10525
248,S2,10525
154,S2,10525
283,S2,10525
168,S2,10525
190,S2,10525
178,S2,10525
176,S2,10525
127,S2,10525
147,S2,10525
143,S2,10525
147,S2,10525
330,S2,10525
243,S2,10525
148,S2,10525
253,S2,10525
191,S2,10525
148,S2,10525
148,S2,10525
327,S2,10525
114,S2,10525
170,S2,10525
201,S2,10525
146,S2,10525
320,S2,10525
145,S2,10525
178,S2,10525
114,S2,10525
130,S2,10525
227,S2,10525
134,S2,10525
186,S2,10525
166,S2,10525
327,S2,10525
142,S2,10525
280,S2,10525
116,S2,10525
298,S2,10525
176,S2,10525
154,S2,10525
398,S2,10525
216,S2,10525
196,S2,10525
169,S2,10525
170,S2,10525
134,S2,10525
186,S2,10525
159,S2,10525
230,S2,10525
155,S2,10525
139,S2,10525
251,S2,10525
371,S2,10525
159,S2,10525
178,S2,10525
165,S2,10525
136,S2,10525
160,S2,10525
232,S2,10525
146,S2,10525
224,S2,10525
191,S2,10525
111,S2,10525
107,S2,10525
206,S2,10525
238,S2,10525
132,S2,10525
165,S2,10525
154,S2,10525
356,S2,10525
121,S2,10525
253,S2,10525
163,S2,10525
235,S2,10525
193,S2,10525
251,S2,10525
169,S2,10525
276,S2,10525
195,S2,10525
153,S2,10525
235,S2,10525
223,S2,10525
165,S2,10525
117,S2,10525
250,S2,10525
231,S2,10525
130,S2,10525
228,S2,10525
143,S2,10525
120,S2,10525
241,S2,10525
182,S2,10525
152,S2,10525
143,S2,10525
237,S2,10525
167,S2,10525
196,S2,10525
132,S2,10525
131,S2,10525
257,S2,10525
254,S2,10525
178,S2,10525
288,S2,10525
186,S2,10525
248,S2,10525
205,S2,10525
164,S2,10525
195,S2,10525
228,S2,10525
252,S2,10525
156,S2,10525
155,S2,10525
127,S2,10525
237,S2,10525
203,S2,10525
143,S2,10525
219,S2,10525
316,S2,10525
216,S2,10525
382,S2,10525
155,S2,10525
236,S2,10525
304,S2,10525
183,S2,10525
174,S2,10525
165,S2,10525
127,S2,10525
326,S2,10525
178,S2,10525
162,S2,10525
391,S2,10525
312,S2,10525
291,S2,10525
222,S2,10525
128,S2,10525
476,S2,10525
162,S2,10525
142,S2,10525
149,S2,10525
137,S2,10525
173,S2,10525
176,S2,10525
120,S2,10525
265,S2,10525
169,S2,10525
195,S2,10525
142,S2,10525
178,S2,10525
176,S2,10525
152,S2,10525
258,S2,10525
255,S2,10525
229,S2,10525
115,S2,10525
260,S2,10525
141,S2,10525
146,S2,10525
224,S2,10525
242,S2,10525
219,S2,10525
150,S2,10525
174,S2,10525
273,S2,10525
229,S2,10525
245,S2,10525
232,S2,10525
118,S2,10525
321,S2,10525
297,S2,10525
146,S2,10525
259,S2,10525
326,S2,10525
154,S2,10525
168,S2,10525
321,S2,10525
147,S2,10525
149,S2,10525
217,S2,10525
60,S2,10525
122,S2,10525
77,S2,10525
60,S2,10525
965,S2,10525
149,S2,10525
117,S2,10525
121,S2,10525
151,S2,10525
225,S2,10525
78,S2,10525
69,S2,10525
99,S2,10525
60,S2,10525
56,S2,10525
76,S2,10525
66,S2,10525
114,S2,10525
161,S2,10525
71,S2,10525
109,S2,10525
72,S2,10525
102,S2,10525
66,S2,10525
150,S2,10525
67,S2,10525
204,S2,10525
84,S2,10525
119,S2,10525
103,S2,10525
914,S2,10525
107,S2,10525
61,S2,10525
83,S2,10525
59,S2,10525
133,S2,10525
200,S2,10525
147,S2,10525
129,S2,10525
85,S2,10525
79,S2,10525
103,S2,10525
81,S2,10525
86,S2,10525
58,S2,10525
83,S2,10525
71,S2,10525
102,S2,10525
316,S2,10525
85,S2,10525
132,S2,10525
128,S2,10525
122,S2,10525
153,S2,10525
64,S2,10525
81,S2,10525
113,S2,10525
100,S2,10525
176,S2,10525
105,S2,10525
56,S2,10525
217,S2,10525
85,S2,10525
108,S2,10525
106,S2,10525
92,S2,10525
71,S2,10525
80,S2,10525
80,S2,10525
836,S2,10525
68,S2,10525
86,S2,10525
69,S2,10525
137,S2,10525
1326,S2,10525
115,S2,10525
92,S2,10525
73,S2,10525
423,S2,10525
91,S2,10525
77,S2,10525
97,S2,10525
89,S2,10525
113,S2,10525
68,S2,10525
67,S2,10525
116,S2,10525
153,S2,10525
104,S2,10525
59,S2,10525
99,S2,10525
229,S2,10525
93,S2,10525
87,S2,10525
102,S2,10525
82,S2,10525
130,S2,10525
128,S2,10525
143,S2,10525
170,S2,10525
116,S2,10525
211,S2,10525
58,S2,10525
75,S2,10525
79,S2,10525
114,S2,10525
82,S2,10525
105,S2,10525
125,S2,10525
117,S2,10525
180,S2,10525
109,S2,10525
120,S2,10525
128,S2,10525
154,S2,10525
165,S2,10525
186,S2,10525
458,S2,10525
154,S2,10525
935,S2,10525
186,S2,10525
119,S2,10525
145,S2,10525
192,S2,10525
116,S2,10525
219,S2,10525
142,S2,10525
357,S2,10525
162,S2,10525
257,S2,10525
185,S2,10525
125,S2,10525
171,S2,10525
166,S2,10525
205,S2,10525
170,S2,10525
152,S2,10525
296,S2,10525
196,S2,10525
212,S2,10525
209,S2,10525
94,S2,10525
187,S2,10525
154,S2,10525
348,S2,10525
123,S2,10525
126,S2,10525
389,S2,10525
168,S2,10525
277,S2,10525
135,S2,10525
226,S2,10525
276,S2,10525
467,S2,10525
148,S2,10525
307,S2,10525
215,S2,10525
141,S2,10525
460,S2,10525
178,S2,10525
186,S2,10525
160,S2,10525
16,S2,10525
8,S2,10525
10,S2,10525
7,S2,10525
10,S2,10525
9,S2,10525
8,S2,10525
13,S2,10525
7,S2,10525
8,S2,10525
16,S2,10525
11,S2,10525
7,S2,10525
11,S2,10525
8,S2,10525
7,S2,10525
8,S2,10525
11,S2,10525
11,S2,10525
9,S2,10525
9,S2,10525
13,S2,10525
10,S2,10525
9,S2,10525
12,S2,10525
19,S2,10525
9,S2,10525
12,S2,10525
10,S2,10525
9,S2,10525
13,S2,10525
8,S2,10525
9,S2,10525
10,S2,10525
26,S2,10525
9,S2,10525
20,S2,10525
10,S2,10525
9,S2,10525
12,S2,10525
9,S2,10525
16,S2,10525
8,S2,10525
7,S2,10525
8,S2,10525
7,S2,10525
12,S2,10525
8,S2,10525
10,S2,10525
10,S2,10525
8,S2,10525
8,S2,10525
7,S2,10525
11,S2,10525
8,S2,10525
8,S2,10525
8,S2,10525
8,S2,10525
13,S2,10525
8,S2,10525
9,S2,10525
8,S2,10525
13,S2,10525
7,S2,10525
9,S2,10525
8,S2,10525
8,S2,10525
7,S2,10525
5,S2,10525
11,S2,10525
8,S2,10525
9,S2,10525
9,S2,10525
15,S2,10525
14,S2,10525
9,S2,10525
8,S2,10525
11,S2,10525
13,S2,10525
12,S2,10525
24,S2,10525
10,S2,10525
11,S2,10525
13,S2,10525
12,S2,10525
6,S2,10525
8,S2,10525
7,S2,10525
14,S2,10525
7,S2,10525
6,S2,10525
14,S2,10525
14,S2,10525
7,S2,10525
7,S2,10525
7,S2,10525
6,S2,10525
7,S2,10525
7,S2,10525
8,S2,10525
7,S2,10525
11,S2,10525
9,S2,10525
9,S2,10525
8,S2,10525
20,S2,10525
9,S2,10525
11,S2,10525
9,S2,10525
9,S2,10525
10,S2,10525
8,S2,10525
8,S2,10525
8,S2,10525
7,S2,10525
11,S2,10525
9,S2,10525
8,S2,10525
8,S2,10525
11,S2,10525
7,S2,10525
9,S2,10525
8,S2,10525
13,S2,10525
11,S2,10525
11,S2,10525
19,S2,10525
7,S2,10525
7,S2,10525
8,S2,10525
12,S2,10525
11,S2,10525
10,S2,10525
10,S2,10525
10,S2,10525
7,S2,10525
9,S2,10525
26,S2,10525
10,S2,10525
8,S2,10525
9,S2,10525
11,S2,10525
9,S2,10525
7,S2,10525
5,S2,10525
8,S2,10525
9,S2,10525
21,S2,10525
9,S2,10525
8,S2,10525
29,S2,10525
9,S2,10525
14,S2,10525
7,S2,10525
11,S2,10525
9,S2,10525
16,S2,10525
8,S2,10525
8,S2,10525
12,S2,10525
11,S2,10525
8,S2,10525
16,S2,10525
8,S2,10525
8,S2,10525
10,S2,10525
11,S2,10525
11,S2,10525
14,S2,10525
9,S2,10525
8,S2,10525
11,S2,10525
9,S2,10525
8,S2,10525
9,S2,10525
8,S2,10525
12,S2,10525
11,S2,10525
8,S2,10525
11,S2,10525
8,S2,10525
10,S2,10525
14,S2,10525
7,S2,10525
4,S2,10525
16,S2,10525
9,S2,10525
12,S2,10525
14,S2,10525
6,S2,10525
8,S2,10525
8,S2,10525
7,S2,10525
8,S2,10525
9,S2,10525
7,S2,10525
19,S2,10525
15,S2,10525
8,S2,10525
15,S2,10525
5,S2,10525
11,S2,10525
13,S2,10525
12,S2,10525
6,S2,10525
18,S2,10525
27,S2,10525
11,S2,10525
9,S2,10525
12,S2,10525
9,S2,10525
10,S2,10525
12,S2,10525
8,S2,10525
11,S2,10525
13,S2,10525
6,S2,10525
7,S2,10525
7,S2,10525
10,S2,10525
11,S2,10525
10,S2,10525
11,S2,10525
39,S2,10525
10,S2,10525
8,S2,10525
11,S2,10525
9,S2,10525
7,S2,10525
9,S2,10525
7,S2,10525
8,S2,10525
7,S2,10525
14,S2,10525
8,S2,10525
13,S2,10525
10,S2,10525
8,S2,10525
7,S2,10525
7,S2,10525
9,S2,10525
8,S2,10525
7,S2,10525
4,S2,10525
21,S2,10525
7,S2,10525
8,S2,10525
12,S2,10525
21,S2,10525
8,S2,10525
9,S2,10525
9,S2,10525
8,S2,10525
8,S2,10525
11,S2,10525
8,S2,10525
10,S2,10525
9,S2,10525
12,S2,10525
7,S2,10525
10,S2,10525
10,S2,10525
19,S2,10525
9,S2,10525
12,S2,10525
11,S2,10525
14,S2,10525
11,S2,10525
12,S2,10525
7,S2,10525
10,S2,10525
7,S2,10525
12,S2,10525
7,S2,10525
8,S2,10525
9,S2,10525
7,S2,10525
6,S2,10525
12,S2,10525
9,S2,10525
8,S2,10525
12,S2,10525
9,S2,10525
7,S2,10525
14,S2,10525
11,S2,10525
7,S2,10525
93,S2,10525
60,S2,10525
99,S2,10525
125,S2,10525
69,S2,10525
87,S2,10525
70,S2,10525
100,S2,10525
127,S2,10525
72,S2,10525
66,S2,10525
103,S2,10525
114,S2,10525
65,S2,10525
81,S2,10525
62,S2,10525
132,S2,10525
74,S2,10525
63,S2,10525
69,S2,10525
110,S2,10525
59,S2,10525
67,S2,10525
87,S2,10525
64,S2,10525
92,S2,10525
100,S2,10525
63,S2,10525
87,S2,10525
96,S2,10525
74,S2,10525
92,S2,10525
63,S2,10525
75,S2,10525
63,S2,10525
70,S2,10525
101,S2,10525
68,S2,10525
187,S2,10525
94,S2,10525
84,S2,10525
71,S2,10525
138,S2,10525
98,S2,10525
79,S2,10525
72,S2,10525
307,S2,10525
68,S2,10525
116,S2,10525
55,S2,10525
98,S2,10525
78,S2,10525
62,S2,10525
77,S2,10525
90,S2,10525
66,S2,10525
57,S2,10525
68,S2,10525
171,S2,10525
104,S2,10525
57,S2,10525
62,S2,10525
68,S2,10525
155,S2,10525
82,S2,10525
66,S2,10525
66,S2,10525
57,S2,10525
62,S2,10525
100,S2,10525
73,S2,10525
146,S2,10525
76,S2,10525
90,S2,10525
86,S2,10525
102,S2,10525
86,S2,10525
53,S2,10525
136,S2,10525
163,S2,10525
58,S2,10525
100,S2,10525
65,S2,10525
54,S2,10525
59,S2,10525
75,S2,10525
68,S2,10525
70,S2,10525
137,S2,10525
60,S2,10525
124,S2,10525
77,S2,10525
77,S2,10525
92,S2,10525
93,S2,10525
63,S2,10525
62,S2,10525
88,S2,10525
69,S2,10525
119,S2,10525
81,S2,10525
156,S2,10525
65,S2,10525
63,S2,10525
96,S2,10525
105,S2,10525
89,S2,10525
86,S2,10525
100,S2,10525
75,S2,10525
66,S2,10525
64,S2,10525
95,S2,10525
151,S2,10525
71,S2,10525
62,S2,10525
99,S2,10525
69,S2,10525
67,S2,10525
89,S2,10525
59,S2,10525
94,S2,10525
131,S2,10525
65,S2,10525
66,S2,10525
61,S2,10525
62,S2,10525
80,S2,10525
60,S2,10525
129,S2,10525
89,S2,10525
89,S2,10525
178,S2,10525
70,S2,10525
67,S2,10525
124,S2,10525
103,S2,10525
108,S2,10525
86,S2,10525
102,S2,10525
57,S2,10525
100,S2,10525
150,S2,10525
130,S2,10525
60,S2,10525
59,S2,10525
79,S2,10525
113,S2,10525
132,S2,10525
92,S2,10525
74,S2,10525
84,S2,10525
71,S2,10525
112,S2,10525
85,S2,10525
103,S2,10525
67,S2,10525
66,S2,10525
74,S2,10525
69,S2,10525
82,S2,10525
68,S2,10525
129,S2,10525
109,S2,10525
136,S2,10525
61,S2,10525
65,S2,10525
76,S2,10525
80,S2,10525
90,S2,10525
64,S2,10525
114,S2,10525
665,S2,10525
78,S2,10525
102,S2,10525
118,S2,10525
63,S2,10525
128,S2,10525
103,S2,10525
155,S2,10525
75,S2,10525
107,S2,10525
62,S2,10525
95,S2,10525
69,S2,10525
69,S2,10525
66,S2,10525
87,S2,10525
65,S2,10525
81,S2,10525
87,S2,10525
58,S2,10525
78,S2,10525
114,S2,10525
57,S2,10525
68,S2,10525
80,S2,10525
60,S2,10525
126,S2,10525
68,S2,10525
85,S2,10525
77,S2,10525
109,S2,10525
86,S2,10525
82,S2,10525
72,S2,10525
70,S2,10525
92,S2,10525
58,S2,10525
77,S2,10525
136,S2,10525
111,S2,10525
66,S2,10525
53,S2,10525
72,S2,10525
97,S2,10525
82,S2,10525
86,S2,10525
81,S2,10525
54,S2,10525
56,S2,10525
100,S2,10525
54,S2,10525
63,S2,10525
91,S2,10525
91,S2,10525
90,S2,10525
66,S2,10525
56,S2,10525
109,S2,10525
111,S2,10525
83,S2,10525
63,S2,10525
95,S2,10525
115,S2,10525
63,S2,10525
66,S2,10525
93,S2,10525
115,S2,10525
97,S2,10525
62,S2,10525
113,S2,10525
85,S2,10525
139,S2,10525
64,S2,10525
70,S2,10525
88,S2,10525
57,S2,10525
236,S2,10525
74,S2,10525
82,S2,10525
67,S2,10525
69,S2,10525
66,S2,10525
111,S2,10525
81,S2,10525
77,S2,10525
92,S2,10525
62,S2,10525
141,S2,10525
108,S2,10525
63,S2,10525
53,S2,10525
84,S2,10525
89,S2,10525
98,S2,10525
68,S2,10525
82,S2,10525
65,S2,10525
146,S2,10525
57,S2,10525
8,S2,10525
12,S2,10525
16,S2,10525
9,S2,10525
9,S2,10525
8,S2,10525
8,S2,10525
8,S2,10525
8,S2,10525
9,S2,10525
7,S2,10525
8,S2,10525
8,S2,10525
17,S2,10525
9,S2,10525
8,S2,10525
10,S2,10525
20,S2,10525
14,S2,10525
8,S2,10525
8,S2,10525
13,S2,10525
9,S2,10525
8,S2,10525
8,S2,10525
11,S2,10525
14,S2,10525
12,S2,10525
15,S2,10525
16,S2,10525
10,S2,10525
9,S2,10525
8,S2,10525
8,S2,10525
10,S2,10525
9,S2,10525
11,S2,10525
14,S2,10525
10,S2,10525
9,S2,10525
14,S2,10525
8,S2,10525
9,S2,10525
8,S2,10525
9,S2,10525
8,S2,10525
13,S2,10525
14,S2,10525
9,S2,10525
16,S2,10525
7,S2,10525
9,S2,10525
8,S2,10525
8,S2,10525
12,S2,10525
10,S2,10525
8,S2,10525
9,S2,10525
27,S2,10525
18,S2,10525
8,S2,10525
14,S2,10525
10,S2,10525
8,S2,10525
9,S2,10525
9,S2,10525
37,S2,10525
11,S2,10525
11,S2,10525
8,S2,10525
8,S2,10525
8,S2,10525
10,S2,10525
8,S2,10525
8,S2,10525
9,S2,10525
13,S2,10525
8,S2,10525
16,S2,10525
11,S2,10525
11,S2,10525
13,S2,10525
9,S2,10525
19,S2,10525
11,S2,10525
37,S2,10525
9,S2,10525
13,S2,10525
7,S2,10525
13,S2,10525
11,S2,10525
8,S2,10525
10,S2,10525
18,S2,10525
10,S2,10525
8,S2,10525
10,S2,10525
9,S2,10525
13,S2,10525
18,S2,10525
10,S2,10525
17,S2,10525
11,S2,10525
17,S2,10525
18,S2,10525
13,S2,10525
16,S2,10525
14,S2,10525
13,S2,10525
14,S2,10525
9,S2,10525
12,S2,10525
11,S2,10525
15,S2,10525
11,S2,10525
9,S2,10525
10,S2,10525
11,S2,10525
24,S2,10525
9,S2,10525
15,S2,10525
17,S2,10525
13,S2,10525
13,S2,10525
11,S2,10525
11,S2,10525
12,S2,10525
14,S2,10525
38,S2,10525
15,S2,10525
16,S2,10525
13,S2,10525
14,S2,10525
8,S2,10525
13,S2,10525
8,S2,10525
8,S2,10525
17,S2,10525
9,S2,10525
9,S2,10525
13,S2,10525
7,S2,10525
16,S2,10525
13,S2,10525
24,S2,10525
9,S2,10525
11,S2,10525
14,S2,10525
15,S2,10525
10,S2,10525
18,S2,10525
8,S2,10525
17,S2,10525
9,S2,10525
15,S2,10525
11,S2,10525
9,S2,10525
10,S2,10525
11,S2,10525
10,S2,10525
12,S2,10525
15,S2,10525
10,S2,10525
9,S2,10525
10,S2,10525
12,S2,10525
10,S2,10525
9,S2,10525
9,S2,10525
11,S2,10525
9,S2,10525
9,S2,10525
10,S2,10525
13,S2,10525
8,S2,10525
13,S2,10525
8,S2,10525
11,S2,10525
8,S2,10525
7,S2,10525
11,S2,10525
14,S2,10525
10,S2,10525
13,S2,10525
10,S2,10525
10,S2,10525
7,S2,10525
10,S2,10525
7,S2,10525
15,S2,10525
12,S2,10525
11,S2,10525
14,S2,10525
6,S2,10525
13,S2,10525
14,S2,10525
12,S2,10525
11,S2,10525
14,S2,10525
8,S2,10525
10,S2,10525
10,S2,10525
12,S2,10525
9,S2,10525
9,S2,10525
12,S2,10525
10,S2,10525
16,S2,10525
8,S2,10525
13,S2,10525
11,S2,10525
11,S2,10525
11,S2,10525
10,S2,10525
10,S2,10525
10,S2,10525
8,S2,10525
13,S2,10525
21,S2,10525
20,S2,10525
10,S2,10525
8,S2,10525
7,S2,10525
8,S2,10525
9,S2,10525
8,S2,10525
8,S2,10525
20,S2,10525
7,S2,10525
7,S2,10525
14,S2,10525
13,S2,10525
17,S2,10525
12,S2,10525
8,S2,10525
13,S2,10525
8,S2,10525
9,S2,10525
17,S2,10525
7,S2,10525
18,S2,10525
7,S2,10525
8,S2,10525
19,S2,10525
7,S2,10525
11,S2,10525
11,S2,10525
7,S2,10525
10,S2,10525
15,S2,10525
15,S2,10525
9,S2,10525
12,S2,10525
9,S2,10525
8,S2,10525
9,S2,10525
9,S2,10525
7,S2,10525
14,S2,10525
9,S2,10525
11,S2,10525
6,S2,10525
10,S2,10525
9,S2,10525
9,S2,10525
9,S2,10525
12,S2,10525
7,S2,10525
7,S2,10525
7,S2,10525
14,S2,10525
6,S2,10525
12,S2,10525
11,S2,10525
8,S2,10525
9,S2,10525
10,S2,10525
8,S2,10525
16,S2,10525
10,S2,10525
14,S2,10525
9,S2,10525
8,S2,10525
9,S2,10525
10,S2,10525
10,S2,10525
8,S2,10525
11,S2,10525
11,S2,10525
12,S2,10525
10,S2,10525
10,S2,10525
11,S2,10525
12,S2,10525
7,S2,10525
11,S2,10525
11,S2,10525
12,S2,10525
13,S2,10525
9,S2,10525
8,S2,10525
9,S2,10525
11,S2,10525
8,S2,10525
8,S2,10525
10,S2,10525
11,S2,10525
8,S2,10525
9,S2,10525
14,S2,10525
10,S2,10525
8,S2,10525
10,S2,10525
12,S2,10525
14,S2,10525
8,S2,10525
7,S2,10525
10,S2,10525
14,S2,10525
8,S2,10525
13,S2,10525
11,S2,10525
8,S2,10525
12,S2,10525
12,S2,10525
10,S2,10525
10,S2,10525
8,S2,10525
9,S2,10525
9,S2,10525
12,S2,10525
8,S2,10525
9,S2,10525
9,S2,10525
9,S2,10525
9,S2,10525
8,S2,10525
9,S2,10525
9,S2,10525
8,S2,10525
8,S2,10525
8,S2,10525
9,S2,10525
8,S2,10525
8,S2,10525
7,S2,10525
10,S2,10525
10,S2,10525
8,S2,10525
14,S2,10525
7,S2,10525
7,S2,10525
42,S2,10525
46,S2,10525
12,S2,10525
13,S2,10525
9,S2,10525
7,S2,10525
8,S2,10525
10,S2,10525
10,S2,10525
22,S2,10525
8,S2,10525
11,S2,10525
10,S2,10525
10,S2,10525
10,S2,10525
8,S2,10525
9,S2,10525
8,S2,10525
14,S2,10525
11,S2,10525
8,S2,10525
8,S2,10525
8,S2,10525
8,S2,10525
9,S2,10525
9,S2,10525
8,S2,10525
9,S2,10525
7,S2,10525
12,S2,10525
9,S2,10525
9,S2,10525
9,S2,10525
8,S2,10525
10,S2,10525
10,S2,10525
10,S2,10525
9,S2,10525
13,S2,10525
14,S2,10525
8,S2,10525
9,S2,10525
8,S2,10525
9,S2,10525
8,S2,10525
9,S2,10525
8,S2,10525
8,S2,10525
9,S2,10525
11,S2,10525
8,S2,10525
16,S2,10525
13,S2,10525
9,S2,10525
9,S2,10525
9,S2,10525
9,S2,10525
8,S2,10525
90,S2,10525
77,S2,10525
78,S2,10525
79,S2,10525
109,S2,10525
155,S2,10525
135,S2,10525
149,S2,10525
90,S2,10525
96,S2,10525
135,S2,10525
206,S2,10525
111,S2,10525
236,S2,10525
94,S2,10525
167,S2,10525
99,S2,10525
109,S2,10525
99,S2,10525
79,S2,10525
140,S2,10525
132,S2,10525
181,S2,10525
104,S2,10525
112,S2,10525
78,S2,10525
78,S2,10525
81,S2,10525
87,S2,10525
151,S2,10525
87,S2,10525
119,S2,10525
77,S2,10525
87,S2,10525
112,S2,10525
77,S2,10525
189,S2,10525
140,S2,10525
86,S2,10525
62,S2,10525
132,S2,10525
106,S2,10525
83,S2,10525
140,S2,10525
65,S2,10525
80,S2,10525
85,S2,10525
73,S2,10525
76,S2,10525
102,S2,10525
113,S2,10525
91,S2,10525
97,S2,10525
143,S2,10525
106,S2,10525
181,S2,10525
98,S2,10525
86,S2,10525
139,S2,10525
133,S2,10525
141,S2,10525
236,S2,10525
94,S2,10525
93,S2,10525
69,S2,10525
90,S2,10525
68,S2,10525
67,S2,10525
120,S2,10525
257,S2,10525
171,S2,10525
186,S2,10525
98,S2,10525
132,S2,10525
187,S2,10525
184,S2,10525
167,S2,10525
94,S2,10525
189,S2,10525
168,S2,10525
114,S2,10525
119,S2,10525
146,S2,10525
73,S2,10525
312,S2,10525
142,S2,10525
126,S2,10525
118,S2,10525
122,S2,10525
99,S2,10525
87,S2,10525
91,S2,10525
103,S2,10525
112,S2,10525
200,S2,10525
115,S2,10525
134,S2,10525
107,S2,10525
130,S2,10525
125,S2,10525
91,S2,10525
96,S2,10525
126,S2,10525
97,S2,10525
86,S2,10525
116,S2,10525
87,S2,10525
132,S2,10525
78,S2,10525
141,S2,10525
102,S2,10525
98,S2,10525
117,S2,10525
163,S2,10525
128,S2,10525
197,S2,10525
77,S2,10525
198,S2,10525
89,S2,10525
120,S2,10525
108,S2,10525
119,S2,10525
142,S2,10525
113,S2,10525
101,S2,10525
131,S2,10525
82,S2,10525
225,S2,10525
185,S2,10525
267,S2,10525
71,S2,10525
87,S2,10525
77,S2,10525
123,S2,10525
105,S2,10525
126,S2,10525
175,S2,10525
171,S2,10525
144,S2,10525
165,S2,10525
118,S2,10525
83,S2,10525
117,S2,10525
87,S2,10525
182,S2,10525
115,S2,10525
156,S2,10525
113,S2,10525
120,S2,10525
82,S2,10525
247,S2,10525
167,S2,10525
91,S2,10525
251,S2,10525
89,S2,10525
94,S2,10525
83,S2,10525
97,S2,10525
152,S2,10525
77,S2,10525
83,S2,10525
70,S2,10525
73,S2,10525
96,S2,10525
81,S2,10525
101,S2,10525
143,S2,10525
92,S2,10525
119,S2,10525
114,S2,10525
117,S2,10525
109,S2,10525
88,S2,10525
145,S2,10525
67,S2,10525
154,S2,10525
121,S2,10525
82,S2,10525
316,S2,10525
128,S2,10525
82,S2,10525
97,S2,10525
121,S2,10525
114,S2,10525
113,S2,10525
116,S2,10525
105,S2,10525
107,S2,10525
113,S2,10525
194,S2,10525
129,S2,10525
203,S2,10525
123,S2,10525
108,S2,10525
135,S2,10525
79,S2,10525
141,S2,10525
133,S2,10525
102,S2,10525
162,S2,10525
149,S2,10525
72,S2,10525
84,S2,10525
113,S2,10525
143,S2,10525
142,S2,10525
97,S2,10525
109,S2,10525
92,S2,10525
166,S2,10525
128,S2,10525
85,S2,10525
118,S2,10525
96,S2,10525
126,S2,10525
120,S2,10525
135,S2,10525
120,S2,10525
119,S2,10525
66,S2,10525
119,S2,10525
89,S2,10525
130,S2,10525
198,S2,10525
109,S2,10525
224,S2,10525
143,S2,10525
138,S2,10525
127,S2,10525
70,S2,10525
193,S2,10525
128,S2,10525
118,S2,10525
198,S2,10525
122,S2,10525
121,S2,10525
92,S2,10525
80,S2,10525
193,S2,10525
96,S2,10525
98,S2,10525
82,S2,10525
174,S2,10525
149,S2,10525
189,S2,10525
135,S2,10525
241,S2,10525
130,S2,10525
141,S2,10525
87,S2,10525
113,S2,10525
90,S2,10525
114,S2,10525
149,S2,10525
97,S2,10525
203,S2,10525
127,S2,10525
172,S2,10525
130,S2,10525
82,S2,10525
121,S2,10525
89,S2,10525
88,S2,10525
101,S2,10525
94,S2,10525
93,S2,10525
160,S2,10525
88,S2,10525
95,S2,10525
128,S2,10525
164,S2,10525
77,S2,10525
131,S2,10525
107,S2,10525
104,S2,10525
85,S2,10525
68,S2,10525
174,S2,10525
152,S2,10525
129,S2,10525
356,S2,10525
